run,detector,phase_cos,phase_sin,phase_amplitude,phase_angle_rad,holdout_rmse_ara,holdout_rmse_no_phase,ara_improvement
EMU00066666,1,0.020231977688469523,0.030056669929924833,0.03623170336132675,0.9783340152195403,0.031486169542327226,0.03825606668575562,0.1769627076154464
EMU00066666,2,-0.009447451266704102,0.03491606880353558,0.03617162141969833,1.835044973702475,0.031522074672495286,0.02944241037587075,-0.07063498776339672
EMU00066666,3,0.006258338662304727,-0.01861387752637832,0.01963780128678132,-1.2464509547894576,0.021723163100006507,0.021710566016593925,-0.0005802282355491517
EMU00066666,4,0.016450237404938395,0.0641112038858694,0.06618804102233537,1.3196258176773852,0.026080220171523383,0.03584922813848299,0.27250260254482006
EMU00066666,5,-0.014760455663362988,-0.03185378460443301,0.035107472780246056,-2.004722449706346,0.023624404863355854,0.02652901075877567,0.1094879082311423
EMU00066666,6,0.0027436141410385785,-0.02383743085660292,0.02399480211208736,-1.4562036763931274,0.02841775223291297,0.030415876436566156,0.06569346136779497
EMU00066666,7,0.0021111807620434395,0.02838637216577688,0.02846477136644548,1.4965599623016153,0.025399555440515767,0.02777942120355735,0.08567009894132804
EMU00066666,8,-0.012370142953506101,0.0022537847738194547,0.012573781551183282,2.9613739032916233,0.026619509941387,0.026898253876087342,0.010362900728963176
EMU00066666,9,0.00023979589513735064,-0.026919331229224446,0.026920399252240358,-1.5618886184020389,0.022364955795111108,0.024299258186595042,0.07960335153568654
EMU00066666,10,0.02986305778709728,0.046185661402035436,0.05499925035433644,0.9968240006099213,0.027961982213687772,0.037020649174859165,0.244692277501259
EMU00066666,11,-0.005690073430998557,-0.015713785793775567,0.016712270929554084,-1.918216005522778,0.029271055991338696,0.029383474414248045,0.0038259064031869183
EMU00066666,12,-0.013715805664629639,0.026815105448440037,0.03011931614829336,2.043597983679083,0.027865963363782904,0.026197966920791717,-0.06366892698331483
EMU00066666,13,0.013646478059929482,0.03835341139992558,0.04070885075081435,1.2289561063394747,0.026484990990498725,0.03421893315914617,0.22601353854833095
EMU00066666,14,-0.01947450948087847,0.005384865819557541,0.02020527899870389,2.8718246194518975,0.028646244163321146,0.028763652003797827,0.004081812714921584
EMU00066666,15,-0.015321978176286792,0.007784468656768078,0.017186068995055658,2.671518662620203,0.027969461081921804,0.028018618063107015,0.0017544398897366698
EMU00066666,16,-0.011285435795196346,-0.009159527722906645,0.01453471737579353,-2.4598041367487564,0.024197967298657863,0.023964571183816872,-0.00973921515435272
EMU00066666,17,-0.0015992992842116978,-0.02432602966650749,0.024378545435203524,-1.6364462102805124,0.029776641758330804,0.030720630963054312,0.030728184126777247
EMU00066666,18,-0.009451210770406752,-0.009554707350592405,0.013439412843651955,-2.350749051748543,0.02629212056460921,0.026348647211805458,0.0021453339422649043
EMU00066666,19,0.04270784180911419,0.051620554866941414,0.06699732410151342,0.8796044839169306,0.027706986616962942,0.03933657631890897,0.29564315937571106
EMU00066666,20,-0.011515098245047102,-0.02322214749058984,0.025920370785692766,-2.0311321292353917,0.025977194415942702,0.02858737543648035,0.0913053745118132
EMU00066666,21,-0.01219393289114572,0.014176387290000517,0.018699250144052666,2.2811581507410077,0.024091881819171733,0.023301870562861263,-0.033903340685858874
EMU00066666,22,0.015330906866602748,-0.001349153073476616,0.015390156573866255,-0.08777604572575104,0.029782132898186448,0.029757114694272443,-0.0008407469666009693
EMU00066666,23,-0.0018360925502087545,-0.03237164395517355,0.03242367295994481,-1.6274547838842206,0.02767389737455128,0.02894050579209979,0.04376593922191474
EMU00066666,24,0.004073086680141707,-0.03718387977970623,0.03740629560081556,-1.4616922669424635,0.026747191236267457,0.02788475701780066,0.04079525530048622
EMU00066666,25,0.011376889689247292,0.03621893740121514,0.037963733292109746,1.2664413675931339,0.026829105166717996,0.025303047647805478,-0.0603112138961992
EMU00066666,26,0.005572630291394012,-0.04532637589158612,0.04566765332081255,-1.4484656822369735,0.024839330519908595,0.02779224429996931,0.10624956186298262
EMU00066666,27,-0.004983518039016154,-0.019732907351505798,0.020352471215759303,-1.8181722260029236,0.026314501521422718,0.027625115541966158,0.04744284303725155
EMU00066666,28,0.007220342329225771,0.00919029597086163,0.01168738137408226,0.9048677600647661,0.024232821540683323,0.02542772633205473,0.04699219960791712
EMU00066666,29,-0.01847467433429525,-0.0013437725075962671,0.0185234801349649,-3.0689845941481084,0.024779213979414953,0.025552118382779456,0.03024815366718836
EMU00066666,30,-0.0065704671258498114,0.0015141244930017743,0.006742670927175741,2.9151026477718824,0.027835243335368045,0.02790243195467183,0.00240798434390721
EMU00066666,31,-0.008136376541475839,0.01009247796369359,0.012963746937992852,2.249295578755762,0.024604086884477835,0.024177523032483304,-0.01764299227102084
EMU00066666,32,0.0016904589319150162,-0.03294490915481431,0.032988250796601185,-1.5195295994799372,0.023237669835578696,0.025081571862163872,0.07351620690754013
EMU00066666,33,-0.02482484498864312,-0.010680711964191115,0.02702499836766276,-2.735289662544675,0.028860135614540244,0.03239809050308403,0.10920257439885239
EMU00066666,34,0.026966196524052383,0.039195167928491675,0.047575591892444986,0.9681709055610049,0.028333844530022263,0.03762966023816294,0.24703427161728997
EMU00066666,35,-0.00034141510844483414,0.00934672408978468,0.00935295757965552,1.6073078766121383,0.024565234649394873,0.02441138132024488,-0.006302524512302066
EMU00066666,36,-0.014798849029975056,-0.00894971513414961,0.017294604175708106,-2.597682323142181,0.0248186772019542,0.0249391253069058,0.004829684420337155
EMU00066666,37,0.009083956902402436,-0.02010520280673854,0.022062127116504248,-1.1464289200470295,0.023118163328780927,0.02213096527465349,-0.044607094262538505
EMU00066666,38,-0.0026161607491963675,-0.019235000226662167,0.019412097536982687,-1.7059772709872163,0.025641273996283395,0.02532942789078261,-0.01231161267618952
EMU00066666,39,-0.01877773115102066,-0.038815854908748164,0.04311929706612807,-2.021371348754435,0.02585948849938342,0.026556208289305563,0.026235665209883074
EMU00066666,40,0.024732549173011223,0.061276702492665355,0.06607974921993907,1.1871725080167868,0.03356341361192912,0.04685682244423658,0.2837027382325742
EMU00066666,41,-0.010185716899658689,-0.029124364615071858,0.03085413170049746,-1.9072322086757654,0.025557107369392547,0.027882551517130583,0.0834014113202417
EMU00066666,42,-0.01720525066686183,0.0020294134913172515,0.0173245250909885,3.024182008523563,0.020386631835967672,0.021081636058006167,0.032967281103145396
