pair,family,lag,valid_ratios,median_s,median_log_s,median_ara_x,fraction_inside_e_phi,lead_e_phi_error,reciprocal_e_error,reciprocal_phi_error,unity_error,winner
parent_phi_time_vs_e,beam7,1,767,0.990923967133,-0.0091174709725,0.996748005547,0.659713168188,0.397863495694,0.593589329171,0.299004290441,0.46377844243,reciprocal_phi
parent_phi_time_vs_e,beam7,2,766,0.988811823967,-0.0112524206411,0.993368994255,0.526109660574,0.419263382506,0.495183022417,0.347804564329,0.639497391399,reciprocal_phi
parent_phi_time_vs_e,beam7,4,764,0.9937817675,-0.00623766411499,1.00131992087,0.696335078534,0.361914626293,0.548972475881,0.242140868607,0.478379208489,reciprocal_phi
parent_phi_time_vs_e,beam7,8,760,1.01414460159,0.0140451326957,1.03389642772,0.638157894737,0.352181900073,0.503150389817,0.278200794397,0.560520468317,reciprocal_phi
parent_phi_time_vs_e,beam7,16,752,0.993105812224,-0.00691833401679,1.00023852613,0.772606382979,0.401206399407,0.631698324367,0.223252972592,0.377183226436,reciprocal_phi
parent_phi_time_vs_e,beam7,32,736,1.00913441173,0.00909058746279,1.02588111494,0.626358695652,0.363427620929,0.502133006527,0.285974943707,0.570533120125,reciprocal_phi
parent_phi_time_vs_e,beam7,64,704,0.995997145097,-0.00401089548022,1.00486408683,0.863636363636,0.44179812247,0.702761557925,0.235888380185,0.299427014284,reciprocal_phi
parent_phi_time_vs_e,beam7_cycle23,1,767,1.04134988102,0.0405178340468,1.0774194937,0.620599739244,0.375304404534,0.562498707547,0.323482242476,0.54580769513,reciprocal_phi
parent_phi_time_vs_e,beam7_cycle23,2,766,0.981936860236,-0.018228355776,0.982370412128,0.55091383812,0.396782443582,0.506668515799,0.358970192433,0.643958942302,reciprocal_phi
parent_phi_time_vs_e,beam7_cycle23,4,764,0.979843192232,-0.020362802929,0.979020957442,0.634816753927,0.435873100367,0.572025756689,0.320206883344,0.519173266613,reciprocal_phi
parent_phi_time_vs_e,beam7_cycle23,8,760,1.0166911233,0.0165372514985,1.03797035876,0.676315789474,0.396064271072,0.606421768106,0.284685054881,0.462321942839,reciprocal_phi
parent_phi_time_vs_e,beam7_cycle23,16,752,1.01549546172,0.0153707470725,1.03605753673,0.630319148936,0.386960482026,0.577336582916,0.304023984424,0.543961626604,reciprocal_phi
parent_phi_time_vs_e,beam7_cycle23,32,736,0.992321476224,-0.00770862279127,0.998983743669,0.622282608696,0.424245716796,0.583146446278,0.324198852375,0.509177697238,reciprocal_phi
parent_phi_time_vs_e,beam7_cycle23,64,704,0.988022567882,-0.0120506611366,0.992106340632,0.666193181818,0.400603505204,0.576608912179,0.304848622752,0.496578111517,reciprocal_phi
parent_phi_time_vs_e,beam7_decay,1,767,0.980909918609,-0.0192746497192,0.980727508652,0.717079530639,0.43707758937,0.650954661389,0.300718808172,0.394519787368,reciprocal_phi
parent_phi_time_vs_e,beam7_decay,2,766,0.98229619067,-0.0178649415024,0.982945269748,0.687989556136,0.419495205277,0.601961275597,0.273888794344,0.447285817492,reciprocal_phi
parent_phi_time_vs_e,beam7_decay,4,764,1.00953599517,0.00948729857153,1.02652356902,0.628272251309,0.405125883319,0.58370012218,0.301995682357,0.508188719088,reciprocal_phi
parent_phi_time_vs_e,beam7_decay,8,760,1.02316053915,0.0228957155865,1.04832014449,0.611842105263,0.400710324524,0.562159062914,0.318461353444,0.527339902087,reciprocal_phi
