time (s)	frame	L(t) (um)
0	75	73.967
0.2	76	73.506
0.4	77	72.657
0.6	78	72.196
0.8	79	71.735
1	80	70.534
1.2	81	70.328
1.4	82	70.037
1.6	83	69.454
1.8	84	69.248
2	85	68.957
2.2	86	68.751
2.4	87	68.46
2.6	88	68.048
2.8	89	67.465
3	90	67.004
3.2	91	66.353
3.4	92	64.51
3.6	93	63.345
3.8	94	62.315
4	95	61.285
4.2	96	60.542
4.4	97	60.542
4.6	98	59.799
4.8	99	59.181
5	100	59.181
5.2	101	59.181
5.4	102	58.975
5.6	103	58.769
5.8	104	58.563
6	105	58.272
6.2	106	58.272
6.4	107	57.86
6.6	108	57.654
6.8	109	57.363
7	110	57.157
7.2	111	57.157
7.4	112	56.574
7.6	113	56.283
7.8	114	56.077
8	115	55.871
8.2	116	55.58
8.4	117	55.374
