time (s)	s(t) (um)
0	4.035
0.2	4.52
0.4	5.857
0.6	6.532
0.8	7.492
1	7.139
1.2	9.452
1.4	11.141
1.6	10.933
1.8	12.445
2	14.646
2.2	15.38
2.4	17.612
2.6	19.767
2.8	20.873
3	21.796
3.2	24.228
3.4	26.261
3.6	26.5
3.8	30.448
4	32.684
4.2	35.664
4.4	37.85
4.6	39.68
4.8	40.758
5	42.256
5.2	45.628
5.4	47.826
5.6	49.54
5.8	50.581
6	54.394
6.2	54.94
6.4	59.606
6.6	61.101
6.8	62.694
7	65.537
7.2	64.26
7.4	66.248
7.6	70.546
7.8	72.476
8	71.545
8.2	76.345
8.4	74.317
8.6	75.775
8.8	80.013
9	82.341
