time (s)	frame	L(t) (um)
0	100	72.349
0.2	101	71.319
0.4	102	70.289
0.6	103	69.088
0.8	104	68.345
1	105	67.042
1.2	106	65.933
1.4	107	65.35
1.6	108	64.149
1.8	109	63.228
2	110	62.178
2.2	111	61.148
2.4	112	59.305
2.6	113	58.722
2.8	114	57.521
3	115	56.412
3.2	116	55.109
3.4	117	54.235
3.6	118	53.314
3.8	119	52.011
4	120	50.81
4.2	121	49.609
4.4	122	48.76
4.6	123	47.099
4.8	124	45.99
5	125	45.116
5.2	126	43.797
5.4	127	42.297
5.6	128	41.376
5.8	129	40.793
6	130	38.85
6.2	131	37.741
6.4	132	36.422
6.6	133	34.723
6.8	134	33.693
7	135	32.663
7.2	136	31.36
7.4	137	30.159
7.6	138	28.399
7.8	139	27.234
8	140	26.033
8.2	141	24.651
8.4	142	22.99
8.6	143	21.036
