time (s)	frame	L(t) (um)
0	149	32.403
0.2	150	31.202
0.4	151	30.551
0.6	152	29.386
0.8	153	28.643
1	154	27.794
1.2	155	27.333
1.4	156	26.682
1.6	157	25.939
1.8	158	25.196
2	159	24.905
2.2	160	23.875
2.4	161	22.71
2.6	162	22.127
2.8	163	21.666
3	164	21.46
3.2	165	20.809
3.4	166	20.348
3.6	167	19.887
3.8	168	19.426
4	169	18.683
4.2	170	18.222
4.4	171	17.761
4.6	172	17.11
4.8	173	16.367
5	174	16.161
5.2	175	15.749
5.4	176	15.337
5.6	177	14.594
5.8	178	14.133
6	179	13.842
6.2	180	13.381
6.4	181	12.92
6.6	182	12.337
6.8	183	11.925
7	184	11.182
7.2	185	10.721
7.4	186	10.138
7.6	187	9.487
7.8	188	8.744
8	189	8.283
8.2	190	7.822
8.4	191	7.531
8.6	192	7.24
8.8	193	6.319
9	194	5.858
9.2	195	5.275
