time (s)	frame	L(t) (um)
0	126	43.191
0.2	127	42.73
0.4	128	41.987
0.6	129	41.404
0.8	130	40.943
1	131	40.292
1.2	132	39.831
1.4	133	39.088
1.6	134	38.345
1.8	135	37.884
2	136	37.233
2.2	137	36.942
2.4	138	36.53
2.6	139	35.947
2.8	140	35.329
3	141	34.678
3.2	142	34.472
3.4	143	34.011
3.6	144	33.55
3.8	145	32.967
4	146	32.761
4.2	147	32.47
4.4	148	32.179
4.6	149	31.718
4.8	150	31.427
5	151	30.684
5.2	152	30.272
5.4	153	29.981
5.6	154	29.69
5.8	155	29.278
6	156	28.987
6.2	157	28.526
6.4	158	28.235
6.6	159	27.823
6.8	160	27.362
7	161	27.071
7.2	162	26.61
7.4	163	26.404
7.6	164	25.943
7.8	165	25.482
8	166	25.191
8.2	167	24.73
8.4	168	24.439
8.6	169	24.027
8.8	170	23.821
9	171	23.615
9.2	172	23.324
9.4	173	23.118
9.6	174	22.912
9.8	175	22.621
10	176	22.33
10.2	177	21.869
10.4	178	21.578
10.6	179	21.287
10.8	180	21.287
11	181	21.081
11.2	182	20.875
11.4	183	20.414
11.6	184	20.208
11.8	185	19.917
12	186	19.505
12.2	187	19.299
12.4	188	19.093
12.6	189	18.632
