time (s)	frame	L(t) (um)
0	24	0
0.2	25	4.063
0.4	26	5.811
0.6	27	6.861
0.8	28	8.346
1	29	9.831
1.2	30	10.752
1.4	31	12.695
1.6	32	14.152
1.8	33	16.181
2	34	17.211
2.2	35	18.983
2.4	36	20.468
2.6	37	22.129
2.8	38	23.79
3	39	25.744
3.2	40	27.063
3.4	41	29.006
3.6	42	30.309
3.8	43	31.878
4	44	33.487
4.2	45	35.33
4.4	46	37.549
4.6	47	38.931
4.8	48	40.703
5	49	42.188
5.2	50	44.677
5.4	51	46.059
5.6	52	48.088
5.8	53	48.831
6	54	50.15
6.2	55	51.759
6.4	56	53.602
6.6	57	55.263
6.8	58	57.206
7	59	59.149
7.2	60	60.909
