time (s)	frame	L(t) (um)
0	32	0
0.2	33	3.144
0.4	34	4.345
0.6	35	5.546
0.8	36	6.289
1	37	7.898
1.2	38	8.948
1.4	39	9.978
1.6	40	11.587
1.8	41	12.617
2	42	13.538
2.2	43	15.023
2.4	44	15.766
2.6	45	17.709
2.8	46	18.874
3	47	19.748
3.2	48	20.491
3.4	49	21.412
3.6	50	22.521
3.8	51	23.903
4	52	24.933
4.2	53	26.134
4.4	54	26.595
4.6	55	27.645
4.8	56	28.675
5	57	30.057
5.2	58	31.666
5.4	59	32.775
5.6	60	33.696
5.8	61	34.897
6	62	35.746
6.2	63	37.065
6.4	64	37.914
6.6	65	39.233
6.8	66	40.342
7	67	41.543
7.2	68	42.573
7.4	69	43.494
7.6	70	44.415
7.8	71	45.158
8	72	46.079
8.2	73	47.564
8.4	74	48.388
8.6	75	49.262
8.8	76	49.88
9	77	51.183
9.2	78	52.213
9.4	79	53.595
9.6	80	54.704
9.8	81	55.625
10	82	56.546
10.2	83	57.129
10.4	84	59.158
10.6	85	59.809
10.8	86	60.918
11	87	61.569
11.2	88	62.734
11.4	89	63.317
11.6	90	64.886
11.8	91	65.916
12	92	67.025
12.2	93	68.055
12.4	94	69.164
12.6	95	70.825
12.8	96	71.568
13	97	72.598
13.2	98	73.628
13.4	99	73.834
