time (s)	frame	L(t) (um)
0	83	0
0.2	84	2.331
0.4	85	2.743
0.6	86	3.155
0.8	87	3.738
1	88	4.389
1.2	89	4.85
1.4	90	5.141
1.6	91	5.792
1.8	92	6.253
2	93	7.174
2.2	94	7.635
2.4	95	8.556
2.6	96	9.43
2.8	97	9.636
3	98	9.636
3.2	99	9.842
3.4	100	10.303
3.6	101	10.886
3.8	102	11.177
4	103	11.589
4.2	104	11.88
4.4	105	12.171
4.6	106	12.462
4.8	107	12.923
5	108	13.214
5.2	109	13.675
5.4	110	14.136
5.6	111	14.342
5.8	112	14.803
6	113	15.421
6.2	114	15.712
6.4	115	16.173
6.6	116	16.756
6.8	117	17.047
7	118	17.459
7.2	119	17.75
7.4	120	18.041
7.6	121	18.502
7.8	122	19.153
8	123	19.896
8.2	124	20.102
8.4	125	20.308
8.6	126	21.051
8.8	127	21.702
9	128	22.285
9.2	129	22.746
9.4	130	23.037
9.6	131	23.62
9.8	132	24.203
10	133	24.946
10.2	134	25.407
10.4	135	25.868
10.6	136	26.159
10.8	137	26.45
11	138	27.068
11.2	139	27.359
11.4	140	27.82
11.6	141	28.281
11.8	142	29.202
12	143	29.493
12.2	144	30.144
12.4	145	30.887
12.6	146	31.538
12.8	147	32.121
13	148	32.864

