time (s)	frame	L(t) (um)
0	39	0
0.2	40	6.306
0.4	41	7.609
0.6	42	8.192
0.8	43	8.843
1	44	9.255
1.2	45	10.712
1.4	46	11.633
1.6	47	12.376
1.8	48	13.577
2	49	14.228
2.2	50	14.971
2.4	51	16.172
2.6	52	17.202
2.8	53	17.945
3	54	18.596
3.2	55	19.47
3.4	56	20.213
3.6	57	21.062
3.8	58	21.983
4	59	23.013
4.2	60	23.631
4.4	61	24.092
4.6	62	24.835
4.8	63	25.296
5	64	26.615
5.2	65	27.489
5.4	66	28.313
5.6	67	29.187
5.8	68	30.388
6	69	31.418
6.2	70	33.117
6.4	71	33.86
6.6	72	34.321
6.8	73	34.782
7	74	35.812
7.2	75	36.733
7.4	76	37.384
7.6	77	38.493
7.8	78	39.523
8	79	40.397
8.2	80	41.221
8.4	81	42.142
8.6	82	42.603
8.8	83	43.524
9	84	44.267
9.2	85	45.188
9.4	86	45.771
9.6	87	46.821
9.8	88	47.564
10	89	48.438
10.2	90	49.089
10.4	91	49.832
10.6	92	50.293
10.8	93	50.944
11	94	51.865
11.2	95	52.326
11.4	96	53.247
11.6	97	53.708
11.8	98	54.169
12	99	55.219
12.2	100	55.962
