time (s)	frame	L(t) (um)
0	101	55.962
0.2	102	55.501
0.4	103	54.471
0.6	104	53.853
0.8	105	53.202
1	106	52.741
1.2	107	52.09
1.4	108	51.347
1.6	109	50.696
1.8	110	50.045
2	111	49.302
2.2	112	48.559
2.4	113	48.098
2.6	114	47.807
2.8	115	47.601
3	116	47.018
3.2	117	46.435
3.4	118	45.692
3.6	119	45.231
3.8	120	44.94
4	121	44.479
4.2	122	44.067
4.4	123	43.606
4.6	124	43.145
4.8	125	42.733
5	126	42.272
5.2	127	41.811
5.4	128	41.52
5.6	129	40.869
5.8	130	40.408
6	131	40.117
6.2	132	39.705
6.4	133	39.499
6.6	134	38.881
6.8	135	38.263
7	136	37.972
7.2	137	37.229
7.4	138	36.768
7.6	139	36.356
7.8	140	35.705
8	141	35.705
8.2	142	35.244
8.4	143	34.783
8.6	144	34.492
8.8	145	34.031
9	146	33.619
9.2	147	32.968
9.4	148	32.317
9.6	149	32.111
9.8	150	31.905
10	151	31.699
10.2	152	31.116
