time (s)	frame	L(t) (um)
0	28	0
0.2	29	3.322
0.4	30	5.351
0.6	31	7.012
0.8	32	7.933
1	33	9.418
1.2	34	10.339
1.4	35	11.824
1.6	36	12.874
1.8	37	14.646
2	38	15.52
2.2	39	16.977
2.4	40	18.462
2.6	41	19.962
2.8	42	21.127
3	43	22.696
3.2	44	24.305
3.4	45	25.608
3.6	46	27.093
3.8	47	29.036
4	48	29.779
4.2	49	31.44
4.4	50	32.49
4.6	51	33.99
4.8	52	36.111
5	53	37.611
5.2	54	38.93
5.4	55	40.387
5.6	56	41.308
5.8	57	43.068
6	58	45.022
6.2	59	46.187
6.4	60	48.086
6.6	61	49.287
6.8	62	50.59
7	63	52.741
7.2	64	53.906
7.4	65	55.107
7.6	66	57.335
7.8	67	58.365
8	68	59.822
8.2	69	60.931
8.4	70	62.234
8.6	71	63.553
8.8	72	64.754
9	73	65.675
9.2	74	67.435
9.4	75	68.018
9.6	76	70.237
9.8	77	71.402
10	78	72.705
10.2	79	73.288
10.4	80	74.318
10.6	81	75.621
10.8	82	76.082
11	83	77.567
11.2	84	79.266
11.4	85	80.115
11.6	86	81.887
11.8	87	82.996
12	88	84.026
12.2	89	85.076
12.4	90	85.925
