salt,cosine,absolute_cosine,same_sign_as_primary
600,0.05212082359181702,0.05212082359181702,True
601,0.17150386075421686,0.17150386075421686,True
602,0.753882347485971,0.753882347485971,True
603,0.5123206869421717,0.5123206869421717,True
604,0.8016388029291677,0.8016388029291677,True
606,-0.24091550878784038,0.24091550878784038,False
607,-0.002606832540858528,0.002606832540858528,False
608,0.18779002141575285,0.18779002141575285,True
611,0.1066628157788182,0.1066628157788182,True
613,0.6581676459734573,0.6581676459734573,True
614,0.09214737771431802,0.09214737771431802,True
615,-0.5530445901829962,0.5530445901829962,False
616,0.4787808027144541,0.4787808027144541,True
617,0.5066678660994908,0.5066678660994908,True
618,-0.6264456278349138,0.6264456278349138,False
619,0.4311620182254076,0.4311620182254076,True
620,0.2517973937004549,0.2517973937004549,True
621,0.5874083556499483,0.5874083556499483,True
622,0.33638638383875097,0.33638638383875097,True
623,0.7397249013644569,0.7397249013644569,True
624,-0.09305750436770258,0.09305750436770258,False
625,0.8411496407630696,0.8411496407630696,True
626,-0.12265716606723062,0.12265716606723062,False
627,-0.34482924862611497,0.34482924862611497,False
628,0.4798524918489664,0.4798524918489664,True
630,0.29556257726762913,0.29556257726762913,True
631,0.13430982278458287,0.13430982278458287,True
632,0.18638306279886702,0.18638306279886702,True
633,0.3278250450150275,0.3278250450150275,True
635,0.22833143557798613,0.22833143557798613,True
636,-0.05803978061306955,0.05803978061306955,False
637,0.19223195988298514,0.19223195988298514,True
638,0.5241082262666529,0.5241082262666529,True
639,0.19649276441651398,0.19649276441651398,True
640,0.29930508859557287,0.29930508859557287,True
641,0.2943225068916816,0.2943225068916816,True
642,0.5376494531166571,0.5376494531166571,True
643,0.8054261425937939,0.8054261425937939,True
644,0.10697232821080543,0.10697232821080543,True
645,-0.11699003623811514,0.11699003623811514,False
646,0.4711499535529259,0.4711499535529259,True
647,0.2374267287794766,0.2374267287794766,True
649,-0.6808538780780612,0.6808538780780612,False
651,0.39202503333201194,0.39202503333201194,True
653,0.05057815423291123,0.05057815423291123,True
654,0.31613680118386045,0.31613680118386045,True
657,-0.10092788079348408,0.10092788079348408,False
658,0.19877581170595332,0.19877581170595332,True
659,0.4859572609663935,0.4859572609663935,True
660,0.6684772463535467,0.6684772463535467,True
661,-0.5693553973839586,0.5693553973839586,False
662,0.35395262431662927,0.35395262431662927,True
663,0.23728243797719994,0.23728243797719994,True
664,-0.05131644139538971,0.05131644139538971,False
665,0.3638246841340544,0.3638246841340544,True
668,0.4405182347187761,0.4405182347187761,True
669,-0.6427508999204216,0.6427508999204216,False
670,0.7026856487325508,0.7026856487325508,True
671,0.5804586315885567,0.5804586315885567,True
673,-0.689319546235762,0.689319546235762,False
675,0.8217823320414916,0.8217823320414916,True
676,0.08939601682708903,0.08939601682708903,True
677,0.259398132028713,0.259398132028713,True
678,-0.31136379795573543,0.31136379795573543,False
679,0.12172741676509383,0.12172741676509383,True
681,-0.16905005526989628,0.16905005526989628,False
682,-0.05218407827239948,0.05218407827239948,False
