dataset,lineage,parent_arm,child_arm,branch,parent_index,child_index,parent_midpoint_s,child_midpoint_s,midpoint_offset_s,overlap_s,parent_duration_s,child_duration_s,r_time,s_time,e_phi_time,e_golden_time,parent_motion_rad,child_motion_rad,r_motion,s_motion,e_phi_motion,e_golden_motion
free_run3,1->2,1,2,positive,0,0,1.2240000000000002,1.3360000000000003,0.1120000000000001,1.1720000000000006,1.3320000000000007,1.2360000000000007,1.0776699029126213,1.927927927927928,0.5403640858372736,0.2828914821173937,1.7613825240882284,2.1165555707635484,0.8321929026662923,2.2016444706462464,0.7858410860836026,0.4513925433269677
free_run3,1->2,1,2,positive,1,1,2.2270000000000003,2.583,0.35599999999999987,0.6099999999999994,0.6739999999999995,1.2579999999999991,0.5357710651828299,2.8664688427299705,1.2484348539800756,0.685048039124605,0.8094556989408002,2.0464896433106454,0.3955337382657496,3.528229334833945,1.9101953460840502,0.7983906108004193
free_run3,1->2,1,2,positive,2,1,2.949,2.583,-0.36599999999999966,0.6479999999999997,0.7699999999999996,1.2579999999999991,0.6120826709062004,2.6337662337662335,1.0157322450163386,0.6228520249201367,0.9170559085063753,2.0464896433106454,0.4481116782114941,3.2315865634013505,1.6135525746514556,0.7564410727249836
free_run3,1->2,1,2,positive,3,2,3.734,3.5600000000000005,-0.1739999999999995,0.5740000000000016,0.8000000000000007,0.6960000000000015,1.1494252873563204,1.8700000000000012,0.46860870139357447,0.23864631314477222,1.2368006300352303,0.9654895628289155,1.2810088038770349,1.7806347598653902,0.33702518487286004,0.1631888054851276
free_run3,1->2,1,2,positive,4,3,4.4670000000000005,4.300000000000001,-0.16699999999999982,0.5579999999999998,0.6660000000000004,0.7839999999999989,0.849489795918369,2.177177177177175,0.7685441928315259,0.4386631872818517,0.5248290782318992,0.9316310327408653,0.5633443496271783,2.775113215676701,1.1570792269268062,0.6625121999560893
free_run3,1->2,1,2,positive,5,4,5.433999999999999,5.288,-0.14599999999999902,1.0839999999999996,1.2679999999999971,1.1920000000000002,1.0637583892617424,1.9400630914826522,0.5542755994881525,0.2917299539397885,1.6370213162308904,1.9185329549144365,0.8532672384060762,2.171965774600727,0.7647667503438187,0.43589982342681954
free_run3,1->2,1,2,positive,6,5,6.611999999999998,6.606000000000002,-0.005999999999996675,1.088000000000001,1.088000000000001,1.4440000000000026,0.7534626038781157,2.3272058823529425,0.8645713848717792,0.5108447356502714,1.4421082414927988,1.737155282999249,0.8301550561461363,2.2045942412762525,0.7878789326037586,0.4529004047541975
free_run3,1->2,1,2,positive,7,6,7.7769999999999975,7.935000000000002,0.1580000000000048,1.0699999999999932,1.2419999999999973,1.2139999999999986,1.0230642504118606,1.9774557165861524,0.5949697383380343,0.3180753591615489,1.3582927461731291,1.7105544184817723,0.7940657903059886,2.2593414956393674,0.8239681984439063,0.47988216707215964
free_run3,1->2,1,2,positive,8,7,9.118999999999996,9.164000000000001,0.04500000000000526,1.2439999999999998,1.4420000000000002,1.2439999999999998,1.159163987138264,1.8626907073509014,0.45887000161163094,0.23281288855338764,1.405540429138048,1.559750264797115,0.9011317137496201,2.109715688330386,0.7169022750002748,0.4014099066415092
free_run3,1->2,1,2,positive,9,8,10.492999999999999,10.501000000000001,0.008000000000002672,1.3060000000000045,1.3060000000000045,1.4299999999999997,0.9132867132867166,2.0949464012251107,0.7047472754631783,0.39280855005485593,1.1949333456011428,1.5525092906734097,0.7696787083849487,2.299243423399804,0.8483552803649462,0.4984045372716336
free_run3,1->2,1,2,positive,10,9,11.487000000000002,11.859000000000002,0.3719999999999999,0.6120000000000019,0.6820000000000022,1.2860000000000014,0.5303265940902033,2.8856304985337204,1.2675965097838255,0.6895004359186259,0.6200268768954624,1.5336385780195958,0.40428487244765965,3.4735033837543945,1.8554693950044996,0.7914868756430654
free_run3,1->2,1,2,positive,11,9,12.193000000000001,11.859000000000002,-0.33399999999999963,0.6739999999999995,0.7299999999999969,1.2860000000000014,0.567651632970448,2.761643835616448,1.143609846866553,0.6589959417381568,0.7033012264624718,1.5336385780195958,0.45858342150642323,3.1806283286802013,1.5625943399303064,0.7479765108568325
free_run3,1->2,1,2,positive,12,10,13.230999999999998,13.203,-0.027999999999998693,1.3459999999999965,1.3459999999999965,1.401999999999994,0.9600570613409432,2.0416047548291214,0.6579769274089518,0.3603163046755768,1.143935174021683,1.3849494962468225,0.8259760930790024,2.2106887939967925,0.7920578956708925,0.4559978635809306
