dataset,arm,event_index,phase_direction,a0_swing_index,b_swing_index,a1_swing_index,time_mid_s,a0_duration_s,b_duration_s,a1_duration_s,q_angle_time,direct_angle_time,leg0_angle_time,leg1_angle_time,q_angle_only,direct_angle_only,leg0_angle_only,leg1_angle_only,q_phase_space_time,direct_phase_space_time,leg0_phase_space_time,leg1_phase_space_time
free_run3,3,4,decreasing,4,5,6,2.0519999999999996,0.24200000000000088,0.2959999999999994,0.46000000000000085,1.9086388697274155,1.5985013869175917,0.6738557213656761,1.001161393994532,0.8645916491029809,0.23078284985029082,0.1557198486324535,0.37813413917723543,0.7495031886473937,1.83456165024579,1.9734227821263435,2.921984410354236
free_run3,3,5,increasing,5,6,7,2.4299999999999997,0.2959999999999994,0.46000000000000085,0.4059999999999988,1.8478085593827536,1.988987520037117,1.001161393994532,1.1516455187535322,0.5640364209834394,0.23737833785457782,0.37813413917723543,0.4635786617113705,0.6475774696685183,2.1787075309500494,2.921984410354236,3.8068090792194074
free_run3,3,6,decreasing,6,7,8,2.8629999999999995,0.46000000000000085,0.4059999999999988,0.36400000000000077,1.8583107019346137,2.0071877999600485,1.1516455187535322,1.0085829057725118,0.6003987874459554,0.251037930904503,0.4635786617113705,0.3726586397408748,0.658933849179013,2.2075526208216742,3.8068090792194074,2.8935679725047843
free_run3,3,7,increasing,7,8,9,3.2479999999999993,0.4059999999999988,0.36400000000000077,0.21600000000000108,1.9192841373899077,1.6649265363917531,1.0085829057725118,0.7263624355211823,0.9338597622009169,0.23796264534146494,0.3726586397408748,0.13697386606628312,0.9339697935652908,2.1031076547918466,2.8935679725047843,1.6100201933684308
free_run3,3,8,decreasing,8,9,10,3.5380000000000003,0.36400000000000077,0.21600000000000108,0.3780000000000001,1.9219409384696642,1.449166072038101,0.7263624355211823,0.7816610869830962,1.1905875006542965,0.24527688846116733,0.13697386606628312,0.275052781830446,0.8334092514635179,1.6411004908163023,1.6100201933684308,2.3282622001481497
free_run3,3,9,increasing,9,10,11,3.835000000000001,0.21600000000000108,0.3780000000000001,0.46199999999999974,1.869257931179546,1.7672588793889703,0.7816610869830962,1.1092057109165259,0.6336953497846659,0.22251718392197237,0.275052781830446,0.4272316329047584,0.7226256825676346,2.114863445422121,2.3282622001481497,3.5250128672631984
free_run3,3,10,decreasing,10,11,12,4.255000000000001,0.3780000000000001,0.46199999999999974,0.37599999999999767,1.8576409551697464,2.0556859436295403,1.1092057109165259,1.1040163198625028,0.5722984343123424,0.2422430888949588,0.4272316329047584,0.4193304905301283,0.608897345153176,2.074156618739397,3.5250128672631984,3.287815716240039
free_run3,3,11,increasing,11,12,13,4.6739999999999995,0.46199999999999974,0.37599999999999767,0.23200000000000287,1.8900958023345416,1.780580612526551,1.1040163198625028,0.7801004644055503,0.689153485327225,0.22236228217460563,0.4193304905301283,0.2259895634460138,0.8977391863010028,2.301322764596926,3.287815716240039,1.8391137967272515
free_run3,3,12,decreasing,12,13,14,4.978,0.37599999999999767,0.23200000000000287,0.34999999999999787,1.9428172679222748,1.4711731006524686,0.7801004644055503,0.7343735161822371,1.2989550413815845,0.2611693174405561,0.2259895634460138,0.1761326180311422,0.869685966403346,1.51699440375371,1.8391137967272515,1.6494888997779213
free_run3,3,13,increasing,13,14,15,5.269,0.23200000000000287,0.34999999999999787,0.4460000000000015,1.9093009929145597,1.6966605379205795,0.7343735161822371,1.0428848042365009,0.7647104449335782,0.2130677416283775,0.1761326180311422,0.3811181506487188,0.9395853906869613,2.1985662183355243,1.6494888997779213,3.0303757301480108
free_run3,3,14,decreasing,14,15,16,5.667,0.34999999999999787,0.4460000000000015,0.3999999999999986,1.8693085034518735,2.0117632925130637,1.0428848042365009,1.109529619383926,0.5940435641284971,0.23593515324868075,0.3811181506487188,0.4132180478919181,0.6349749189355565,2.0573052624132306,3.0303757301480108,3.449581827426091
free_run3,3,15,increasing,15,16,17,6.09,0.4460000000000015,0.3999999999999986,0.240000000000002,1.87558436242335,1.8271236177327086,1.109529619383926,0.8387950247520196,0.629054095836075,0.22142482951029308,0.4132180478919181,0.2907749186143968,0.7403844048926975,2.1373979109636188,3.449581827426091,2.324170015100597
free_run3,3,16,decreasing,16,17,18,6.41,0.3999999999999986,0.240000000000002,0.31999999999999673,1.9331692984418074,1.4796411197313213,0.8387950247520196,0.6919980836673583,1.1775551549556038,0.23443010066810832,0.2907749186143968,0.1073891923090475,0.9157024298280727,1.730402192409823,2.324170015100597,1.45522847952765
free_run3,3,17,increasing,17,18,19,6.6899999999999995,0.240000000000002,0.31999999999999673,0.41000000000000014,1.9421946015542069,1.5902147555213777,0.6919980836673583,0.9455461194200527,1.0658398040082195,0.22685983572213575,0.1073891923090475,0.3183029893283841,0.9607292686464878,1.8809000057362875,1.45522847952765,2.4603387195151596
free_run3,3,18,decreasing,18,19,20,7.054999999999998,0.31999999999999673,0.41000000000000014,0.45000000000000284,1.8838898294823012,1.9497816884537518,0.9455461194200527,1.1244068660892517,0.6232050735282372,0.22724266452131586,0.3183029893283841,0.4109679173887114,0.7397160932841249,2.177433427796108,2.4603387195151596,3.4268751658254586
free_run3,3,19,increasing,19,20,21,7.484999999999999,0.41000000000000014,0.45000000000000284,0.3059999999999974,1.8764721558639668,1.9803444497199485,1.1244068660892517,0.9863033232747431,0.6029073488508044,0.2267987550494269,0.4109679173887114,0.3413823582605262,0.6968056461536069,2.1239037974481945,3.4268751658254586,2.66924018333172
free_run3,3,20,decreasing,20,21,22,7.8629999999999995,0.45000000000000284,0.3059999999999974,0.22800000000000153,1.9266453913460408,1.5911039343900235,0.9863033232747431,0.6653798993222361,0.8854000452435887,0.20995484969278846,0.3413823582605262,0.13287749934999898,0.8787908994001102,1.883520864783338,2.66924018333172,1.6173787747596475
free_run3,3,21,increasing,21,22,23,8.129999999999999,0.3059999999999974,0.22800000000000153,0.42199999999999704,1.9390578952692537,1.460478717994635,0.6653798993222361,0.8409997931642905,1.1819366082762721,0.22701284694012355,0.13287749934999898,0.25125959455251995,0.8315954524997435,1.5057787721637879,1.6173787747596475,2.0040425969842106
free_run3,3,22,decreasing,22,23,24,8.454999999999998,0.22800000000000153,0.42199999999999704,0.4200000000000017,1.8927320396532756,1.830754650582987,0.8409997931642905,1.093510335293574,0.6202191665816182,0.1966171072014114,0.25125959455251995,0.3827650141517885,0.8402276132530399,2.1883127291746796,2.0040425969842106,3.2048143714326445
free_run3,3,23,increasing,23,24,25,8.875999999999998,0.42199999999999704,0.4200000000000017,0.39000000000000057,1.886862798084581,2.022048541956605,1.093510335293574,1.0497812108742302,0.5958285441024235,0.22168239997957473,0.3827650141517885,0.36134972212196526,0.6613516776541084,2.0378603081925077,3.2048143714326445,2.95789868138983
free_run3,3,24,decreasing,24,25,26,9.280999999999999,0.4200000000000017,0.39000000000000057,0.20199999999999818,1.9083382874788373,1.723064865439134,1.0497812108742302,0.7560462744774645,0.6919920529504795,0.1899558877575964,0.36134972212196526,0.18766203877231794,0.9185592249785225,2.134589995554186,2.95789868138983,1.6897929154238562
free_run3,3,25,increasing,25,26,27,9.576999999999998,0.39000000000000057,0.20199999999999818,0.35999999999999943,1.9335374206608467,1.422096623259104,0.7560462744774645,0.7149328832706779,1.239943865409032,0.22581513593674385,0.18766203877231794,0.17657241124813045,0.8376782327652686,1.423682331790976,1.6897929154238562,1.7093221053669858
free_run3,3,26,decreasing,26,27,28,9.857999999999997,0.20199999999999818,0.35999999999999943,0.44200000000000017,1.9147319394205558,1.6782087402713028,0.7149328832706779,1.0380109160364663,0.7012319856080651,0.1844580564674242,0.17657241124813045,0.34952468715354484,0.8823610562050737,2.0179551711604264,1.7093221053669858,2.8646675487988578
free_run3,3,27,increasing,27,28,29,10.258999999999997,0.35999999999999943,0.44200000000000017,0.4100000000000037,1.891262239069347,2.0238841533246528,1.0380109160364663,1.1022360698289801,0.5929218481915915,0.21458023832725714,0.34952468715354484,0.3742814568828935,0.6847256305837803,2.040926792499038,2.8646675487988578,3.0966305283857047
free_run3,3,28,decreasing,28,29,30,10.684999999999999,0.44200000000000017,0.4100000000000037,0.23799999999999955,1.9021801417649473,1.8414687482809136,1.1022360698289801,0.8339304454751884,0.6493415579566746,0.20049210177786522,0.3742814568828935,0.24324286239451975,0.8812654538632289,2.198992543809701,3.0966305283857047,1.8939033321438643
free_run3,3,29,increasing,29,30,31,11.009,0.4100000000000037,0.23799999999999955,0.30400000000000205,1.9504605612044998,1.4667852617142234,0.8339304454751884,0.670109462728252,1.2663864643118778,0.22366758695739802,0.24324286239451975,0.10999462594034384,0.9559632967936272,1.5625310783559863,1.8939033321438643,1.3751156429503322
free_run3,3,30,decreasing,30,31,32,11.280000000000001,0.23799999999999955,0.30400000000000205,0.4299999999999997,1.9414556889063825,1.5706263361763735,0.670109462728252,0.9478788798860508,0.9478496203373037,0.1967895388162336,0.10999462594034384,0.30523904529582474,0.9917810546377243,1.8859485142839043,1.3751156429503322,2.428039308366619
free_run3,3,31,increasing,31,32,33,11.647000000000002,0.30400000000000205,0.4299999999999997,0.4139999999999944,1.8978620603938385,1.932764880595005,0.9478788798860508,1.0889023182100042,0.6300679570294687,0.2103298286534186,0.30523904529582474,0.36240267908274526,0.7401486342904148,2.0447922595428176,2.428039308366619,3.0973164507591764
free_run3,3,32,decreasing,32,33,34,12.068999999999999,0.4299999999999997,0.4139999999999944,0.28600000000000136,1.9014608494297425,1.8924753974280637,1.0889023182100042,0.9016465779143903,0.6427013660625367,0.20710346464685056,0.36240267908274526,0.2820753805039486,0.7885260695419317,2.090768421267289,3.0973164507591764,2.2056621114635084
free_run3,3,33,increasing,33,34,35,12.418999999999997,0.4139999999999944,0.28600000000000136,0.2600000000000051,1.9514841456625573,1.5337811095736984,0.9016465779143903,0.6702658693199246,1.1200034783206154,0.20713899178704853,0.2820753805039486,0.0878145275124841,1.0448354546945218,1.807741019947699,2.2056621114635084,1.2546741775193873
free_run3,3,34,decreasing,34,35,36,12.692,0.28600000000000136,0.2600000000000051,0.40799999999999415,1.9555493245986741,1.4943434927645245,0.6702658693199246,0.8580448451860362,1.2306459587328622,0.21074594741537883,0.0878145275124841,0.2546819409801666,1.0297099863971937,1.6684381846018352,1.2546741775193873,1.9859240620673901
free_run3,3,35,increasing,35,36,37,13.026,0.2600000000000051,0.40799999999999415,0.4380000000000024,1.9084359318872162,1.8566113838921028,0.8580448451860362,1.0876441379973134,0.6496742816585116,0.19678093576054365,0.2546819409801666,0.35110142251759807,0.8472119112385734,2.1081207578391377,1.9859240620673901,2.9906838677177108
free_run3,3,36,decreasing,36,37,38,13.448999999999998,0.40799999999999415,0.4380000000000024,0.3299999999999983,1.904634323613846,1.9751718616688272,1.0876441379973134,0.9864252381348391,0.6295025542373046,0.20714487937972165,0.35110142251759807,0.30702102030773765,0.7494532811677999,2.046335146487704,2.9906838677177108,2.4701906068035027
free_run3,3,37,increasing,37,38,39,13.832999999999998,0.4380000000000024,0.3299999999999983,0.21000000000000085,1.9389312366753437,1.6098234200078387,0.9864252381348391,0.6741013339865928,0.8464583330007945,0.18286084686409548,0.30702102030773765,0.12504005047369646,1.007474270819637,1.9349457312744498,2.4701906068035027,1.3709908254533487
free_run3,3,38,decreasing,38,39,40,14.102999999999998,0.3299999999999983,0.21000000000000085,0.402000000000001,1.946457649253001,1.417854252337445,0.6741013339865928,0.7827546658154887,1.2859772833493675,0.20886261143710055,0.12504005047369646,0.19979089971713654,0.9611634882319866,1.445456467363014,1.3709908254533487,1.6367315548918733
free_run3,3,39,increasing,39,40,41,14.408999999999999,0.21000000000000085,0.402000000000001,0.42799999999999727,1.9188081648852686,1.7695706858229403,0.7827546658154887,1.06169306815457,0.6585129447516235,0.17363293217488368,0.19979089971713654,0.327557677281222,0.9517804639863509,2.0989961095311123,1.6367315548918733,2.773941260853614
free_run3,3,40,decreasing,40,41,42,14.823999999999998,0.402000000000001,0.42799999999999727,0.38400000000000034,1.912196925315799,2.00759380046739,1.06169306815457,1.0380841816554476,0.6200376499613147,0.19999243072007153,0.327557677281222,0.3175400219715554,0.7431280729714479,2.0144484541334693,2.773941260853614,2.647596499329663
free_run3,3,41,increasing,41,42,43,15.229999999999997,0.42799999999999727,0.38400000000000034,0.1980000000000004,1.9260895090959962,1.7122299012055713,1.0380841816554476,0.7398497026417582,0.7025457080242172,0.17109239815386032,0.3175400219715554,0.16952408275417627,1.0071412391854693,2.0733467859580847,2.647596499329663,1.4696945126736085
free_run3,3,42,decreasing,42,43,44,15.520999999999997,0.38400000000000034,0.1980000000000004,0.3580000000000041,1.9433230315371666,1.3998548458814317,0.7398497026417582,0.7008318754221295,1.3155685802748256,0.20643009123479678,0.16952408275417627,0.14430234078608953,0.9812673518078632,1.4044239187695098,1.4696945126736085,1.3927749584282951
free_run3,3,43,increasing,43,44,45,15.799,0.1980000000000004,0.3580000000000041,0.43599999999999994,1.9359965231268754,1.6593313548806086,0.7008318754221295,1.0133564870658172,0.747372787586248,0.1665326427446331,0.14430234078608953,0.30134578960001973,1.0183338992308155,1.98055608448329,1.3927749584282951,2.497022063902545
free_run3,3,44,decreasing,44,45,46,16.196,0.3580000000000041,0.43599999999999994,0.40399999999999636,1.9163251498819889,1.99765921946291,1.0133564870658172,1.0715289715276057,0.6267048630551052,0.1951818851994157,0.30134578960001973,0.32153715484668277,0.7698113432530639,2.0158789961960863,2.497022063902545,2.740310469227969
free_run3,3,45,increasing,45,46,47,16.616,0.43599999999999994,0.40399999999999636,0.2220000000000013,1.9220995956922013,1.7986996596275633,1.0715289715276057,0.8000698401664385,0.6712079070268686,0.17794198614518844,0.32153715484668277,0.20867705831235667,0.9556640299688329,2.0985075839431215,2.740310469227969,1.651416158824695
free_run3,3,46,decreasing,46,47,48,16.929,0.40399999999999636,0.2220000000000013,0.3119999999999976,1.9552524801016495,1.4268349346925067,0.8000698401664385,0.6594193554369124,1.3260904530997042,0.20038388475226412,0.20867705831235667,0.09354046279847206,1.0580875740957352,1.504482462200016,1.651416158824695,1.1923606684115184
free_run3,3,47,increasing,47,48,49,17.195999999999998,0.2220000000000013,0.3119999999999976,0.42600000000000193,1.9553309683969713,1.5638645505034516,0.6594193554369124,0.9401712773300267,0.9642622300376965,0.17388047767484652,0.09354046279847206,0.26710931121175524,1.0933235255876539,1.839831837905277,1.1923606684115184,2.1732155674357436
free_run3,3,48,decreasing,48,49,50,17.564999999999998,0.3119999999999976,0.42600000000000193,0.4200000000000017,1.9220292679269035,1.938041616607572,0.9401712773300267,1.0764906423897904,0.6585193680595183,0.19184394246831057,0.26710931121175524,0.3155430807250947,0.8222458364350712,2.0184051287414104,2.1732155674357436,2.736277528917062
free_run3,3,49,increasing,49,50,51,17.988,0.42600000000000193,0.4200000000000017,0.26200000000000045,1.9222687186940035,1.8714708472103836,1.0764906423897904,0.8706573593545941,0.6599076398969432,0.18300145438554458,0.3155430807250947,0.2390843953687528,0.8985899317035538,2.065358487379752,2.736277528917062,1.8606101381063804
free_run3,3,50,increasing,52,53,54,19.358,0.6839999999999975,0.4280000000000044,0.3119999999999976,1.9482442631314767,2.2730100954317507,1.3941003963861018,0.9392929449378111,0.5382171945709546,0.14506624994321024,0.28393217402391124,0.2551299421868177,1.0852591217638574,2.4220239107432446,2.40970252034431,2.0537917036098015
free_run3,3,51,increasing,55,56,57,20.722,0.6240000000000023,0.42799999999999727,0.357999999999997,1.947541684440793,2.2487158532214298,1.3158805933206659,0.9934058996840931,0.5460412835894721,0.14673853588354807,0.2727493635068125,0.2647137928279743,1.0301404353515675,2.3521718038144357,2.355913733377102,2.2107875106366497
free_run3,3,52,decreasing,56,57,58,21.115,0.42799999999999727,0.357999999999997,0.1880000000000024,1.9505950696421983,1.6367865653627305,0.9934058996840931,0.6848374126636304,0.8217511718811655,0.15617761105521008,0.2647137928279743,0.11539545775620404,1.154404512048033,1.9430555734645063,2.2107875106366497,1.1555464792008028
free_run3,3,53,increasing,57,58,59,21.387999999999998,0.357999999999997,0.1880000000000024,0.38400000000000034,1.9465085138967184,1.3729476704954058,0.6848374126636304,0.7258398699616583,1.3904038742206979,0.1864989980089569,0.11539545775620404,0.15287047772745105,1.1276712737679735,1.387851836364514,1.1555464792008028,1.3059010519173389
free_run3,3,54,decreasing,58,59,60,21.674,0.1880000000000024,0.38400000000000034,0.43599999999999994,1.9416842187951981,1.7091377708502822,0.7258398699616583,1.0346294734115815,0.7081788241000421,0.15042886320353094,0.15287047772745105,0.2719625110157434,1.0907143461656779,1.988545640577972,1.3059010519173389,2.340416881955175
free_run3,3,55,increasing,59,60,61,22.084,0.38400000000000034,0.43599999999999994,0.3819999999999979,1.9362813936286356,2.000603005494975,1.0346294734115815,1.0318088160622427,0.6555762490199091,0.177634969535609,0.2719625110157434,0.26995757776469814,0.8609342266487823,2.0053084822274725,2.340416881955175,2.3180306977936493
free_run3,3,56,decreasing,60,61,62,22.493,0.43599999999999994,0.3819999999999979,0.18599999999999994,1.9429663844388143,1.7021536004586793,1.0318088160622427,0.7203096087249273,0.7240192804930642,0.15156882075890687,0.26995757776469814,0.14872967226457462,1.1170835159187205,1.9978683265099246,2.3180306977936493,1.258905669165131
free_run3,3,57,increasing,61,62,63,22.776999999999997,0.3819999999999979,0.18599999999999994,0.3580000000000041,1.9471772803765257,1.3652070122493605,0.7203096087249273,0.6819325250630863,1.4103488835620261,0.18286338130209873,0.14872967226457462,0.11058684641164483,1.1657940019959991,1.3813361971212323,1.258905669165131,1.1108718297003553
free_run3,3,58,decreasing,62,63,64,23.049,0.18599999999999994,0.3580000000000041,0.4299999999999997,1.9549639397876626,1.6362394180791844,0.6819325250630863,0.9920005688198666,0.8158268520926689,0.14707349932223246,0.11058684641164483,0.24996392228388356,1.1868559160283563,1.916204423607452,1.1108718297003553,2.1181712204784
free_run3,3,59,increasing,63,64,65,23.443,0.3580000000000041,0.4299999999999997,0.6139999999999972,1.9532718037581478,2.240469129597555,0.9920005688198666,1.3020673896555812,0.5554704512366654,0.14041272678346922,0.24996392228388356,0.2555993402474101,1.0662348527701584,2.3241556443815465,2.1181712204784,2.2413854725770093
free_run3,3,60,increasing,66,67,68,24.802,0.31400000000000006,0.43200000000000216,0.6640000000000015,1.9583222598056564,2.258387561000495,0.9397124135470484,1.3667389886084036,0.5492786073457082,0.13195708720666727,0.22901849078698006,0.25145566364742095,1.1519964056023178,2.357464449628026,1.8787946997225924,2.2140382955252242
free_run3,3,61,increasing,69,70,71,26.158,0.26200000000000045,0.42799999999999727,0.42799999999999727,1.9449990804504742,1.8913280971955497,0.8717849848210888,1.0730263173595849,0.6968568102554564,0.16120588405315298,0.2039196081777061,0.2587461265348742,1.0157455963225788,2.005086405476145,1.6376438427668474,2.310365211341565
free_run3,3,62,decreasing,70,71,72,26.586,0.42799999999999727,0.42799999999999727,0.2880000000000038,1.9470387588279219,1.9220209277085856,1.0730263173595849,0.9012753435540414,0.7028019497949974,0.16442897826904623,0.2587461265348742,0.20917795454375415,1.0081326777879545,2.0188444091400526,2.310365211341565,1.6947512849708106
free_run3,3,63,decreasing,73,74,75,27.938,0.6319999999999979,0.43599999999999994,0.3340000000000032,1.9625200325295267,2.249547701564543,1.327880132241468,0.9646291560994632,0.559849225072062,0.1274024426928596,0.23646383125783585,0.21866743261579283,1.1839958875220136,2.328093113955938,2.11897483459343,1.8136285443395948
free_run3,3,64,decreasing,76,77,78,29.293,0.5859999999999985,0.4339999999999975,0.9160000000000039,1.955888473659502,2.893429969177623,1.2658212478374553,1.69286480010879,0.29433062209282224,0.06681793392915278,0.22573098464592192,0.2283021937848334,1.38997705528896,2.964080173369595,2.0425389146610615,2.2223950453508134
free_run3,3,65,increasing,77,78,79,29.968,0.4339999999999975,0.9160000000000039,0.4339999999999975,1.940586076235617,3.2847043084541827,1.69286480010879,1.6924056072991716,0.06475932143249649,0.014673625450257662,0.2283021937848334,0.22487196325302514,1.481826951878333,3.284879942462313,2.2223950453508134,2.2111590053410954
free_run3,3,66,decreasing,78,79,80,30.643,0.9160000000000039,0.4339999999999975,0.9159999999999968,1.9409895876642824,3.2847246812874116,1.6924056072991716,1.6921820300205441,0.0834077923642089,0.01868564061208861,0.22487196325302514,0.22318307051398298,1.4890022187307597,3.2876880861252245,2.2111590053410954,2.2048022938001273
free_run3,3,67,increasing,79,80,81,31.317999999999998,0.4339999999999975,0.9159999999999968,0.4340000000000046,1.941503781715428,3.284708013414425,1.6921820300205441,1.691492052254176,0.07019602004875564,0.01548078471298261,0.22318307051398298,0.2178899334036241,1.4999298211423906,3.2851455212420135,2.2048022938001273,2.175596675452915
free_run3,3,68,decreasing,80,81,82,31.993,0.9159999999999968,0.4340000000000046,0.5919999999999987,1.957751218016703,2.900186222430626,1.691492052254176,1.2712809453983607,0.271336079921544,0.05856515198870771,0.2178899334036241,0.21378986388423857,1.4229703687596063,2.9555717076038004,2.175596675452915,1.9784908199601516
free_run3,3,69,decreasing,83,84,85,33.342,0.32200000000000273,0.43599999999999994,0.6359999999999957,1.9705693839757203,2.240469225432624,0.9452457414627827,1.328685076352287,0.5876546630160783,0.11828489465661046,0.19139961001988193,0.2111663937944167,1.2763761072418789,2.2951769544009455,1.6257706067693034,1.9706253793019077
free_run3,3,70,decreasing,86,87,88,34.688,0.2740000000000009,0.43599999999999994,0.43599999999999994,1.9619546491158797,1.9333091456584703,0.8885707738850358,1.0822282418105431,0.738212415660956,0.14334988765481446,0.17421261764009366,0.21415767961768586,1.1699835170093633,2.005453728957145,1.4446296322158358,1.9835446963992494
free_run3,3,71,increasing,87,88,89,35.123999999999995,0.43599999999999994,0.43599999999999994,0.2560000000000002,1.9611907145475598,1.912248037410821,1.0822282418105431,0.8678605723229365,0.7452275813690414,0.14241322679236024,0.21415767961768586,0.16804295372638864,1.1976474782370947,2.007178009388255,1.9835446963992494,1.3683231042039263
free_run3,3,72,increasing,90,91,92,36.471000000000004,0.6540000000000035,0.4379999999999953,0.902000000000001,1.9590748546497396,2.964127305561523,1.3520841715086311,1.6739638618540096,0.21046324302780758,0.04122281064570312,0.19982571777442257,0.19190834516840238,1.5154535921162195,2.9993581007329486,1.91199100553131,2.04637250534937
free_run3,3,73,decreasing,91,92,93,37.141,0.4379999999999953,0.902000000000001,0.4440000000000026,1.9483436670212237,3.2676573797314012,1.6739638618540096,1.6803287458020564,0.051010046612288015,0.009807164333077012,0.19190834516840238,0.19261058725360897,1.5931612101854018,3.267808174958314,2.04637250534937,2.05592191917786
free_run3,3,74,increasing,92,93,94,37.814,0.902000000000001,0.4440000000000026,0.902000000000001,1.9490319478157603,3.274971175733594,1.6803287458020564,1.6802843825807658,0.07524363022855143,0.014478144818738528,0.19261058725360897,0.1922231793990997,1.5957469769738268,3.2766609328330514,2.05592191917786,2.050820540766396
free_run3,3,75,decreasing,93,94,95,38.487,0.4440000000000026,0.902000000000001,0.44200000000000017,1.9489405750235325,3.2725261436441953,1.6802843825807658,1.6779772140866247,0.05943935009694041,0.011370805610479984,0.1922231793990997,0.19037877004803216,1.5963796140986686,3.272589701829979,2.050820540766396,2.049193857973862
free_run3,3,76,increasing,94,95,96,39.159000000000006,0.902000000000001,0.44200000000000017,0.8999999999999915,1.9489909455478864,3.2676695288539195,1.6779772140866247,1.6752138680149244,0.0729093264648699,0.013842402081094206,0.19037877004803216,0.1893367684781378,1.5982111837356008,3.2693336610244055,2.049193857973862,2.0420472674733823
free_run3,3,77,decreasing,95,96,97,39.83,0.44200000000000017,0.8999999999999915,0.44600000000001216,1.949764574695825,3.2700929817936326,1.6752138680149244,1.6791326251290355,0.05889661586728975,0.011077699099466905,0.1893367684781378,0.1868376156130637,1.605310317195391,3.2702560383330805,2.0420472674733823,2.03225039735006
free_run3,3,78,increasing,96,97,98,40.503,0.8999999999999915,0.44600000000001216,0.8959999999999866,1.9506701340586328,3.2701008312838695,1.6791326251290355,1.6736647281374368,0.07092187626318323,0.013192899788134121,0.1868376156130637,0.18520273309899604,1.6129825562700633,3.2715352837410863,2.03225039735006,2.0242538357847835
free_run3,3,79,decreasing,97,98,99,41.174,0.44600000000001216,0.8959999999999866,0.44600000000001216,1.9511925777327341,3.265223586410614,1.6736647281374368,1.6732356482516235,0.057115973770112974,0.010466129308318086,0.18520273309899604,0.18128420978123502,1.6203954972960857,3.265461838264922,2.0242538357847835,2.006196561928513
free_run3,3,80,increasing,98,99,100,41.845,0.8959999999999866,0.44600000000001216,0.8919999999999959,1.9517379214655937,3.260365808491383,1.6732356482516235,1.667751656071611,0.06928003606342321,0.012495919612618252,0.18128420978123502,0.17945231181002733,1.6291193987241201,3.261685388738926,2.006196561928513,1.9980346703475063
free_run3,3,81,decreasing,99,100,101,42.514,0.44600000000001216,0.8919999999999959,0.45000000000000284,1.952762067667591,3.2603568476937315,1.667751656071611,1.6714742554476063,0.055811966365543884,0.009885197554862063,0.17945231181002733,0.17477987883232907,1.6417902329289327,3.260823361165294,1.9980346703475063,1.9742430247731757
free_run3,3,82,increasing,100,101,102,43.185,0.8919999999999959,0.45000000000000284,0.8900000000000006,1.953709385792218,3.26279554148958,1.6714742554476063,1.6686290016870617,0.06817048940363624,0.011848052676521021,0.17477987883232907,0.17282075540601166,1.6554012679938193,3.263909874511375,1.9742430247731757,1.9691028426211479
free_run3,3,83,decreasing,101,102,103,43.855000000000004,0.45000000000000284,0.8900000000000006,0.44599999999999795,1.9538466675634236,3.2554908674189598,1.6686290016870617,1.66376234863192,0.05860580019275231,0.009942838815697568,0.17282075540601166,0.16649169431725597,1.6662765769263894,3.2560222194698567,1.9691028426211479,1.9390385362559521
free_run3,3,84,increasing,102,103,104,44.523,0.8900000000000006,0.44599999999999795,0.8919999999999959,1.9537720756175487,3.253060478616286,1.66376234863192,1.6662683332612667,0.0667205820496373,0.0110619645400853,0.16649169431725597,0.16509907423616174,1.6785583203502923,3.25415298295785,1.9390385362559521,1.9382804028664642
free_run3,3,85,decreasing,103,104,105,45.192,0.44599999999999795,0.8919999999999959,0.4480000000000075,1.9543421860729135,3.257924952146815,1.6662683332612667,1.6677690480770975,0.06517657562063318,0.010556215476439213,0.16509907423616174,0.1588275934636796,1.6946432106459999,3.258653939849169,1.9382804028664642,1.9075485236920255
free_run3,3,86,increasing,104,105,106,45.862,0.8919999999999959,0.4480000000000075,0.45599999999998886,1.9765851577880194,2.7480400418733684,1.6677690480770975,1.112824574257574,0.3836651595696912,0.063069511709109,0.1588275934636796,0.16994613089454003,1.5569974757645617,2.7999398434494074,1.9075485236920255,1.6890402788357373
free_run3,3,87,decreasing,105,106,107,46.314,0.4480000000000075,0.45599999999998886,0.8860000000000099,1.9779466909561592,2.750514502772578,1.112824574257574,1.6683570575314526,0.35510802309506845,0.05846088626159586,0.16994613089454003,0.15931078508308008,1.553287694117845,2.7948039167131733,1.6890402788357373,1.909525430912475
free_run3,3,88,increasing,106,107,108,46.985,0.45599999999998886,0.8860000000000099,0.4539999999999935,1.9569338251444441,3.262786017553274,1.6683570575314526,1.6662329788101626,0.05552238984129309,0.008844610172419318,0.15931078508308008,0.15928537757133823,1.7056226235344663,3.2628714468924933,1.909525430912475,1.91649258956972
free_run3,3,89,decreasing,107,108,109,47.655,0.8860000000000099,0.4539999999999935,0.882000000000005,1.9569567873261455,3.2554926344217128,1.6662329788101626,1.660864129828398,0.06614819330353335,0.010505473311109681,0.15928537757133823,0.15834909697593635,1.7033858818720986,3.256415113674218,1.91649258956972,1.9069688448942894
free_run3,3,90,increasing,108,109,110,48.323,0.4539999999999935,0.882000000000005,0.45600000000000307,1.9574080199815824,3.2530489209747353,1.660864129828398,1.6629691106273594,0.043400698274477255,0.0068681714564201276,0.15834909697593635,0.15815140783087722,1.7040123101627473,3.253122637205593,1.9069688448942894,1.911222629197694
