dataset,middle_shift_fraction,window,time_mid_s,eligible_samples,q_median,angle_median_degrees,leg_balance_median,branch
free_run3,0.0,0,0.0495000000000001,100,0.9734514128836012,23.107029485979865,0.36949720161111976,B-negative
free_run3,0.0,1,0.14949999999999974,100,0.9666937999309849,43.15034468899823,0.5311030877284042,B-negative
free_run3,0.0,2,0.2494999999999994,100,0.809268585647603,2.542275296887202,0.42438622218997657,B-negative
free_run3,0.0,3,0.34949999999999903,100,1.0620634216351985,7.600069181797977,0.3418307979673756,A-positive
free_run3,0.0,4,0.4494999999999987,100,0.8558234633972406,43.108864118531805,0.5654826005050728,A-positive
free_run3,0.0,5,0.5495000000000001,100,1.5787073596858883,53.97343481841335,0.2493906294544968,A-positive
free_run3,0.0,6,0.6494999999999997,100,1.9530413511924825,155.1171874075709,0.9051765899227937,A-positive
free_run3,0.0,7,0.7494999999999994,100,1.9641719417761632,158.2378756523417,0.584634679707511,A-positive
free_run3,0.0,8,0.849499999999999,100,1.5268752581357563,99.01531715170535,0.8819676103476566,B-negative
free_run3,0.0,9,0.9494999999999987,100,1.7956960459171238,118.85051059075285,0.28066534432803036,A-positive
free_run3,0.0,10,1.0495,100,1.2555423071241791,17.73866097821754,0.23743431501052953,B-negative
free_run3,0.0,11,1.1494999999999997,100,1.6865463838354862,89.90094297658943,0.19096446851109738,B-negative
free_run3,0.0,12,1.2494999999999994,100,1.4528206720212093,80.38093299296345,0.39441170496443645,B-negative
free_run3,0.0,13,1.349499999999999,100,1.785888006546873,112.93462678388187,0.2905947937349694,B-negative
free_run3,0.0,14,1.4494999999999987,100,1.973340302339223,161.16216598603717,0.7856711222036001,B-negative
free_run3,0.0,15,1.5495,100,1.9682600867033107,158.87947184652225,0.4954637425286099,B-negative
free_run3,0.0,16,1.6494999999999997,100,1.6245026041356492,106.64447180895456,0.7736451312037587,B-negative
free_run3,0.0,17,1.7494999999999994,100,1.7476948486162216,69.7011208110221,0.229605272630781,A-positive
free_run3,0.0,18,1.849499999999999,100,0.737493597979678,15.046889336314306,0.4905365310436137,A-positive
free_run3,0.0,19,1.9494999999999987,100,1.0154958029185885,33.56941116280776,0.4056545521091601,A-positive
free_run3,0.0,20,2.0495,100,0.9570942565467861,10.225715421491081,0.3587797396812978,A-positive
free_run3,0.0,21,2.1494999999999997,100,1.621409222950875,13.304795392723882,0.20423345160225442,A-positive
free_run3,0.0,22,2.2494999999999994,100,1.368122106334495,75.72169384241366,0.4713958938128378,B-negative
free_run3,0.0,23,2.349499999999999,100,1.9294510290567257,139.5867793672881,0.26315802787915993,B-negative
free_run3,0.0,24,2.4494999999999987,100,1.998104260185663,174.87476493969388,0.7164880205108137,B-negative
free_run3,0.0,25,2.5495,100,1.9615546182088637,155.27623294108514,0.4163240208971914,B-negative
free_run3,0.0,26,2.6494999999999997,100,1.5292751589400773,95.36149724473799,0.544818807133895,B-negative
free_run3,0.0,27,2.7494999999999994,100,1.7457741096334696,105.05532549213018,0.27690039651736564,B-negative
free_run3,0.0,28,2.849499999999999,100,1.1955173381774107,9.082138230523157,0.2555334914903484,B-negative
free_run3,0.0,29,2.9494999999999987,100,1.5941090577192247,93.53524319269263,0.2610925443700456,B-negative
free_run3,0.0,30,3.0495,100,1.1837050551495354,67.60430710778851,0.7200832237262906,B-negative
free_run3,0.0,31,3.1494999999999997,100,1.861747748363338,132.10958992686636,0.42431252103729633,A-positive
free_run3,0.0,32,3.2494999999999994,100,1.988772525607912,167.82816861001322,0.8513668208273233,A-positive
free_run3,0.0,33,3.349499999999999,100,1.5066165416664419,84.54469341280618,0.5317830611978527,A-positive
free_run3,0.0,34,3.4494999999999987,100,1.5553764718259158,101.44649528844815,0.7671876505589499,A-positive
free_run3,0.0,35,3.5495,100,1.167449654208268,34.933240191298395,0.34164228557572085,A-positive
free_run3,0.0,36,3.6494999999999997,100,0.7744868674161504,32.63484449020599,0.5501486769873885,B-negative
free_run3,0.0,37,3.7494999999999994,100,1.1010972705018949,4.961655438116342,0.3116659209144186,B-negative
free_run3,0.0,38,3.849499999999999,100,1.2475183863635282,1.14308924490508,0.23174832033639137,B-negative
free_run3,0.0,39,3.9494999999999987,100,1.7896123039369183,124.74683126467059,0.6049072558550044,B-negative
free_run3,0.0,40,4.0495,100,1.7841622222573918,124.0033336417616,0.5715150252460797,B-negative
free_run3,0.0,41,4.1495,100,1.9395119192822605,151.56816796960254,0.7658057855864127,A-positive
free_run3,0.0,42,4.249499999999999,100,1.9636273219685794,156.08286609320288,0.4090081444350593,B-negative
free_run3,0.0,43,4.349499999999999,100,1.5701966085642263,64.94151751130835,0.1811877947555595,B-negative
free_run3,0.0,44,4.449499999999999,100,1.7582024767227311,86.77780400611005,0.1441674441622416,A-positive
free_run3,0.0,45,4.5495,100,1.4491670595797719,50.843151163122826,0.21640524388696925,A-positive
free_run3,0.0,46,4.6495,100,1.4260591186357778,50.12426225569873,0.23927098808065284,A-positive
free_run3,0.0,47,4.749499999999999,100,1.6374592561463446,106.78190818214489,0.7544346438198324,A-positive
free_run3,0.0,48,4.849499999999999,100,1.1649275566960042,66.24428806963945,0.5362630994523896,A-positive
free_run3,0.0,49,4.949499999999999,100,1.9982008904138735,175.01686776572404,0.6332886663047446,A-positive
free_run3,0.0,50,5.0495,100,1.9866146439984655,164.50617137499063,0.3744767725104053,B-negative
free_run3,0.0,51,5.1495,100,1.1941093332454613,71.71547238466431,0.8896141888366557,B-negative
