time (s)	frame	L(t) (um)
0	66	129.504
0.2	67	128.062
0.4	68	128.062
0.6	69	127.856
0.8	70	127.238
1	71	126.414
1.2	72	126.208
1.4	73	125.557
1.6	74	125.096
1.8	75	124.272
2	76	123.621
2.2	77	122.97
2.4	78	122.764
2.6	79	122.764
2.8	80	122.558
3	81	121.734
3.2	82	121.322
3.4	83	121.322
3.6	84	120.498
3.8	85	120.498
4	86	119.847
4.2	87	119.556
4.4	88	118.732
4.6	89	118.32
4.8	90	118.32
5	91	118.32
5.2	92	117.908
5.4	93	117.908
5.6	94	117.29
5.8	95	117.29
6	96	116.999
6.2	97	116.381
6.4	98	116.381
6.6	99	116.381
6.8	100	115.557
7	101	114.733
7.2	102	113.884
7.4	103	113.06
7.6	104	112.599
7.8	105	111.981
8	106	111.981
8.2	107	111.363
8.4	108	111.157
8.6	109	111.157
8.8	110	110.745
9	111	110.539
9.2	112	109.715
9.4	113	109.715
9.6	114	109.132
9.8	115	108.926
10	116	108.635
10.2	117	108.635
10.4	118	108.174
10.6	119	107.35
10.8	120	107.144
11	121	106.938
11.2	122	106.938
11.4	123	106.32
11.6	124	105.908
11.8	125	105.496
12	126	105.496
12.2	127	105.29
12.4	128	104.707
12.6	129	104.295
12.8	130	103.677
13	131	102.853
13.2	132	102.853
13.4	133	102.853
13.6	134	102.647
13.8	135	102.235
14	136	101.823
14.2	137	101.411
14.4	138	101.205
14.6	139	100.587
14.8	140	100.587
15	141	100.587
15.2	142	99.763
15.4	143	99.763
15.6	144	99.557
15.8	145	99.557
