time (s)	frame	L(t) (um)
0	103	108.363
0.2	104	108.157
0.4	105	107.333
0.6	106	106.59
0.8	107	105.972
1	108	105.766
1.2	109	105.766
1.4	110	105.56
1.6	111	105.56
1.8	112	105.354
2	113	105.148
2.2	114	105.148
2.4	115	104.942
2.6	116	104.942
2.8	117	104.736
3	118	104.736
3.2	119	104.53
3.4	120	104.53
3.6	121	104.53
3.8	122	104.324
4	123	104.324
4.2	124	104.324
4.4	125	103.294
4.6	126	103.294
4.8	127	102.882
5	128	102.676
5.2	129	102.47
5.4	130	102.47
5.6	131	102.264
5.8	132	102.058
6	133	101.475
6.2	134	101.475
6.4	135	101.475
6.6	136	101.063
6.8	137	100.651
7	138	100.239
7.2	139	100.239
7.4	140	100.239
7.6	141	100.239
7.8	142	99.827
8	143	99.827
8.2	144	99.827
8.4	145	99.415
8.6	146	99.209
8.8	147	99.209
9	148	99.003
9.2	149	99.003
9.4	150	99.003
9.6	151	99.003
9.8	152	98.591
10	153	97.973
10.2	154	97.973
10.4	155	97.973
10.6	156	97.767
10.8	157	97.767
11	158	97.767
11.2	159	97.767
11.4	160	97.149
11.6	161	97.149
11.8	162	97.149
12	163	96.737
12.2	164	96.737
12.4	165	96.325
12.6	166	96.325
12.8	167	96.325
13	168	95.864
13.2	169	95.864
13.4	170	95.864
13.6	171	95.864
13.8	172	95.864
14	173	95.658
14.2	174	95.658
14.4	175	95.658
14.6	176	95.658
14.8	177	95.367
15	178	94.624
15.2	179	94.163
15.4	180	94.163
15.6	181	93.957
15.8	182	93.545
16	183	93.339
16.2	184	93.133
16.4	185	93.133
16.6	186	93.133
16.8	187	92.672
17	188	92.672
17.2	189	91.419
17.4	190	91.007
17.6	191	90.595
17.8	192	90.595
18	193	90.595
18.2	194	90.389
18.4	195	89.565
18.6	196	89.359
18.8	197	89.359
19	198	89.359
19.2	199	89.153
19.4	200	88.947
19.6	201	88.947
19.8	202	88.741
20	203	88.741
20.2	204	88.535
20.4	205	88.535
20.6	206	88.329
20.8	207	88.123
21	208	87.917
21.2	209	87.917
21.4	210	87.505
21.6	211	87.299
21.8	212	87.299
22	213	86.887
22.2	214	86.887
22.4	215	86.681
22.6	216	86.681
22.8	217	86.681
23	218	86.475
23.2	219	86.475
23.4	220	86.063
23.6	221	85.651
23.8	222	85.445
24	223	85.445
24.2	224	85.445
24.4	225	85.033
24.6	226	84.621
24.8	227	84.209
25	228	84.003
25.2	229	83.797
25.4	230	83.591
25.6	231	83.3
25.8	232	83.3
26	233	83.3
26.2	234	82.717
26.4	235	82.511
26.6	236	82.305
26.8	237	82.099
27	238	82.099
27.2	239	81.687
27.4	240	81.481
27.6	241	81.275
27.8	242	81.069
28	243	81.069
28.2	244	80.657
28.4	245	80.245
28.6	246	80.245
28.8	247	80.245
29	248	79.662
29.2	249	79.25
29.4	250	78.838
29.6	251	78.095
29.8	252	77.477
30	253	77.477
30.2	254	77.477
30.4	255	77.477
30.6	256	77.271
30.8	257	77.065
31	258	76.604
31.2	259	76.192
31.4	260	76.192
31.6	261	75.986
31.8	262	75.986
32	263	75.78
32.2	264	75.574
32.4	265	75.283
32.6	266	75.283
32.8	267	75.283
33	268	74.871
33.2	269	74.871
33.4	270	74.459
33.6	271	74.459
33.8	272	74.459
34	273	74.459
34.2	274	73.998
34.4	275	73.998
34.6	276	73.792
34.8	277	73.501
35	278	73.089
35.2	279	72.883
35.4	280	72.883
35.6	281	72.422
35.8	282	72.216
36	283	71.804
36.2	284	71.804
36.4	285	71.804
36.6	286	71.598
36.8	287	71.392
37	288	71.186
37.2	289	70.774
37.4	290	70.774
37.6	291	70.568
37.8	292	70.568
38	293	70.568
38.2	294	70.362
38.4	295	70.362
38.6	296	70.362
38.8	297	69.95
39	298	69.744
39.2	299	69.744
39.4	300	69.744
