time (s)	frame	L(t) (um)
0	68	69.677
0.2	69	69.265
0.4	70	68.012
0.6	71	67.188
0.8	72	66.776
1	73	66.57
1.2	74	66.364
1.4	75	66.158
1.6	76	65.746
1.8	77	65.746
2	78	64.922
2.2	79	64.922
2.4	80	64.51
2.6	81	64.51
2.8	82	64.51
3	83	63.892
3.2	84	63.892
3.4	85	63.068
3.6	86	62.607
3.8	87	62.195
4	88	61.783
4.2	89	61.577
4.4	90	61.371
4.6	91	60.91
4.8	92	59.607
5	93	58.864
5.2	94	58.658
5.4	95	58.452
5.6	96	58.246
5.8	97	57.834
6	98	57.834
6.2	99	57.422
6.4	100	57.422
6.6	101	57.216
6.8	102	56.804
7	103	56.598
7.2	104	56.392
7.4	105	56.186
7.6	106	56.186
7.8	107	55.98
8	108	55.98
8.2	109	55.98
8.4	110	55.98
8.6	111	55.98
8.8	112	55.774
9	113	55.156
9.2	114	55.156
9.4	115	54.95
9.6	116	54.95
9.8	117	54.489
10	118	54.283
10.2	119	53.992
10.4	120	53.992
10.6	121	53.786
10.8	122	53.58
11	123	53.374
11.2	124	53.168
11.4	125	52.962
11.6	126	52.962
11.8	127	52.344
12	128	52.138
12.2	129	51.52
12.4	130	51.52
12.6	131	51.52
12.8	132	51.52
13	133	51.108
13.2	134	51.108
13.4	135	51.108
13.6	136	51.108
13.8	137	50.284
14	138	50.078
14.2	139	49.872
14.4	140	49.872
14.6	141	49.872
14.8	142	49.872
15	143	49.254
15.2	144	49.048
15.4	145	48.842
15.6	146	48.43
15.8	147	48.224
16	148	47.606
16.2	149	47.4
16.4	150	47.194
16.6	151	46.733
16.8	152	46.321
17	153	46.321
17.2	154	45.86
17.4	155	45.569
17.6	156	45.569
17.8	157	45.363
18	158	44.514
18.2	159	44.308
18.4	160	43.69
18.6	161	43.69
18.8	162	43.229
19	163	42.646
19.2	164	42.234
19.4	165	41.822
19.6	166	41.41
19.8	167	40.586
20	168	40.586
20.2	169	40.586
20.4	170	40.174
20.6	171	40.174
20.8	172	40.174
21	173	40.174
21.2	174	39.968
21.4	175	39.677
21.6	176	39.216
21.8	177	39.216
22	178	38.804
22.2	179	38.392
22.4	180	38.186
22.6	181	37.98
22.8	182	37.568
23	183	37.362
23.2	184	37.156
23.4	185	36.744
23.6	186	36.538
23.8	187	36.247
24	188	36.041
24.2	189	35.58
24.4	190	35.58
24.6	191	35.58
24.8	192	35.168
25	193	34.756
25.2	194	34.55
25.4	195	34.344
25.6	196	33.932
25.8	197	33.932
26	198	33.932
26.2	199	33.471
26.4	200	33.471
26.6	201	33.059
26.8	202	33.059
27	203	32.647
27.2	204	32.441
27.4	205	32.235
27.6	206	31.823
27.8	207	31.617
28	208	31.411
28.2	209	30.999
28.4	210	30.793
28.6	211	30.793
28.8	212	30.587
29	213	30.175
29.2	214	29.763
29.4	215	29.351
29.6	216	28.733
29.8	217	28.442
30	218	28.236
30.2	219	28.03
30.4	220	27.824
30.6	221	27.412
30.8	222	27
31	223	27
31.2	224	26.417
31.4	225	26.211
31.6	226	26.005
31.8	227	26.005
32	228	25.714
32.2	229	25.302
32.4	230	25.302
32.6	231	25.302
32.8	232	25.096
33	233	24.635
33.2	234	24.344
33.4	235	23.883
33.6	236	23.883
33.8	237	23.677
34	238	23.216
34.2	239	22.755
34.4	240	22.755
34.6	241	22.755
34.8	242	22.755
35	243	22.755
35.2	244	22.343
35.4	245	21.931
35.6	246	21.519
35.8	247	21.519
36	248	21.058
36.2	249	20.646
36.4	250	20.355
36.6	251	20.149
36.8	252	20.149
37	253	20.149
37.2	254	19.531
37.4	255	19.325
37.6	256	18.864
37.8	257	18.403
38	258	18.403
38.2	259	17.991
38.4	260	17.785
38.6	261	17.579
38.8	262	17.167
39	263	16.961
39.2	264	16.755
39.4	265	16.549
39.6	266	16.549
39.8	267	16.343
40	268	15.931
40.2	269	15.64
40.4	270	15.434
40.6	271	15.434
40.8	272	15.434
41	273	15.434
41.2	274	15.434
41.4	275	15.434
41.6	276	15.434
41.8	277	15.434
42	278	15.434
42.2	279	14.61
42.4	280	14.61
42.6	281	14.198
42.8	282	14.198
43	283	13.786
43.2	284	13.58
43.4	285	13.168
43.6	286	13.168
43.8	287	13.168
44	288	13.168
44.2	289	12.962
44.4	290	12.311
44.6	291	12.311
44.8	292	11.66
45	293	11.66
45.2	294	11.454
45.4	295	11.248
45.6	296	11.042
45.8	297	10.391
46	298	9.979
46.2	299	9.979
46.4	300	9.567
46.6	301	9.567
46.8	302	9.155
47	303	8.743
47.2	304	8.743
47.4	305	8.331
47.6	306	7.507
47.8	307	7.046
48	308	6.585
48.2	309	6.379
48.4	310	5.918
48.6	311	5.918
48.8	312	5.918
49	313	5.506
49.2	314	5.094
49.4	315	5.094
49.6	316	5.094
49.8	317	4.682
50	318	4.682
50.2	319	3.939
50.4	320	3.648
50.6	321	3.648
50.8	322	3.236
51	323	3.236
51.2	324	2.585
51.4	325	2.294
51.6	326	2.294
51.8	327	1.882
52	328	1.882
52.2	329	1.676
52.4	330	1.058
52.6	331	0.852
