time (s)	frame	L(t) (um)
0	75	63.831
1	76	63.213
2	77	62.364
3	78	61.713
4	79	61.422
5	80	61.01
6	81	60.549
7	82	59.931
8	83	59.188
9	84	58.897
10	85	58.279
11	86	57.818
12	87	57.167
13	88	56.706
14	89	56.294
15	90	55.882
16	91	54.961
17	92	54.755
18	93	54.294
19	94	53.643
20	95	52.9
21	96	52.9
22	97	52.249
23	98	51.837
24	99	51.631
25	100	51.17
26	101	50.758
27	102	50.175
28	103	49.592
29	104	49.18
30	105	48.259
31	106	48.053
32	107	47.47
33	108	47.009
34	109	46.803
35	110	46.185
36	111	45.773
37	112	45.03
38	113	44.379
39	114	43.918
40	115	43.335
41	116	43.044
42	117	42.838
43	118	42.095
44	119	41.804
45	120	41.343
46	121	40.692
47	122	40.486
48	123	39.868
49	124	39.217
50	125	38.296
51	126	37.884
52	127	37.141
53	128	36.85
54	129	36.107
55	130	35.077
56	131	35.077
57	132	34.156
58	133	34.156
59	134	33.307
60	135	33.101
61	136	32.45
62	137	31.341
63	138	30.88
64	139	30.589
65	140	29.938
66	141	29.017
67	142	28.434
68	143	28.022
69	144	27.101
70	145	26.18
71	146	25.974
72	147	25.391
73	148	24.93
74	149	24.279
75	150	23.358
76	151	22.775
77	152	22.192
78	153	21.901
79	154	21.318
80	155	20.857
81	156	20.396
82	157	19.653
83	158	19.002
84	159	18.351
85	160	17.502
86	161	16.851
87	162	16.108
88	163	15.817
89	164	15.405
90	165	14.754
91	166	14.011
92	167	13.428
93	168	12.507
94	169	11.764
95	170	10.843
96	171	10.382
97	172	9.639
98	173	8.988
99	174	8.245
100	175	7.784
101	176	7.041
102	177	6.12
103	178	5.246
104	179	5.04
105	180	4.191
106	181	3.608
107	182	3.196
108	183	2.031
109	184	1.11
110	185	0.08
