time (s)	frame	L(t) (um)
0	76	59.525
0.2	77	59.234
0.4	78	57.777
0.6	79	56.953
0.8	80	56.541
1	81	56.08
1.2	82	55.619
1.4	83	55.207
1.6	84	54.556
1.8	85	54.265
2	86	53.416
2.2	87	52.798
2.4	88	52.592
2.6	89	51.974
2.8	90	51.768
3	91	50.944
3.2	92	50.483
3.4	93	49.659
3.6	94	49.247
3.8	95	48.835
4	96	48.423
4.2	97	47.805
4.4	98	47.599
4.6	99	46.981
4.8	100	46.775
5	101	46.363
5.2	102	46.157
5.4	103	45.539
5.6	104	44.715
5.8	105	44.097
6	106	43.685
6.2	107	42.942
6.4	108	41.912
6.6	109	41.5
6.8	110	40.676
7	111	39.567
7.2	112	38.718
7.4	113	38.067
7.6	114	37.449
7.8	115	36.706
8	116	36.294
8.2	117	35.47
8.4	118	35.009
8.6	119	34.597
8.8	120	34.185
9	121	34.185
9.2	122	33.773
9.4	123	33.361
9.6	124	32.537
9.8	125	32.125
10	126	31.713
10.2	127	31.301
10.4	128	31.095
10.6	129	30.477
10.8	130	30.065
11	131	29.859
11.2	132	29.035
11.4	133	28.829
11.6	134	28.211
11.8	135	28.005
12	136	27.593
12.2	137	27.181
12.4	138	26.563
12.6	139	26.357
12.8	140	25.739
13	141	25.327
13.2	142	25.121
13.4	143	24.709
13.6	144	24.091
13.8	145	23.885
14	146	23.473
14.2	147	22.855
14.4	148	22.649
14.6	149	22.443
14.8	150	22.031
15	151	21.825
15.2	152	21.619
15.4	153	21.036
15.6	154	20.83
15.8	155	19.8
16	156	19.182
16.2	157	18.77
16.4	158	18.564
16.6	159	18.103
16.8	160	17.897
17	161	17.073
17.2	162	16.455
17.4	163	16.043
17.6	164	15.425
17.8	165	15.219
18	166	14.601
18.2	167	14.395
18.4	168	14.189
18.6	169	13.777
18.8	170	12.953
19	171	12.541
19.2	172	12.08
19.4	173	11.231
19.6	174	10.613
19.8	175	9.995
20	176	9.534
20.2	177	9.122
20.4	178	8.71
20.6	179	8.298
20.8	180	7.268
21	181	6.856
21.2	182	5.826
21.4	183	4.796
21.6	184	4.178
21.8	185	3.148
22	186	2.53
22.2	187	1.5
