time (s)	frame	L(t) (um)
0	73	109.903
0.2	74	108.65
0.4	75	108.444
0.6	76	108.238
0.8	77	108.238
1	78	108.238
1.2	79	107.62
1.4	80	107.208
1.6	81	107.002
1.8	82	107.002
2	83	106.384
2.2	84	106.384
2.4	85	106.178
2.6	86	105.56
2.8	87	105.56
3	88	105.148
3.2	89	104.857
3.4	90	104.857
3.6	91	104.566
3.8	92	104.154
4	93	103.948
4.2	94	103.948
4.4	95	103.948
4.6	96	103.33
4.8	97	102.712
5	98	101.969
5.2	99	100.939
5.4	100	100.527
5.6	101	100.527
5.8	102	100.115
6	103	100.115
6.2	104	99.703
6.4	105	99.291
6.6	106	98.879
6.8	107	98.879
7	108	98.467
7.2	109	98.467
7.4	110	98.261
7.6	111	98.261
7.8	112	98.261
8	113	98.055
8.2	114	98.055
8.4	115	98.055
8.6	116	98.055
8.8	117	98.055
9	118	97.849
9.2	119	97.643
9.4	120	96.819
9.6	121	96.819
9.8	122	96.613
10	123	96.407
10.2	124	95.789
10.4	125	95.789
10.6	126	95.138
10.8	127	94.847
11	128	94.435
11.2	129	94.435
11.4	130	94.435
11.6	131	94.023
11.8	132	94.023
12	133	94.023
12.2	134	93.817
12.4	135	93.817
12.6	136	93.817
12.8	137	93.611
13	138	93.611
13.2	139	93.611
13.4	140	93.611
13.6	141	93.199
13.8	142	93.199
14	143	93.199
14.2	144	92.581
14.4	145	92.29
14.6	146	91.829
14.8	147	91.829
15	148	91.829
15.2	149	91.829
15.4	150	91.368
15.6	151	91.368
15.8	152	90.75
16	153	90.338
16.2	154	90.338
16.4	155	90.132
16.6	156	90.132
16.8	157	89.72
17	158	89.72
17.2	159	89.72
17.4	160	89.72
17.6	161	89.72
17.8	162	89.102
18	163	88.69
18.2	164	88.484
18.4	165	88.193
18.6	166	88.193
18.8	167	87.902
19	168	87.696
19.2	169	87.045
19.4	170	86.633
19.6	171	86.633
19.8	172	86.427
20	173	86.427
20.2	174	86.427
20.4	175	86.221
20.6	176	86.221
20.8	177	86.221
21	178	86.015
21.2	179	85.603
21.4	180	85.312
21.6	181	85.312
21.8	182	85.106
22	183	84.9
22.2	184	84.694
22.4	185	84.694
22.6	186	84.694
22.8	187	84.694
23	188	84.694
23.2	189	84.282
23.4	190	84.076
23.6	191	83.87
23.8	192	83.87
24	193	83.87
24.2	194	83.87
24.4	195	83.87
24.6	196	83.87
24.8	197	83.87
