time (s)	frame	L(t) (um)
0	114	106.868
0.2	115	105.818
0.4	116	105.406
0.6	117	104.376
0.8	118	104.085
1	119	103.673
1.2	120	103.212
1.4	121	102.388
1.6	122	102.388
1.8	123	101.564
2	124	100.946
2.2	125	100.74
2.4	126	100.534
2.6	127	99.916
2.8	128	99.504
3	129	98.886
3.2	130	98.474
3.4	131	98.268
3.6	132	97.525
3.8	133	96.907
4	134	96.495
4.2	135	95.671
4.4	136	95.671
4.6	137	94.847
4.8	138	94.556
5	139	94.144
5.2	140	93.526
5.4	141	93.114
5.6	142	92.702
5.8	143	92.29
6	144	91.672
6.2	145	91.466
6.4	146	91.054
6.6	147	90.593
6.8	148	90.132
7	149	89.514
7.2	150	89.308
7.4	151	88.69
7.6	152	88.69
7.8	153	88.278
8	154	87.627
8.2	155	86.976
8.4	156	86.77
8.6	157	86.152
8.8	158	85.946
9	159	85.328
9.2	160	84.916
9.4	161	83.886
9.6	162	83.886
9.8	163	83.886
10	164	83.268
10.2	165	82.856
10.4	166	82.444
10.6	167	82.032
10.8	168	81.62
11	169	81.208
11.2	170	80.59
11.4	171	80.178
11.6	172	79.972
11.8	173	79.354
12	174	78.942
12.2	175	78.324
12.4	176	78.324
12.6	177	77.863
12.8	178	77.402
13	179	76.784
13.2	180	76.372
13.4	181	76.166
13.6	182	75.754
13.8	183	75.136
14	184	74.93
14.2	185	74.106
14.4	186	73.694
14.6	187	73.282
14.8	188	72.821
15	189	72.409
15.2	190	72.203
15.4	191	71.585
15.6	192	71.173
15.8	193	70.712
16	194	70.3
16.2	195	69.888
16.4	196	69.476
16.6	197	69.064
16.8	198	68.481
17	199	67.657
17.2	200	67.245
17.4	201	66.833
17.6	202	66.421
17.8	203	66.009
18	204	65.185
18.2	205	64.773
18.4	206	64.361
18.6	207	63.949
18.8	208	63.125
19	209	62.204
19.2	210	61.743
19.4	211	60.894
19.6	212	60.07
19.8	213	59.864
20	214	59.452
20.2	215	59.04
20.4	216	58.297
20.6	217	57.885
20.8	218	57.473
21	219	57.267
21.2	220	56.649
21.4	221	56.237
21.6	222	55.825
21.8	223	55.825
22	224	55.413
22.2	225	55.001
22.4	226	54.152
22.6	227	53.328
22.8	228	52.916
23	229	52.504
23.2	230	51.853
23.4	231	51.202
23.6	232	50.79
23.8	233	50.329
24	234	50.123
24.2	235	49.093
24.4	236	48.887
24.6	237	48.269
24.8	238	47.651
25	239	47.445
25.2	240	46.621
25.4	241	45.7
25.6	242	45.082
25.8	243	44.876
26	244	44.258
26.2	245	43.434
26.4	246	43.228
26.6	247	42.404
26.8	248	42.198
27	249	41.547
27.2	250	40.723
27.4	251	40.105
27.6	252	39.075
27.8	253	38.614
28	254	38.153
28.2	255	37.947
28.4	256	37.296
28.6	257	36.472
28.8	258	35.648
29	259	35.187
29.2	260	34.536
29.4	261	34.124
29.6	262	33.712
29.8	263	32.888
30	264	32.237
30.2	265	32.031
30.4	266	31.207
30.6	267	30.383
30.8	268	29.971
31	269	29.559
31.2	270	28.941
31.4	271	28.323
31.6	272	27.911
31.8	273	27.087
32	274	27.087
32.2	275	26.238
32.4	276	25.414
32.6	277	24.565
32.8	278	24.565
33	279	23.741
33.2	280	23.329
33.4	281	22.868
33.6	282	22.044
33.8	283	21.632
34	284	21.22
34.2	285	20.602
34.4	286	20.19
34.6	287	19.572
34.8	288	18.954
35	289	18.748
35.2	290	18.336
35.4	291	17.718
35.6	292	17.1
35.8	293	16.688
36	294	16.276
36.2	295	16.07
36.4	296	15.221
36.6	297	14.809
36.8	298	13.96
37	299	12.91
37.2	300	12.498
37.4	301	12.037
37.6	302	11.454
37.8	303	10.711
38	304	9.862
38.2	305	9.013
38.4	306	8.189
38.6	307	7.365
38.8	308	6.953
39	309	6.492
39.2	310	5.668
39.4	311	5.05
39.6	312	4.844
39.8	313	3.794
40	314	3.176
40.2	315	2.146
40.4	316	0.485
