time (s)	frame	L(t) (um)
0	51	66.545
1	52	64.355
2	53	63.036
3	54	61.717
4	55	60.687
5	56	59.368
6	57	57.425
7	58	56.106
8	59	54.724
9	60	53.267
10	61	52.066
11	62	51.036
12	63	49.288
13	64	48.258
14	65	46.801
15	66	45.482
16	67	43.583
17	68	42.709
18	69	40.937
19	70	39.736
20	71	38.075
21	72	36.756
22	73	35.299
23	74	34.134
24	75	33.213
25	76	31.894
26	77	30.437
27	78	29.563
28	79	28.454
29	80	27.533
30	81	26.659
31	82	25.738
32	83	24.573
33	84	23.372
34	85	22.171
35	86	21.141
36	87	19.656
37	88	18.626
38	89	17.017
39	90	15.987
40	91	14.502
41	92	12.603
42	93	11.146
43	94	8.956
44	95	7.926
45	96	5.445
46	97	1.949
