time (s)	frame	L(t) (um)
0	20	0
1	21	3.117
2	22	5.146
3	23	7.784
4	24	9.241
5	25	11.013
6	26	12.622
7	27	13.823
8	28	15.722
9	29	17.207
10	30	18.967
11	31	21.27
12	32	23.169
13	33	24.654
14	34	27.065
15	35	28.174
16	36	30.585
17	37	32.686
18	38	34.255
19	39	35.824
20	40	38.43
21	41	40.178
22	42	42.248
23	43	44.147
24	44	46.101
25	45	47.873
26	46	49.442
27	47	51.396
28	48	52.853
29	49	54.514
30	50	56.014
31	51	57.774
32	52	59.343
33	53	61.004
34	54	63.064
35	55	64.446
36	56	65.946
37	57	67.515
38	58	69.275
39	59	70.657
40	60	72.417
41	61	73.72
42	62	75.939
43	63	77.424
44	64	78.66
