time (s)	frame	L(t) (um)
0	14	0
0.2	15	2.506
0.4	16	3.963
0.6	17	5.463
0.8	18	7.682
1	19	8.918
1.2	20	10.221
1.4	21	11.678
1.6	22	13.543
1.8	23	15
2	24	15.849
2.2	25	17.51
2.4	26	18.763
2.6	27	19.999
2.8	28	21.235
3	29	22.883
3.2	30	24.368
3.4	31	25.75
3.6	32	27.053
3.8	33	28.306
4	34	29.954
4.2	35	31.19
4.4	36	32.443
4.6	37	33.679
4.8	38	35.061
5	39	36.364
5.2	40	37.864
5.4	41	39.167
5.6	42	40.217
5.8	43	41.674
6	44	43.116
6.2	45	44.369
6.4	46	45.399
6.6	47	47.253
6.8	48	48.077
7	49	49.738
7.2	50	50.974
7.4	51	51.823
7.6	52	53.076
7.8	53	53.9
8	54	55.548
8.2	55	56.801
8.4	56	58.054
8.6	57	58.903
8.8	58	60.012
9	59	61.265
9.2	60	62.315
9.4	61	63.365
9.6	62	64.189
9.8	63	65.85
10	64	66.88
10.2	65	68.183
10.4	66	69.625
10.6	67	70.878
