time (s)	frame	L(t) (um)
0	8	0
0.2	9	2.515
0.4	10	4.369
0.6	11	5.811
0.8	12	8.521
1	13	9.963
1.2	14	11.817
1.4	15	14.289
1.6	16	16.188
1.8	17	17.849
2	18	20.115
2.2	19	21.763
2.4	20	23.332
2.6	21	25.804
2.8	22	27.669
3	23	29.739
3.2	24	30.563
3.4	25	32.838
3.6	26	34.28
3.8	27	36.234
4	28	38.294
4.2	29	39.942
4.4	30	42.002
4.6	31	43.238
4.8	32	45.513
5	33	47.161
5.2	34	48.464
5.4	35	50.329
5.6	36	52.604
5.8	37	54.458
6	38	55.9
6.2	39	57.342
6.4	40	59.443
6.6	41	60.885
6.8	42	63.357
7	43	64.814
7.2	44	66.05
7.4	45	68.325
7.6	46	69.986
7.8	47	71.239
8	48	73.104
8.2	49	74.407
8.4	50	76.673
8.6	51	78.115
8.8	52	80.381
9	53	82.042
9.2	54	83.424
9.4	55	85.494
9.6	56	86.747
9.8	57	88.204
10	58	90.264
10.2	59	91.088
10.4	60	93.148
10.6	61	95.102
10.8	62	96.559
11	63	98.207
11.2	64	99.257
11.4	65	100.699
11.6	66	102.553
11.8	67	103.995
12	68	105.025
12.2	69	106.594
12.4	70	108.255
12.6	71	109.491
12.8	72	109.903
