time (s)	frame	L(t) (um)
0	9	0
0.2	10	3.09
0.4	11	4.789
0.6	12	7.055
0.8	13	8.308
1	14	10.574
1.2	15	12.016
1.4	16	13.87
1.6	17	15.531
1.8	18	17.179
2	19	18.415
2.2	20	19.857
2.4	21	21.711
2.6	22	23.359
2.8	23	24.208
3	24	25.665
3.2	25	28.137
3.4	26	29.167
3.6	27	30.609
3.8	28	32.679
4	29	34.121
4.2	30	35.357
4.4	31	36.387
4.6	32	37.844
4.8	33	39.743
5	34	41.185
5.2	35	42.627
5.4	36	43.863
5.6	37	45.305
5.8	38	47.004
6	39	48.257
6.2	40	49.905
6.4	41	51.566
6.6	42	52.819
6.8	43	53.849
7	44	55.306
7.2	45	56.967
7.4	46	58.203
7.6	47	59.439
7.8	48	60.692
8	49	62.793
8.2	50	63.823
8.4	51	65.471
8.6	52	66.295
8.8	53	67.737
9	54	69.385
9.2	55	70.621
9.4	56	71.924
9.6	57	73.572
9.8	58	74.396
10	59	75.632
10.2	60	77.132
10.4	61	78.589
10.6	62	80.031
10.8	63	80.88
11	64	81.91
11.2	65	83.558
11.4	66	83.558
