time (s)	frame	L(t) (um)
0	45	0
0.2	46	4.171
0.4	47	6.272
0.6	48	8.126
0.8	49	11.243
1	50	13.344
1.2	51	15.61
1.4	52	17.885
1.6	53	19.955
1.8	54	22.427
2	55	24.281
2.2	56	26.584
2.4	57	29.056
2.6	58	31.537
2.8	59	32.979
3	60	34.627
3.2	61	36.902
3.4	62	38.972
3.6	63	41.444
3.8	64	42.68
4	65	45.152
4.2	66	47.212
4.4	67	49.066
4.6	68	51.369
4.8	69	53.017
5	70	54.665
5.2	71	56.725
5.4	72	58.373
5.6	73	60.474
5.8	74	61.71
6	75	64.388
6.2	76	66.253
6.4	77	67.914
6.6	78	69.779
6.8	79	71.221
7	80	73.291
7.2	81	74.939
7.4	82	76.699
7.6	83	78.542
7.8	84	80.571
8	85	82.071
8.2	86	84.141
8.4	87	85.802
8.6	88	87.701
8.8	89	88.731
9	90	90.585
9.2	91	92.645
9.4	92	94.145
9.6	93	95.844
9.8	94	97.344
10	95	98.992
10.2	96	100.653
10.4	97	102.713
10.6	98	104.17
10.8	99	106.035
11	100	107.271
11.2	101	108.192
11.4	102	108.775
