event,ara_handover_median_excess_frequency_hz,published_imr_fc_hz,ratio_to_imr_fc,absolute_percent_difference
GW170104,167.07002810436518,143.0,1.1683218748557005,16.83218748557005
GW170809,106.21941046135628,136.0,0.7810250769217373,21.897492307826273
GW170814,280.0,161.0,1.7391304347826086,73.91304347826086
GW170818,122.9521683969452,128.0,0.9605638156011344,3.943618439886565
