orientation_coherence,unhalved_control,orientation_margin,relation_spearman,shift_control,relation_margin,child_share_mae,handover_error_M,allowed_parent_cycle_M
0.9942114512981955,0.0061876816701499976,0.9880237696280455,0.9995591541679826,-0.33358564221210796,1.3331447963800906,0.08578433774909017,37.54219332075036,11.371038902293975
