draw,shifted_child_mse
0,0.06138348785882794
1,0.06120755503323602
2,0.061468638920219115
3,0.06078079214822455
4,0.06138348785882794
5,0.061122466471351056
6,0.06123727765913664
7,0.060729183681822695
8,0.060729183681822695
9,0.0615314533065877
10,0.06134623078737712
11,0.06134623078737712
12,0.061661947560519015
13,0.06077653873901441
14,0.06108974747006798
15,0.0609074788963909
16,0.06167535481135454
17,0.06131206286442421
18,0.060827364218177166
19,0.06134623078737712
20,0.061711977467761706
21,0.06203174256051665
22,0.06108974747006798
23,0.061420508858319345
24,0.06080283480970267
25,0.061122466471351056
26,0.061468638920219115
27,0.06131206286442421
28,0.06130710857226292
29,0.06092993811671152
30,0.061103660486271916
31,0.06130858208018285
32,0.061122466471351056
33,0.062036696852677944
34,0.06141190133091658
35,0.061103660486271916
36,0.06077653873901441
37,0.0617178179369927
38,0.060729183681822695
39,0.06118172625985381
40,0.06134623078737712
41,0.0616080829207976
42,0.0605853250355423
43,0.06104783253438858
44,0.06065993214923669
45,0.06075596558186198
46,0.06132738806526199
47,0.061217133426929804
48,0.06143464320109017
49,0.06118172625985381
50,0.0617178179369927
51,0.06134623078737712
52,0.06147063006284338
53,0.0616254445585373
54,0.0616080829207976
55,0.061977946461665885
56,0.06154612611107011
57,0.06104487399233753
58,0.06152732012599097
59,0.0609074788963909
60,0.06176612769026271
61,0.061041519767563876
62,0.061661947560519015
63,0.06104287824222728
64,0.06117137681891118
65,0.061054826596168246
66,0.06134669354869485
67,0.061468638920219115
68,0.06167535481135454
69,0.060846170203256306
70,0.06147558435500468
71,0.061128641905792744
72,0.061290168874911524
73,0.06117137681891118
74,0.06178493367534185
75,0.06141685562307787
76,0.061721555861455474
77,0.06134623078737712
78,0.06141190133091658
79,0.061420508858319345
80,0.06130710857226292
81,0.060729183681822695
82,0.061613037212958896
83,0.06104287824222728
84,0.06111606783185033
85,0.06143464320109017
86,0.060557261792780745
87,0.06104487399233753
88,0.061977946461665885
89,0.0616254445585373
90,0.06082149212281637
91,0.06051451055607413
92,0.06176612769026271
93,0.06178493367534185
94,0.06118371740247808
95,0.061670400519193244
96,0.06141685562307787
97,0.06134623078737712
98,0.061060325752643016
99,0.06122636101831516
100,0.06134623078737712
101,0.061818365966953004
102,0.06103857387005541
103,0.061620490266376005
104,0.061620490266376005
105,0.06134173925653355
106,0.06132738806526199
107,0.0616080829207976
108,0.06051451055607413
109,0.06134623078737712
110,0.06116365703013476
111,0.06130858208018285
112,0.0613335776060107
113,0.06131394353242732
114,0.061054826596168246
115,0.06134669354869485
116,0.061620490266376005
117,0.06080283480970267
118,0.06078079214822455
119,0.061060325752643016
120,0.06120755503323602
121,0.060489626078649106
122,0.06178493367534185
123,0.06116365703013476
124,0.06198363746442309
125,0.062270550124788396
126,0.061060325752643016
127,0.0618233202591143
128,0.062270550124788396
129,0.061613037212958896
130,0.061370080607992414
131,0.06115257083383204
132,0.061060325752643016
133,0.06133274951750646
134,0.061670400519193244
135,0.06130710857226292
136,0.06147359321238041
137,0.06152609185434321
138,0.06149233001221935
139,0.06147063006284338
140,0.06134623078737712
141,0.061818365966953004
142,0.0605853250355423
143,0.06036806519671009
144,0.06116365703013476
145,0.06078149303117571
146,0.062036696852677944
147,0.061977946461665885
148,0.061213395502467016
149,0.06173152426996375
150,0.06172656997780245
151,0.0611847840697467
152,0.06152914461166324
153,0.061721555861455474
154,0.061468638920219115
155,0.061524190319501945
156,0.06134173925653355
157,0.061122466471351056
158,0.06115870273797346
159,0.06134623078737712
160,0.06016936140762886
161,0.06130858208018285
162,0.06051451055607413
163,0.06113487381692947
164,0.061213395502467016
165,0.0608605267649686
166,0.061613037212958896
167,0.06154612611107011
168,0.06152732012599097
169,0.06143965731743715
170,0.06104487399233753
171,0.06203174256051665
172,0.06134623078737712
173,0.060673086288526926
174,0.0613335776060107
175,0.06152914461166324
176,0.06134623078737712
177,0.062036696852677944
178,0.06176612769026271
179,0.061670400519193244
180,0.06083731682200788
181,0.06128521458275023
182,0.06087179007760816
183,0.06075596558186198
184,0.061670400519193244
185,0.061661947560519015
186,0.061235939412008944
187,0.060729183681822695
188,0.06147558435500468
189,0.06112498867055127
190,0.062036696852677944
191,0.06087179007760816
192,0.06203174256051665
193,0.06198363746442309
194,0.06130858208018285
195,0.061122466471351056
196,0.062036696852677944
197,0.060729183681822695
198,0.06134623078737712
199,0.061232201487546156
200,0.06112498867055127
201,0.06108974747006798
202,0.061670400519193244
203,0.06154612611107011
204,0.060654977857075396
205,0.06118172625985381
206,0.0618233202591143
207,0.06117137681891118
208,0.06147063006284338
209,0.06082149212281637
210,0.061213395502467016
211,0.060654977857075396
212,0.06116365703013476
213,0.06118172625985381
214,0.06198290075382718
215,0.06134623078737712
216,0.06091113213163238
217,0.06087179007760816
218,0.06154594220208956
219,0.0608605267649686
220,0.06096421648569344
221,0.0616080829207976
222,0.06092628488147004
223,0.060538455807701605
224,0.06176612769026271
225,0.061716931759923
226,0.06104487399233753
227,0.061240953528355915
228,0.061818365966953004
229,0.061060325752643016
230,0.06080268613773723
231,0.06078149303117571
232,0.06147352402714021
233,0.06141190133091658
234,0.06116365703013476
235,0.06134623078737712
236,0.06087179007760816
237,0.06149233001221935
238,0.06092628488147004
239,0.061613037212958896
240,0.06131394353242732
241,0.06141190133091658
242,0.06104287824222728
243,0.06104287824222728
244,0.06152914461166324
245,0.061290168874911524
246,0.0615314533065877
247,0.061259029541724255
248,0.061524190319501945
249,0.06134623078737712
250,0.060827364218177166
251,0.06198290075382718
252,0.06092993811671152
253,0.06117137681891118
254,0.061711977467761706
255,0.061613037212958896
256,0.06104487399233753
257,0.06098302247077258
258,0.06016936140762886
259,0.06154594220208956
260,0.06118172625985381
261,0.06176612769026271
262,0.061222147543276775
263,0.06198290075382718
264,0.06060413102062144
265,0.060654977857075396
266,0.061321170260432295
267,0.06115870273797346
268,0.06227550441694969
269,0.06141555456615805
270,0.06134623078737712
271,0.061094701762229274
272,0.061259029541724255
273,0.060827364218177166
274,0.06098302247077258
275,0.061041519767563876
276,0.0615314533065877
277,0.0617178179369927
278,0.0608605267649686
279,0.06091113213163238
280,0.06152732012599097
281,0.0618233202591143
282,0.061235939412008944
283,0.06172651015361677
284,0.06079959813330369
285,0.060538455807701605
286,0.060557261792780745
287,0.0609074788963909
288,0.061259029541724255
289,0.06118172625985381
290,0.061716931759923
291,0.06103857387005541
292,0.061661947560519015
293,0.06176612769026271
294,0.06111606783185033
295,0.062036696852677944
296,0.061977946461665885
297,0.06176612769026271
298,0.06134623078737712
299,0.061977946461665885
300,0.06134623078737712
301,0.06075596558186198
302,0.060846170203256306
303,0.061818365966953004
304,0.06134623078737712
305,0.060827364218177166
306,0.06172656997780245
307,0.06143464320109017
308,0.06118172625985381
309,0.061041519767563876
310,0.061128641905792744
311,0.060557261792780745
312,0.06083731682200788
313,0.06092628488147004
314,0.06111606783185033
315,0.06091113213163238
316,0.061721555861455474
317,0.06096421648569344
318,0.06085612280708702
319,0.06143464320109017
320,0.06152914461166324
321,0.06078149303117571
322,0.061620490266376005
323,0.06134623078737712
324,0.061711977467761706
325,0.06147352402714021
326,0.061217133426929804
327,0.061550896494250856
328,0.06104487399233753
329,0.06174482990015134
330,0.06104487399233753
331,0.06116597808466756
332,0.061321170260432295
333,0.06134623078737712
334,0.06115870273797346
335,0.06134623078737712
336,0.06087179007760816
337,0.06134623078737712
338,0.06134623078737712
339,0.0609074788963909
340,0.06092993811671152
341,0.06096421648569344
342,0.06078079214822455
343,0.06134623078737712
344,0.060654280303447786
345,0.06147063006284338
346,0.06178493367534185
347,0.06036806519671009
348,0.06016936140762886
349,0.0611847840697467
350,0.06154612611107011
351,0.06176612769026271
352,0.06134669354869485
353,0.0609074788963909
354,0.06083731682200788
355,0.06147558435500468
356,0.06134173925653355
357,0.06141685562307787
358,0.06108974747006798
359,0.06051451055607413
360,0.06138348785882794
361,0.061094701762229274
362,0.06134623078737712
363,0.06174482990015134
364,0.06051451055607413
365,0.060729183681822695
366,0.06133274951750646
367,0.06138348785882794
368,0.06154612611107011
369,0.061217133426929804
370,0.06147558435500468
371,0.061977946461665885
372,0.06138348785882794
373,0.0605853250355423
374,0.06098302247077258
375,0.061661947560519015
376,0.06117137681891118
377,0.06134669354869485
378,0.06133674094486413
379,0.061331786652702835
380,0.06113487381692947
381,0.06141190133091658
382,0.062270550124788396
383,0.0615314533065877
384,0.06092628488147004
385,0.06104287824222728
386,0.06147063006284338
387,0.06082149212281637
388,0.06147063006284338
389,0.061722772229153997
390,0.06051451055607413
391,0.061818365966953004
392,0.060654280303447786
393,0.06098501361339684
394,0.060654280303447786
395,0.06134623078737712
396,0.0609662076283177
397,0.06147359321238041
398,0.061420508858319345
399,0.0616080829207976
400,0.06080268613773723
401,0.06134623078737712
402,0.06102019591189761
403,0.06098501361339684
404,0.0608605267649686
405,0.06027211630448873
406,0.061430905276627396
407,0.06099830192238492
408,0.0616254445585373
409,0.06134623078737712
410,0.06143965731743715
411,0.06115870273797346
412,0.061213395502467016
413,0.06078149303117571
414,0.06134623078737712
415,0.06143464320109017
416,0.06149233001221935
417,0.06134623078737712
418,0.061711977467761706
419,0.06134623078737712
420,0.061122466471351056
421,0.06154612611107011
422,0.06117137681891118
423,0.061620490266376005
424,0.061259029541724255
425,0.06134623078737712
426,0.06134173925653355
427,0.06147063006284338
428,0.06134623078737712
429,0.06103857387005541
430,0.061524190319501945
431,0.06111606783185033
432,0.061370080607992414
433,0.06085612280708702
434,0.06176612769026271
435,0.06141555456615805
436,0.061661947560519015
437,0.06134623078737712
438,0.06104287824222728
439,0.06115257083383204
440,0.06154612611107011
441,0.061060325752643016
442,0.06178493367534185
443,0.06116365703013476
444,0.06149233001221935
445,0.06169103380130058
446,0.06181300451470852
447,0.06181795880686981
448,0.06165699326835772
449,0.06098501361339684
450,0.0613335776060107
451,0.06120755503323602
452,0.06118371740247808
453,0.06172651015361677
454,0.06108974747006798
455,0.0608605267649686
456,0.06165699326835772
457,0.06123727765913664
458,0.06227550441694969
459,0.06091113213163238
460,0.06134623078737712
461,0.06141555456615805
462,0.060489626078649106
463,0.061331786652702835
464,0.06134623078737712
465,0.06134623078737712
466,0.06104783253438858
467,0.06082149212281637
468,0.06104783253438858
469,0.060489626078649106
470,0.06133674094486413
471,0.06112498867055127
472,0.06122636101831516
473,0.0615314533065877
474,0.06167535481135454
475,0.06152914461166324
476,0.0616080829207976
477,0.060846170203256306
478,0.06098501361339684
479,0.06130858208018285
480,0.06087179007760816
481,0.061222147543276775
482,0.0611847840697467
483,0.06027211630448873
484,0.061550896494250856
485,0.06172656997780245
486,0.06152609185434321
487,0.061094701762229274
488,0.06147352402714021
489,0.06134623078737712
490,0.062270550124788396
491,0.0608605267649686
492,0.06115870273797346
493,0.06116597808466756
494,0.06227550441694969
495,0.061716931759923
496,0.061222147543276775
497,0.06134623078737712
498,0.06174482990015134
499,0.06104783253438858
500,0.06174482990015134
501,0.0617178179369927
502,0.06169103380130058
503,0.06227550441694969
504,0.060729183681822695
505,0.06165699326835772
506,0.06149233001221935
507,0.06134669354869485
508,0.06134623078737712
509,0.06134623078737712
510,0.06152914461166324
511,0.06141685562307787
512,0.061468638920219115
513,0.061711977467761706
514,0.06172656997780245
515,0.061290168874911524
516,0.061213395502467016
517,0.06134623078737712
518,0.06091113213163238
519,0.0608605267649686
520,0.0609074788963909
521,0.0618233202591143
522,0.060729183681822695
523,0.06111606783185033
524,0.061620490266376005
525,0.06134623078737712
526,0.060846170203256306
527,0.06132738806526199
528,0.061613037212958896
529,0.061620490266376005
530,0.06115870273797346
531,0.06101976788497627
532,0.06134623078737712
533,0.06147063006284338
534,0.06099830192238492
535,0.06134623078737712
536,0.0615314533065877
537,0.060827364218177166
538,0.06117137681891118
539,0.06141190133091658
540,0.061060325752643016
541,0.061054826596168246
542,0.061122466471351056
543,0.06172651015361677
544,0.060654280303447786
545,0.06134623078737712
546,0.06134623078737712
547,0.06154594220208956
548,0.061430905276627396
549,0.06130710857226292
550,0.06172656997780245
551,0.06143965731743715
552,0.0605853250355423
553,0.06075596558186198
554,0.06147558435500468
555,0.061041519767563876
556,0.06134623078737712
557,0.06134623078737712
558,0.0616080829207976
559,0.061620490266376005
560,0.061721555861455474
561,0.0609662076283177
562,0.06174482990015134
563,0.0609662076283177
564,0.06075596558186198
565,0.061331786652702835
566,0.06147359321238041
567,0.06134669354869485
568,0.0616080829207976
569,0.06101976788497627
570,0.06134623078737712
571,0.061818365966953004
572,0.06134623078737712
573,0.06128521458275023
574,0.06104487399233753
575,0.062270550124788396
576,0.0608605267649686
577,0.06111606783185033
578,0.061977946461665885
579,0.06178493367534185
580,0.06152732012599097
581,0.06134669354869485
582,0.061613037212958896
583,0.06203174256051665
584,0.06134623078737712
585,0.06096421648569344
586,0.06118172625985381
587,0.06181795880686981
588,0.06141685562307787
589,0.06134623078737712
590,0.06181795880686981
591,0.061331786652702835
592,0.061054826596168246
593,0.06092993811671152
594,0.06169103380130058
595,0.06147359321238041
596,0.06120755503323602
597,0.06147558435500468
598,0.06147359321238041
599,0.0608605267649686
600,0.06172656997780245
601,0.06147063006284338
602,0.061370080607992414
603,0.0616254445585373
604,0.06051451055607413
605,0.06147359321238041
606,0.06075596558186198
607,0.060846170203256306
608,0.06154612611107011
609,0.06075596558186198
610,0.06102019591189761
611,0.06082149212281637
612,0.062270550124788396
613,0.061290168874911524
614,0.06165699326835772
615,0.06133674094486413
