time (s)	frame	L(t) (um)
0	10	0
0.5	11	8.765
1	12	20.07
1.5	13	28.537
2	14	35.697
2.5	15	40.685
3	16	43.584
3.5	17	44.881
4	18	48.161
4.5	19	49.924
5	20	54.749
5.5	21	59.89
6	22	64.01
6.5	23	67.927
7	24	72.352
7.5	25	75.632
8	26	78.714
8.5	27	81.649
9	28	84.724
9.5	29	86.988
10	30	90.497
10.5	31	92.789
11	32	96.292
11.5	33	98.786
12	34	100.877
12.5	35	103.346
13	36	106.587
13.5	37	110.072
14	38	111.633
