time (s)	frame	L(t) (um)
0	29	155.444
0.5	30	149.574
1	31	145.884
1.5	32	144.194
2	33	143.374
2.5	34	142.964
3	35	142.144
3.5	36	141.564
4	37	140.744
4.5	38	139.924
5	39	138.694
5.5	40	137.777
6	41	136.48
6.5	42	135.66
7	43	134.363
7.5	44	133.133
8	45	131.903
8.5	46	130.425
9	47	129.128
9.5	48	127.438
10	49	127.028
10.5	50	126.618
11	51	124.928
11.5	52	123.094
12	53	121.797
12.5	54	121.387
13	55	119.747
13.5	56	118.057
14	57	117.647
14.5	58	116.827
15	59	116.827
15.5	60	115.597
16	61	113.907
16.5	62	113.907
17	63	112.267
17.5	64	112.267
18	65	111.447
18.5	66	109.807
19	67	108.167
19.5	68	107.347
20	69	106.117
20.5	70	105.707
21	71	103.873
21.5	72	103.463
22	73	101.413
22.5	74	99.773
23	75	99.363
23.5	76	98.133
24	77	96.083
24.5	78	94.853
25	79	93.163
25.5	80	92.753
26	81	91.836
26.5	82	91.836
27	83	91.836
27.5	84	88.966
28	85	87.326
28.5	86	85.587
29	87	84.357
29.5	88	83.777
30	89	82.86
30.5	90	79.99
31	91	78.35
31.5	92	77.94
32	93	77.53
32.5	94	75.48
33	95	74.183
33.5	96	72.543
34	97	70.903
34.5	98	69.606
35	99	67.515
35.5	100	66.695
36	101	65.055
36.5	102	63.825
37	103	62.528
37.5	104	61.298
38	105	60.068
38.5	106	58.838
39	107	57.198
39.5	108	56.618
40	109	54.928
40.5	110	54.518
41	111	53.288
41.5	112	52.371
42	113	51.551
42.5	114	49.057
43	115	48.647
43.5	116	47.35
44	117	45.516
44.5	118	44.286
45	119	42.646
45.5	120	41.006
46	121	39.366
46.5	122	36.906
47	123	35.266
47.5	124	32.806
48	125	31.576
48.5	126	31.166
49	127	31.166
49.5	128	30.346
50	129	29.049
50.5	130	28.132
51	131	27.722
51.5	132	26.902
52	133	25.262
52.5	134	23.212
53	135	21.522
53.5	136	21.112
54	137	19.882
54.5	138	18.404
55	139	16.714
55.5	140	16.134
56	141	15.217
56.5	142	14.397
57	143	13.577
57.5	144	12.757
58	145	10.923
58.5	146	10.103
59	147	9.283
59.5	148	8.873
60	149	7.643
60.5	150	6.413
61	151	5.116
61.5	152	3.886
62	153	2.656
62.5	154	0.606
63	155	0.606
63.5	156	0.606
