time (s)	frame	L(t) (um)
0	22	112.262
0.5	23	108.432
1	24	103.717
1.5	25	100.847
2	26	98.592
2.5	27	98.182
3	28	97.724
3.5	29	96.699
4	30	95.879
4.5	31	93.934
5	32	92.889
5.5	33	90.944
6	34	89.714
6.5	35	89.304
7	36	87.664
7.5	37	86.639
8	38	85.204
8.5	39	83.564
9	40	82.949
9.5	41	81.499
10	42	80.919
10.5	43	79.894
11	44	78.241
11.5	45	76.866
12	46	75.636
12.5	47	75.226
13	48	74.611
13.5	49	73.791
14	50	72.356
14.5	51	71.331
15	52	69.678
15.5	53	66.398
16	54	66.193
16.5	55	65.168
17	56	64.348
17.5	57	63.323
18	58	63.118
18.5	59	61.888
19	60	60.641
19.5	61	59.596
20	62	58.366
20.5	63	56.676
21	64	56.471
21.5	65	55.446
22	66	54.421
22.5	67	52.971
23	68	50.511
23.5	69	49.466
24	70	47.714
24.5	71	46.074
25	72	44.639
25.5	73	43.392
26	74	41.137
26.5	75	40.398
27	76	38.906
27.5	77	36.313
28	78	35.083
28.5	79	33.238
29	80	32.658
29.5	81	31.633
30	82	28.937
30.5	83	27.502
31	84	26.272
31.5	85	24.837
32	86	23.812
32.5	87	22.652
33	88	21.607
33.5	89	20.787
34	90	18.737
34.5	91	17.097
35	92	16.482
35.5	93	15.235
36	94	14.777
36.5	95	13.957
37	96	13.112
