time (s)	frame	L(t) (um)
0	5	0
0.5	6	8.832
1	7	22.658
1.5	8	38.606
2	9	53.914
2.5	10	65.699
3	11	72.636
3.5	12	78.908
4	13	83.059
4.5	14	86.3
5	15	89.88
5.5	16	95.198
6	17	101.487
6.5	18	106.411
7	19	112.388
7.5	20	117.459
8	21	122.084
8.5	22	126.365
9	23	129.945
9.5	24	133.525
10	25	138.109
10.5	26	142.525
11	27	146.941
