time (s)	frame	L(t) (um)
0	45	37.11
0.5	46	35.74
1	47	35.261
1.5	48	34.656
2	49	34.318
2.5	50	33.98
3	51	33.659
3.5	52	33.42
4	53	32.844
4.5	54	32.693
5	55	32.117
5.5	56	31.689
6	57	31.538
6.5	58	31.084
7	59	30.763
7.5	60	30.46
8	61	30.157
8.5	62	29.918
9	63	29.477
9.5	64	29.174
10	65	28.836
10.5	66	28.498
11	67	28.284
11.5	68	28.07
12	69	27.535
12.5	70	26.85
13	71	26.85
13.5	72	26.464
14	73	25.929
14.5	74	25.543
15	75	25.392
15.5	76	25.285
16	77	25.134
16.5	78	24.693
17	79	24.265
17.5	80	23.73
18	81	23.344
18.5	82	23.344
19	83	22.809
19.5	84	22.658
20	85	22.179
20.5	86	21.965
21	87	21.43
21.5	88	20.806
22	89	20.365
22.5	90	19.83
23	91	19.492
23.5	92	19.106
24	93	18.571
24.5	94	18.092
25	95	17.32
25.5	96	16.982
26	97	16.528
26.5	98	16.289
27	99	15.713
27.5	100	15.272
28	101	15.033
28.5	102	14.554
29	103	14.447
29.5	104	13.993
30	105	13.672
30.5	106	13.286
31	107	12.965
31.5	108	12.814
32	109	12.36
32.5	110	11.974
33	111	11.735
33.5	112	11.397
34	113	11.397
34.5	114	11.158
35	115	11.158
35.5	116	10.919
36	117	10.919
36.5	118	10.768
37	119	10.465
37.5	120	10.358
38	121	10.251
38.5	122	9.93
