time (s)	frame	L(t) (um)
0	56	70.529
0.5	57	68.069
1	58	64.356
1.5	59	62.101
2	60	60.245
2.5	61	59.835
3	62	58.357
3.5	63	58.357
4	64	57.742
4.5	65	56.307
5	66	55.487
5.5	67	54.462
6	68	53.617
6.5	69	53.412
7	70	52.182
7.5	71	51.772
8	72	50.542
8.5	73	49.722
9	74	49.312
9.5	75	48.492
10	76	47.672
10.5	77	46.852
11	78	46.007
11.5	79	44.962
12	80	44.962
12.5	81	44.347
13	82	43.937
13.5	83	43.117
14	84	42.272
14.5	85	42.272
15	86	41.025
15.5	87	40.82
16	88	39.795
16.5	89	39.795
17	90	39.795
17.5	91	39.18
18	92	38.975
18.5	93	37.678
19	94	36.653
19.5	95	35.628
20	96	35.628
20.5	97	35.048
21	98	33.944
21.5	99	33.739
22	100	33.329
22.5	101	32.099
23	102	31.279
23.5	103	30.459
24	104	29.639
24.5	105	28.794
25	106	28.179
25.5	107	27.889
26	108	27.274
26.5	109	27.069
27	110	25.839
27.5	111	25.429
28	112	25.429
28.5	113	24.814
29	114	24.199
29.5	115	23.994
30	116	22.969
30.5	117	22.559
31	118	21.329
31.5	119	21.329
32	120	21.329
32.5	121	20.919
33	122	20.919
33.5	123	20.714
34	124	20.714
34.5	125	20.714
35	126	20.509
35.5	127	19.861
36	128	19.246
36.5	129	19.041
37	130	18.836
37.5	131	17.589
38	132	17.179
38.5	133	16.44
39	134	16.235
39.5	135	15.655
40	136	14.835
40.5	137	14.425
41	138	13.686
