time (s)	frame	L(t) (um)
0	29	3.256
0.5	30	7.381
1	31	11.506
1.5	32	14.456
2	33	18.578
2.5	34	22.233
3	35	25.835
3.5	36	28.772
4	37	32.547
4.5	38	35.204
5	39	39.336
5.5	40	42.87
6	41	46.165
6.5	42	49.202
7	43	52.228
7.5	44	55.931
8	45	59.227
8.5	46	62.671
9	47	65.379
9.5	48	68.684
10	49	71.771
10.5	50	74.63
11	51	78.344
11.5	52	81.37
12	53	84.724
12.5	54	87.874
