time (s)	frame	L(t) (um)
0	5	0
0.5	6	14.783
1	7	20.816
1.5	8	27.581
2	9	34.697
2.5	10	40.452
3	11	45.593
3.5	12	51.495
4	13	56.005
4.5	14	61.778
5	15	65.878
5.5	16	70.597
6	17	74.177
6.5	18	78.12
7	19	79.773
7.5	20	81.663
8	21	83.918
8.5	22	85.353
9	23	86.173
9.5	24	87.863
10	25	89.16
10.5	26	90.457
11	27	92.926
11.5	28	94.782
12	29	96.472
12.5	30	97.292
13	31	98.396
