time (s)	frame	L(t) (um)
0	38	109.006
0.5	39	106.129
1	40	100.56
1.5	41	95.735
2	42	93.07
2.5	43	91.318
3	44	90.498
3.5	45	89.063
4	46	87.423
4.5	47	84.929
5	48	83.699
5.5	49	81.205
6	50	78.328
6.5	51	76.483
7	52	74.638
7.5	53	72.374
8	54	70.939
8.5	55	69.094
9	56	67.249
9.5	57	64.789
10	58	63.414
10.5	59	61.761
11	60	59.916
11.5	61	58.481
12	62	57.456
12.5	63	56.539
13	64	55.435
13.5	65	54
14	66	50.898
14.5	67	48.438
15	68	47.208
15.5	69	44.916
16	70	43.263
16.5	71	41.418
17	72	39.983
17.5	73	35.883
18	74	35.678
18.5	75	32.187
19	76	29.923
19.5	77	28.033
20	78	24.727
20.5	79	22.677
21	80	19.296
21.5	81	16.561
22	82	13.425
22.5	83	9.735
23	84	6.299
23.5	85	3.429
