partition,Name,fluid,direction,persistence,time_s,lead_s,lead_child_horizons,inside_event_window
diagnostic,250722f,S2,forward,2,0.287,0.011,0.6470588235294117,True
diagnostic,250722g,S2,forward,2,0.176,0.101,6.733333333333334,False
diagnostic,250722h,S2,forward,2,0.043,0.18,12.0,False
diagnostic,250722h,S2,forward,2,0.076,0.147,9.8,False
diagnostic,250722h,S2,forward,2,0.091,0.132,8.8,False
diagnostic,250722h,S2,forward,2,0.116,0.107,7.133333333333334,False
diagnostic,250722i,S2,forward,2,0.048,0.203,13.533333333333337,False
diagnostic,250722j,S2,forward,2,0.043,0.222,14.8,False
diagnostic,250722j,S2,forward,2,0.058,0.207,13.8,False
diagnostic,250722j,S2,forward,2,0.088,0.177,11.8,False
diagnostic,250722j,S2,forward,2,0.223,0.042,2.8000000000000003,False
diagnostic,250722l,S2,forward,2,0.067,0.1169999999999999,6.882352941176464,False
diagnostic,250722m,S2,forward,2,0.061,0.047,3.1333333333333333,False
diagnostic,250722n,S2,forward,2,0.225,0.0109999999999999,0.7333333333333267,True
diagnostic,250722o,S2,forward,2,0.193,0.0129999999999999,0.86666666666666,True
diagnostic,250722p,S2,forward,2,0.063,0.097,6.466666666666667,False
diagnostic,250722p,S2,forward,2,0.098,0.062,4.133333333333334,False
diagnostic,250722p,S2,forward,2,0.151,0.009,0.6,True
diagnostic,250722q,S2,forward,2,0.07,0.0749999999999999,4.999999999999994,False
diagnostic,250722q,S2,forward,2,0.104,0.0409999999999999,2.7333333333333267,False
diagnostic,250722r,S2,forward,2,0.101,0.0789999999999999,5.26666666666666,False
diagnostic,250722r,S2,forward,2,0.166,0.0139999999999999,0.9333333333333268,True
diagnostic,250722t,S2,forward,2,0.153,0.0259999999999999,1.7333333333333267,False
diagnostic,250722v,S2,forward,2,0.048,0.137,9.133333333333336,False
diagnostic,250722v,S2,forward,2,0.121,0.064,4.266666666666667,False
diagnostic,250722v,S2,forward,2,0.139,0.0459999999999999,3.06666666666666,False
diagnostic,250722v,S2,forward,2,0.169,0.0159999999999999,1.06666666666666,False
diagnostic,250722w,S2,forward,2,0.131,0.0549999999999999,4.230769230769224,False
diagnostic,250722w,S2,forward,2,0.146,0.04,3.076923076923077,False
diagnostic,250722x,S2,forward,2,0.038,0.1349999999999999,8.999999999999993,False
diagnostic,250722x,S2,forward,2,0.158,0.0149999999999999,0.9999999999999934,True
diagnostic,250722y,S2,forward,2,0.056,0.1169999999999999,7.799999999999994,False
diagnostic,250722y,S2,forward,2,0.131,0.0419999999999999,2.799999999999993,False
diagnostic,250722y,S2,forward,2,0.161,0.0119999999999999,0.7999999999999934,True
diagnostic,250723a,S2,forward,2,0.293,0.127,8.466666666666667,False
diagnostic,250723a,S2,forward,2,0.378,0.0419999999999999,2.799999999999993,False
diagnostic,250723b,S2,forward,2,0.049,0.333,37.00000000000001,False
diagnostic,250723b,S2,forward,2,0.187,0.195,21.666666666666668,False
diagnostic,250723b,S2,forward,2,0.237,0.145,16.11111111111111,False
diagnostic,250723b,S2,forward,2,0.277,0.1049999999999999,11.666666666666655,False
diagnostic,250723b,S2,forward,2,0.303,0.079,8.777777777777779,False
diagnostic,250723b,S2,forward,2,0.318,0.064,7.111111111111112,False
diagnostic,250723b,S2,forward,2,0.353,0.029,3.2222222222222228,False
diagnostic,250723b,S2,forward,2,0.373,0.009,1.0,True
diagnostic,250723c,S2,forward,2,0.203,0.197,21.888888888888893,False
diagnostic,250723c,S2,forward,2,0.218,0.182,20.22222222222222,False
diagnostic,250723c,S2,forward,2,0.278,0.122,13.555555555555555,False
diagnostic,250723c,S2,forward,2,0.313,0.087,9.666666666666666,False
diagnostic,250723e,S2,forward,2,0.045,0.198,22.000000000000004,False
diagnostic,250723e,S2,forward,2,0.204,0.039,4.333333333333334,False
diagnostic,250723f,S2,forward,2,0.101,0.131,14.555555555555555,False
diagnostic,250723f,S2,forward,2,0.116,0.116,12.888888888888893,False
diagnostic,250723f,S2,forward,2,0.146,0.086,9.555555555555555,False
diagnostic,250723f,S2,forward,2,0.201,0.031,3.4444444444444446,False
diagnostic,250723h,S2,forward,2,0.044,0.094,10.444444444444445,False
diagnostic,250723i,S2,forward,2,0.048,0.1569999999999999,17.444444444444432,False
diagnostic,250723i,S2,forward,2,0.135,0.0699999999999999,7.777777777777767,False
diagnostic,250723i,S2,forward,2,0.15,0.0549999999999999,6.111111111111101,False
diagnostic,250723i,S2,forward,2,0.17,0.0349999999999999,3.888888888888878,False
diagnostic,250723j,S2,forward,2,0.058,0.164,18.222222222222225,False
diagnostic,250723j,S2,forward,2,0.083,0.139,15.444444444444446,False
diagnostic,250723j,S2,forward,2,0.208,0.014,1.5555555555555558,False
diagnostic,250723k,S2,forward,2,0.036,0.19,14.615384615384617,False
diagnostic,250723k,S2,forward,2,0.186,0.04,3.076923076923077,False
diagnostic,250723l,S2,forward,2,0.036,0.147,11.307692307692308,False
diagnostic,250723l,S2,forward,2,0.166,0.0169999999999999,1.3076923076923002,False
diagnostic,250723m,S2,forward,2,0.161,0.0429999999999999,3.3076923076923,False
diagnostic,250723n,S2,forward,2,0.196,0.0289999999999999,2.2307692307692237,False
diagnostic,250723o,S2,forward,2,0.091,0.0529999999999999,4.0769230769230695,False
diagnostic,250723q,S2,forward,2,0.061,0.094,7.230769230769231,False
diagnostic,250723r,S2,forward,2,0.106,0.052,4.0,False
diagnostic,250723r,S2,forward,2,0.131,0.0269999999999999,2.076923076923069,False
diagnostic,250723s,S2,forward,2,0.126,0.012,0.9230769230769232,True
diagnostic,250723u,S2,forward,2,0.131,0.0099999999999999,0.7692307692307615,True
diagnostic,250723x,S2,forward,2,0.066,0.0389999999999999,2.9999999999999925,False
diagnostic,250723x,S2,forward,2,0.086,0.019,1.4615384615384617,False
diagnostic,250820a,S4,forward,2,0.249,1.073,21.897959183673468,False
diagnostic,250820a,S4,forward,2,0.309,1.013,20.673469387755095,False
diagnostic,250820a,S4,forward,2,0.344,0.978,19.959183673469383,False
diagnostic,250820a,S4,forward,2,0.359,0.963,19.653061224489797,False
diagnostic,250820a,S4,forward,2,0.444,0.8780000000000001,17.918367346938776,False
diagnostic,250820a,S4,forward,2,0.694,0.6280000000000001,12.816326530612248,False
diagnostic,250820a,S4,forward,2,0.754,0.5680000000000001,11.591836734693878,False
diagnostic,250820a,S4,forward,2,0.849,0.4730000000000001,9.653061224489797,False
diagnostic,250820b,S4,forward,2,0.186,1.635,33.36734693877551,False
diagnostic,250820b,S4,forward,2,0.226,1.595,32.55102040816326,False
diagnostic,250820b,S4,forward,2,0.519,1.302,26.571428571428573,False
diagnostic,250820b,S4,forward,2,0.569,1.252,25.551020408163264,False
diagnostic,250820b,S4,forward,2,0.604,1.217,24.836734693877556,False
diagnostic,250820b,S4,forward,2,0.619,1.202,24.53061224489796,False
diagnostic,250820b,S4,forward,2,0.791,1.0299999999999998,21.0204081632653,False
diagnostic,250820b,S4,forward,2,0.901,0.92,18.775510204081638,False
diagnostic,250820b,S4,forward,2,1.156,0.665,13.571428571428571,False
diagnostic,250820b,S4,forward,2,1.536,0.2849999999999999,5.816326530612243,False
diagnostic,250820b,S4,forward,2,1.561,0.26,5.306122448979592,False
diagnostic,250820b,S4,forward,2,1.661,0.1599999999999999,3.265306122448977,False
diagnostic,250820b,S4,forward,2,1.709,0.1119999999999998,2.2857142857142816,False
diagnostic,250820b,S4,forward,2,1.739,0.0819999999999998,1.673469387755098,False
diagnostic,250820c,S4,forward,2,0.154,1.1940000000000002,24.367346938775512,False
diagnostic,250820c,S4,forward,2,0.249,1.0990000000000002,22.42857142857143,False
diagnostic,250820c,S4,forward,2,0.319,1.029,21.0,False
diagnostic,250820c,S4,forward,2,0.334,1.014,20.693877551020407,False
diagnostic,250820c,S4,forward,2,0.384,0.964,19.6734693877551,False
diagnostic,250820c,S4,forward,2,0.464,0.8840000000000001,18.040816326530614,False
diagnostic,250820c,S4,forward,2,0.674,0.674,13.755102040816327,False
diagnostic,250820c,S4,forward,2,0.704,0.6440000000000001,13.142857142857144,False
diagnostic,250820c,S4,forward,2,0.739,0.6090000000000001,12.42857142857143,False
diagnostic,250820c,S4,forward,2,0.809,0.539,11.0,False
diagnostic,250820c,S4,forward,2,0.989,0.3590000000000001,7.326530612244899,False
diagnostic,250820c,S4,forward,2,1.024,0.324,6.612244897959184,False
diagnostic,250820c,S4,forward,2,1.044,0.304,6.204081632653061,False
diagnostic,250820c,S4,forward,2,1.074,0.274,5.591836734693878,False
diagnostic,250820c,S4,forward,2,1.334,0.014,0.2857142857142857,True
diagnostic,250820d,S4,forward,2,0.131,1.26,25.71428571428571,False
diagnostic,250820d,S4,forward,2,0.156,1.235,25.20408163265306,False
diagnostic,250820d,S4,forward,2,0.226,1.165,23.775510204081638,False
diagnostic,250820d,S4,forward,2,0.296,1.095,22.346938775510203,False
diagnostic,250820d,S4,forward,2,0.346,1.045,21.32653061224489,False
diagnostic,250820d,S4,forward,2,0.366,1.025,20.918367346938773,False
diagnostic,250820d,S4,forward,2,0.421,0.97,19.79591836734694,False
diagnostic,250820d,S4,forward,2,0.836,0.555,11.326530612244898,False
diagnostic,250820d,S4,forward,2,1.191,0.1999999999999999,4.081632653061222,False
diagnostic,250820d,S4,forward,2,1.271,0.1200000000000001,2.448979591836737,False
diagnostic,250820e,S4,forward,2,0.145,1.208,21.96363636363636,False
diagnostic,250820e,S4,forward,2,0.21,1.143,20.78181818181818,False
diagnostic,250820e,S4,forward,2,0.29,1.063,19.327272727272724,False
diagnostic,250820e,S4,forward,2,0.335,1.018,18.509090909090908,False
diagnostic,250820e,S4,forward,2,0.36,0.993,18.05454545454545,False
diagnostic,250820e,S4,forward,2,0.39,0.963,17.509090909090908,False
diagnostic,250820e,S4,forward,2,0.425,0.928,16.872727272727275,False
diagnostic,250820e,S4,forward,2,0.525,0.828,15.054545454545451,False
diagnostic,250820e,S4,forward,2,0.645,0.708,12.872727272727271,False
diagnostic,250820e,S4,forward,2,0.66,0.693,12.6,False
diagnostic,250820e,S4,forward,2,0.755,0.598,10.872727272727271,False
diagnostic,250820e,S4,forward,2,1.04,0.3129999999999999,5.690909090909089,False
diagnostic,250820e,S4,forward,2,1.225,0.1279999999999999,2.3272727272727254,False
diagnostic,250820e,S4,forward,2,1.325,0.028,0.5090909090909091,True
diagnostic,250820f,S4,forward,2,0.129,1.222,21.43859649122807,False
diagnostic,250820f,S4,forward,2,0.194,1.157,20.29824561403509,False
diagnostic,250820f,S4,forward,2,0.384,0.967,16.964912280701753,False
diagnostic,250820f,S4,forward,2,0.449,0.902,15.824561403508772,False
diagnostic,250820f,S4,forward,2,0.514,0.837,14.684210526315788,False
diagnostic,250820f,S4,forward,2,0.709,0.642,11.263157894736842,False
diagnostic,250820f,S4,forward,2,0.724,0.627,11.0,False
diagnostic,250820f,S4,forward,2,0.799,0.5519999999999999,9.684210526315788,False
diagnostic,250820f,S4,forward,2,0.839,0.512,8.982456140350877,False
diagnostic,250820f,S4,forward,2,1.17,0.181,3.175438596491228,False
diagnostic,250820f,S4,forward,2,1.325,0.026,0.4561403508771929,True
diagnostic,250820g,S4,forward,2,0.31,0.7809999999999999,14.2,False
diagnostic,250820g,S4,forward,2,0.365,0.726,13.2,False
diagnostic,250820g,S4,forward,2,0.4,0.691,12.563636363636364,False
diagnostic,250820g,S4,forward,2,0.43,0.661,12.01818181818182,False
diagnostic,250820g,S4,forward,2,0.475,0.616,11.2,False
diagnostic,250820g,S4,forward,2,0.525,0.566,10.29090909090909,False
diagnostic,250820g,S4,forward,2,0.55,0.5409999999999999,9.836363636363634,False
diagnostic,250820g,S4,forward,2,0.905,0.1859999999999999,3.38181818181818,False
diagnostic,250820g,S4,forward,2,1.011,0.08,1.4545454545454546,False
diagnostic,250820h,S4,forward,2,0.199,0.8619999999999999,15.122807017543858,False
diagnostic,250820h,S4,forward,2,0.244,0.817,14.333333333333332,False
diagnostic,250820h,S4,forward,2,0.329,0.732,12.842105263157894,False
diagnostic,250820h,S4,forward,2,0.384,0.6769999999999999,11.87719298245614,False
diagnostic,250820h,S4,forward,2,0.589,0.472,8.280701754385964,False
diagnostic,250820h,S4,forward,2,0.914,0.1469999999999999,2.578947368421051,False
diagnostic,250820h,S4,forward,2,1.034,0.0269999999999999,0.473684210526314,True
diagnostic,250820i,S4,forward,2,0.14,0.716,13.018181818181818,False
diagnostic,250820i,S4,forward,2,0.23,0.626,11.38181818181818,False
diagnostic,250820i,S4,forward,2,0.265,0.591,10.745454545454544,False
diagnostic,250820i,S4,forward,2,0.32,0.536,9.745454545454546,False
diagnostic,250820i,S4,forward,2,0.345,0.511,9.290909090909093,False
diagnostic,250820i,S4,forward,2,0.395,0.4609999999999999,8.381818181818181,False
diagnostic,250820i,S4,forward,2,0.425,0.431,7.836363636363636,False
diagnostic,250820i,S4,forward,2,0.84,0.016,0.2909090909090909,True
diagnostic,250820j,S4,forward,2,0.15,0.826,15.018181818181818,False
diagnostic,250820j,S4,forward,2,0.18,0.796,14.472727272727273,False
diagnostic,250820j,S4,forward,2,0.235,0.741,13.472727272727273,False
diagnostic,250820j,S4,forward,2,0.26,0.716,13.018181818181818,False
diagnostic,250820j,S4,forward,2,0.813,0.163,2.963636363636364,False
diagnostic,250820j,S4,forward,2,0.853,0.123,2.2363636363636363,False
diagnostic,250820j,S4,forward,2,0.923,0.0529999999999999,0.9636363636363618,True
diagnostic,250820j,S4,forward,2,0.938,0.038,0.6909090909090909,True
diagnostic,250820k,S4,forward,2,0.173,0.633,11.50909090909091,False
diagnostic,250820k,S4,forward,2,0.198,0.6080000000000001,11.054545454545456,False
diagnostic,250820k,S4,forward,2,0.243,0.5630000000000001,10.236363636363638,False
diagnostic,250820k,S4,forward,2,0.333,0.473,8.6,False
diagnostic,250820k,S4,forward,2,0.521,0.285,5.181818181818182,False
diagnostic,250820k,S4,forward,2,0.609,0.197,3.581818181818182,False
diagnostic,250820k,S4,forward,2,0.639,0.167,3.0363636363636366,False
diagnostic,250820k,S4,forward,2,0.699,0.1070000000000001,1.945454545454547,False
diagnostic,250820k,S4,forward,2,0.724,0.082,1.490909090909091,False
diagnostic,250820k,S4,forward,2,0.789,0.017,0.3090909090909091,True
diagnostic,250820l,S4,forward,2,0.143,0.669,12.163636363636364,False
diagnostic,250820l,S4,forward,2,0.178,0.6340000000000001,11.52727272727273,False
diagnostic,250820l,S4,forward,2,0.268,0.544,9.890909090909092,False
diagnostic,250820l,S4,forward,2,0.323,0.489,8.89090909090909,False
diagnostic,250820l,S4,forward,2,0.614,0.198,3.6,False
diagnostic,250820l,S4,forward,2,0.769,0.043,0.7818181818181817,True
diagnostic,250822a,S4,forward,2,0.183,0.51,9.272727272727272,False
diagnostic,250822a,S4,forward,2,0.218,0.475,8.636363636363637,False
diagnostic,250822a,S4,forward,2,0.248,0.4449999999999999,8.090909090909088,False
diagnostic,250822a,S4,forward,2,0.363,0.3299999999999999,5.999999999999998,False
diagnostic,250822a,S4,forward,2,0.618,0.0749999999999999,1.3636363636363618,False
diagnostic,250822a,S4,forward,2,0.683,0.0099999999999998,0.1818181818181782,True
diagnostic,250822b,S4,forward,2,0.213,0.41,7.454545454545454,False
diagnostic,250822b,S4,forward,2,0.238,0.385,7.0,False
diagnostic,250822b,S4,forward,2,0.258,0.365,6.636363636363636,False
diagnostic,250822b,S4,forward,2,0.473,0.15,2.727272727272727,False
diagnostic,250822b,S4,forward,2,0.528,0.0949999999999999,1.7272727272727255,False
diagnostic,250822c,S4,forward,2,0.278,0.363,6.6,False
diagnostic,250822c,S4,forward,2,0.333,0.308,5.6,False
diagnostic,250822c,S4,forward,2,0.438,0.203,3.6909090909090914,False
diagnostic,250822c,S4,forward,2,0.508,0.133,2.4181818181818184,False
diagnostic,250822c,S4,forward,2,0.548,0.0929999999999999,1.6909090909090891,False
diagnostic,250822e,S4,forward,2,0.211,0.298,5.622641509433962,False
diagnostic,250822e,S4,forward,2,0.246,0.263,4.962264150943397,False
diagnostic,250822e,S4,forward,2,0.281,0.2279999999999999,4.301886792452828,False
diagnostic,250822e,S4,forward,2,0.366,0.143,2.69811320754717,False
diagnostic,250822e,S4,forward,2,0.446,0.063,1.1886792452830188,False
diagnostic,250822r,S4,forward,2,0.114,1.144,21.58490566037736,False
diagnostic,250822r,S4,forward,2,0.149,1.109,20.92452830188679,False
diagnostic,250822r,S4,forward,2,0.209,1.049,19.79245283018868,False
diagnostic,250822r,S4,forward,2,0.229,1.029,19.41509433962264,False
diagnostic,250822r,S4,forward,2,0.439,0.819,15.452830188679243,False
diagnostic,250822r,S4,forward,2,0.464,0.794,14.9811320754717,False
diagnostic,250822r,S4,forward,2,0.554,0.704,13.283018867924527,False
diagnostic,250822r,S4,forward,2,0.739,0.519,9.79245283018868,False
diagnostic,250822r,S4,forward,2,1.144,0.1140000000000001,2.1509433962264173,False
diagnostic,250822r,S4,forward,2,1.199,0.0589999999999999,1.1132075471698095,False
diagnostic,250822r,S4,forward,2,1.234,0.024,0.4528301886792453,True
diagnostic,250822s,S4,forward,2,0.259,0.736,13.88679245283019,False
diagnostic,250822s,S4,forward,2,0.299,0.696,13.132075471698112,False
diagnostic,250822s,S4,forward,2,0.344,0.651,12.283018867924527,False
diagnostic,250822s,S4,forward,2,0.464,0.5309999999999999,10.0188679245283,False
diagnostic,250822s,S4,forward,2,0.889,0.1059999999999999,1.9999999999999984,False
diagnostic,250822s,S4,forward,2,0.914,0.0809999999999999,1.5283018867924512,False
diagnostic,250822s,S4,forward,2,0.979,0.016,0.3018867924528302,True
diagnostic,250822t,S4,forward,2,0.179,0.627,11.830188679245284,False
diagnostic,250822t,S4,forward,2,0.199,0.607,11.452830188679243,False
diagnostic,250822t,S4,forward,2,0.244,0.562,10.603773584905662,False
diagnostic,250822t,S4,forward,2,0.269,0.537,10.132075471698114,False
diagnostic,250822t,S4,forward,2,0.619,0.187,3.5283018867924527,False
diagnostic,250822t,S4,forward,2,0.654,0.152,2.8679245283018866,False
diagnostic,250822t,S4,forward,2,0.719,0.087,1.641509433962264,False
diagnostic,250822u,S4,forward,2,0.204,0.446,8.415094339622643,False
diagnostic,250822u,S4,forward,2,0.239,0.411,7.754716981132075,False
diagnostic,250822u,S4,forward,2,0.254,0.396,7.471698113207548,False
diagnostic,250822u,S4,forward,2,0.379,0.271,5.113207547169812,False
diagnostic,250822u,S4,forward,2,0.444,0.206,3.8867924528301887,False
diagnostic,250822u,S4,forward,2,0.469,0.181,3.4150943396226414,False
diagnostic,250822u,S4,forward,2,0.609,0.041,0.7735849056603774,True
diagnostic,241022h,S2,reverse,1,0.103,0.679,35.736842105263165,False
diagnostic,241022h,S2,reverse,1,0.298,0.484,25.473684210526315,False
diagnostic,241022h,S2,reverse,1,0.313,0.469,24.684210526315788,False
diagnostic,241022h,S2,reverse,1,0.337,0.445,23.42105263157895,False
diagnostic,241022h,S2,reverse,1,0.433,0.349,18.36842105263158,False
diagnostic,241022h,S2,reverse,1,0.448,0.334,17.578947368421055,False
diagnostic,241022h,S2,reverse,1,0.458,0.324,17.05263157894737,False
diagnostic,241022h,S2,reverse,1,0.468,0.314,16.526315789473685,False
diagnostic,241022h,S2,reverse,1,0.488,0.294,15.473684210526317,False
diagnostic,241022h,S2,reverse,1,0.618,0.164,8.631578947368421,False
diagnostic,241022h,S2,reverse,1,0.628,0.154,8.105263157894736,False
diagnostic,241022h,S2,reverse,1,0.648,0.134,7.052631578947369,False
diagnostic,241022h,S2,reverse,1,0.673,0.1089999999999999,5.736842105263153,False
diagnostic,241022h,S2,reverse,1,0.683,0.0989999999999999,5.210526315789468,False
diagnostic,241022h,S2,reverse,1,0.708,0.074,3.8947368421052633,False
diagnostic,241022h,S2,reverse,1,0.723,0.059,3.1052631578947367,False
diagnostic,241022h,S2,reverse,1,0.733,0.049,2.5789473684210527,False
diagnostic,241022h,S2,reverse,1,0.748,0.034,1.7894736842105263,False
diagnostic,241022h,S2,reverse,1,0.758,0.024,1.2631578947368425,False
diagnostic,241022i,S2,reverse,1,0.142,0.4489999999999999,23.631578947368418,False
diagnostic,241022i,S2,reverse,1,0.172,0.419,22.052631578947366,False
diagnostic,241022i,S2,reverse,1,0.347,0.244,12.842105263157896,False
diagnostic,241022i,S2,reverse,1,0.357,0.2339999999999999,12.315789473684204,False
diagnostic,241022i,S2,reverse,1,0.422,0.1689999999999999,8.894736842105258,False
diagnostic,241022i,S2,reverse,1,0.435,0.1559999999999999,8.210526315789467,False
diagnostic,241022i,S2,reverse,1,0.456,0.1349999999999999,7.105263157894732,False
diagnostic,241022i,S2,reverse,1,0.466,0.1249999999999999,6.578947368421048,False
diagnostic,241022i,S2,reverse,1,0.476,0.1149999999999999,6.052631578947363,False
diagnostic,241022i,S2,reverse,1,0.496,0.0949999999999999,4.999999999999995,False
diagnostic,241022i,S2,reverse,1,0.506,0.0849999999999999,4.473684210526311,False
diagnostic,241022i,S2,reverse,1,0.516,0.0749999999999999,3.9473684210526265,False
diagnostic,241022i,S2,reverse,1,0.526,0.0649999999999999,3.4210526315789425,False
diagnostic,241022i,S2,reverse,1,0.536,0.0549999999999999,2.894736842105258,False
diagnostic,241022i,S2,reverse,1,0.556,0.0349999999999999,1.8421052631578896,False
diagnostic,241022i,S2,reverse,1,0.581,0.01,0.5263157894736842,True
diagnostic,241022j,S2,reverse,1,0.087,0.523,27.526315789473685,False
diagnostic,241022j,S2,reverse,1,0.147,0.4629999999999999,24.36842105263157,False
diagnostic,241022j,S2,reverse,1,0.183,0.427,22.473684210526315,False
diagnostic,241022j,S2,reverse,1,0.233,0.377,19.84210526315789,False
diagnostic,241022j,S2,reverse,1,0.298,0.312,16.42105263157895,False
diagnostic,241022j,S2,reverse,1,0.338,0.2719999999999999,14.315789473684204,False
diagnostic,241022j,S2,reverse,1,0.408,0.202,10.63157894736842,False
diagnostic,241022j,S2,reverse,1,0.443,0.1669999999999999,8.78947368421052,False
diagnostic,241022j,S2,reverse,1,0.483,0.127,6.684210526315789,False
diagnostic,241022j,S2,reverse,1,0.493,0.1169999999999999,6.1578947368421,False
diagnostic,241022j,S2,reverse,1,0.503,0.1069999999999999,5.631578947368416,False
diagnostic,241022j,S2,reverse,1,0.528,0.0819999999999999,4.315789473684205,False
diagnostic,241022j,S2,reverse,1,0.538,0.0719999999999999,3.789473684210521,False
diagnostic,241022j,S2,reverse,1,0.548,0.0619999999999999,3.263157894736837,False
diagnostic,241022j,S2,reverse,1,0.558,0.0519999999999999,2.7368421052631526,False
diagnostic,241022j,S2,reverse,1,0.568,0.042,2.210526315789474,False
diagnostic,241022j,S2,reverse,1,0.593,0.017,0.8947368421052633,True
diagnostic,241022j,S2,reverse,1,0.608,0.002,0.1052631578947368,True
diagnostic,241022k,S2,reverse,1,0.049,0.481,25.31578947368421,False
diagnostic,241022k,S2,reverse,1,0.084,0.446,23.473684210526315,False
diagnostic,241022k,S2,reverse,1,0.094,0.436,22.947368421052637,False
diagnostic,241022k,S2,reverse,1,0.119,0.411,21.63157894736842,False
diagnostic,241022k,S2,reverse,1,0.129,0.401,21.10526315789474,False
diagnostic,241022k,S2,reverse,1,0.144,0.386,20.31578947368421,False
diagnostic,241022k,S2,reverse,1,0.255,0.275,14.473684210526317,False
diagnostic,241022k,S2,reverse,1,0.285,0.245,12.894736842105264,False
diagnostic,241022k,S2,reverse,1,0.31,0.22,11.578947368421051,False
diagnostic,241022k,S2,reverse,1,0.46,0.07,3.68421052631579,False
diagnostic,241022k,S2,reverse,1,0.49,0.04,2.1052631578947367,False
diagnostic,241022k,S2,reverse,1,0.515,0.015,0.7894736842105263,True
diagnostic,241022k,S2,reverse,1,0.525,0.005,0.2631578947368421,True
diagnostic,241022m,S2,reverse,1,0.056,0.4,21.05263157894737,False
diagnostic,241022m,S2,reverse,1,0.076,0.38,20.0,False
diagnostic,241022m,S2,reverse,1,0.112,0.344,18.105263157894736,False
diagnostic,241022m,S2,reverse,1,0.127,0.329,17.315789473684212,False
diagnostic,241022m,S2,reverse,1,0.137,0.319,16.789473684210527,False
diagnostic,241022m,S2,reverse,1,0.152,0.304,16.0,False
diagnostic,241022m,S2,reverse,1,0.172,0.284,14.94736842105263,False
diagnostic,241022m,S2,reverse,1,0.427,0.029,1.5263157894736843,False
diagnostic,241022m,S2,reverse,1,0.437,0.019,1.0,True
diagnostic,241022n,S2,reverse,1,0.05,0.3,14.285714285714285,False
diagnostic,241022n,S2,reverse,1,0.075,0.2749999999999999,13.09523809523809,False
diagnostic,241022n,S2,reverse,1,0.11,0.24,11.428571428571429,False
diagnostic,241022n,S2,reverse,1,0.13,0.2199999999999999,10.476190476190473,False
diagnostic,241022n,S2,reverse,1,0.14,0.2099999999999999,9.999999999999996,False
diagnostic,241022n,S2,reverse,1,0.26,0.0899999999999999,4.28571428571428,False
diagnostic,241022n,S2,reverse,1,0.3,0.0499999999999999,2.380952380952376,False
diagnostic,241022p,S2,reverse,1,0.08,0.2669999999999999,12.714285714285708,False
diagnostic,241022p,S2,reverse,1,0.09,0.257,12.238095238095235,False
diagnostic,241022p,S2,reverse,1,0.105,0.242,11.523809523809522,False
diagnostic,241022p,S2,reverse,1,0.13,0.2169999999999999,10.333333333333329,False
diagnostic,241022p,S2,reverse,1,0.155,0.1919999999999999,9.142857142857135,False
diagnostic,241022p,S2,reverse,1,0.175,0.172,8.19047619047619,False
diagnostic,241022p,S2,reverse,1,0.19,0.1569999999999999,7.47619047619047,False
diagnostic,241022p,S2,reverse,1,0.225,0.1219999999999999,5.809523809523804,False
diagnostic,241022p,S2,reverse,1,0.25,0.0969999999999999,4.619047619047614,False
diagnostic,241022p,S2,reverse,1,0.315,0.0319999999999999,1.5238095238095188,False
diagnostic,241022p,S2,reverse,1,0.335,0.0119999999999999,0.5714285714285666,True
diagnostic,241022q,S2,reverse,1,0.065,0.365,17.38095238095238,False
diagnostic,241022q,S2,reverse,1,0.09,0.3399999999999999,16.190476190476186,False
diagnostic,241022q,S2,reverse,1,0.105,0.325,15.476190476190476,False
diagnostic,241022q,S2,reverse,1,0.145,0.285,13.57142857142857,False
diagnostic,241022q,S2,reverse,1,0.16,0.27,12.857142857142858,False
diagnostic,241022q,S2,reverse,1,0.185,0.245,11.666666666666666,False
diagnostic,241022q,S2,reverse,1,0.21,0.22,10.476190476190476,False
diagnostic,241022q,S2,reverse,1,0.26,0.1699999999999999,8.09523809523809,False
diagnostic,241022q,S2,reverse,1,0.385,0.0449999999999999,2.142857142857138,False
diagnostic,241022s,S2,reverse,1,0.1,0.2469999999999999,11.761904761904756,False
diagnostic,241022s,S2,reverse,1,0.14,0.2069999999999999,9.857142857142852,False
diagnostic,241022s,S2,reverse,1,0.155,0.1919999999999999,9.142857142857135,False
diagnostic,241022s,S2,reverse,1,0.165,0.1819999999999999,8.666666666666663,False
diagnostic,241022s,S2,reverse,1,0.28,0.0669999999999999,3.190476190476186,False
diagnostic,241022s,S2,reverse,1,0.3,0.0469999999999999,2.2380952380952333,False
diagnostic,241022s,S2,reverse,1,0.31,0.0369999999999999,1.761904761904757,False
diagnostic,241022s,S2,reverse,1,0.32,0.0269999999999999,1.285714285714281,False
diagnostic,241022s,S2,reverse,1,0.335,0.0119999999999999,0.5714285714285666,True
diagnostic,241022s,S2,reverse,1,0.345,0.002,0.0952380952380952,True
diagnostic,241111d,S2,reverse,1,0.054,0.338,14.695652173913045,False
diagnostic,241111d,S2,reverse,1,0.064,0.328,14.260869565217392,False
diagnostic,241111d,S2,reverse,1,0.154,0.238,10.347826086956522,False
diagnostic,241111d,S2,reverse,1,0.194,0.198,8.608695652173914,False
diagnostic,241111d,S2,reverse,1,0.229,0.163,7.086956521739131,False
diagnostic,241111d,S2,reverse,1,0.254,0.138,6.000000000000001,False
diagnostic,241111d,S2,reverse,1,0.269,0.123,5.3478260869565215,False
