partition,Name,fluid,direction,persistence,time_s,lead_s,lead_child_horizons,inside_event_window
development,241112g,S3,reverse,1,0.797,1.06,6.347305389221554,False
development,241112g,S3,reverse,1,0.857,1.0,5.988023952095805,False
development,241112g,S3,reverse,1,0.892,0.965,5.778443113772452,False
development,241112g,S3,reverse,1,0.932,0.925,5.53892215568862,False
development,241112g,S3,reverse,1,0.962,0.895,5.359281437125746,False
development,241112g,S3,reverse,1,0.992,0.865,5.179640718562872,False
development,241112g,S3,reverse,1,1.017,0.8400000000000001,5.029940119760477,False
development,241112g,S3,reverse,1,1.027,0.8300000000000001,4.970059880239519,False
development,241112g,S3,reverse,1,1.057,0.8,4.7904191616766445,False
development,241112g,S3,reverse,1,1.067,0.79,4.730538922155686,False
development,241112g,S3,reverse,1,1.107,0.75,4.491017964071854,False
development,241112g,S3,reverse,1,1.152,0.7050000000000001,4.221556886227543,False
development,241112g,S3,reverse,1,1.162,0.6950000000000001,4.161676646706585,False
development,241112g,S3,reverse,1,1.207,0.6499999999999999,3.8922155688622726,False
development,241112g,S3,reverse,1,1.217,0.6399999999999999,3.8323353293413143,False
development,241112g,S3,reverse,1,1.387,0.47,2.8143712574850284,False
development,241112g,S3,reverse,1,1.427,0.4299999999999999,2.5748502994011955,False
development,241112g,S3,reverse,1,1.452,0.405,2.4251497005988014,False
development,241112g,S3,reverse,1,1.467,0.3899999999999999,2.3353293413173635,False
development,241112g,S3,reverse,1,1.612,0.2449999999999998,1.467065868263471,False
development,241112g,S3,reverse,1,1.642,0.215,1.287425149700598,False
development,241112g,S3,reverse,1,1.702,0.155,0.9281437125748496,True
development,241112g,S3,reverse,1,1.777,0.08,0.4790419161676644,True
development,241112g,S3,reverse,1,1.822,0.0349999999999999,0.2095808383233526,True
development,241112h,S3,reverse,1,0.582,1.499,9.310559006211175,False
development,241112h,S3,reverse,1,0.612,1.469,9.124223602484468,False
development,241112h,S3,reverse,1,0.657,1.424,8.844720496894405,False
development,241112h,S3,reverse,1,0.672,1.4089999999999998,8.75155279503105,False
development,241112h,S3,reverse,1,0.722,1.359,8.44099378881987,False
development,241112h,S3,reverse,1,0.772,1.309,8.13043478260869,False
development,241112h,S3,reverse,1,0.827,1.254,7.788819875776393,False
development,241112h,S3,reverse,1,0.867,1.214,7.540372670807449,False
development,241112h,S3,reverse,1,0.882,1.1989999999999998,7.447204968944094,False
development,241112h,S3,reverse,1,0.917,1.164,7.229813664596269,False
development,241112h,S3,reverse,1,0.957,1.124,6.981366459627326,False
development,241112h,S3,reverse,1,0.977,1.104,6.857142857142854,False
development,241112h,S3,reverse,1,1.002,1.079,6.701863354037263,False
development,241112h,S3,reverse,1,1.017,1.064,6.6086956521739095,False
development,241112h,S3,reverse,1,1.037,1.044,6.484472049689438,False
development,241112h,S3,reverse,1,1.102,0.979,6.080745341614904,False
development,241112h,S3,reverse,1,1.122,0.959,5.956521739130431,False
development,241112h,S3,reverse,1,1.157,0.924,5.739130434782606,False
development,241112h,S3,reverse,1,1.172,0.909,5.645962732919251,False
development,241112h,S3,reverse,1,1.192,0.889,5.52173913043478,False
development,241112h,S3,reverse,1,1.212,0.869,5.397515527950308,False
development,241112h,S3,reverse,1,1.282,0.7989999999999999,4.962732919254655,False
development,241112h,S3,reverse,1,1.292,0.7889999999999999,4.90062111801242,False
development,241112h,S3,reverse,1,1.322,0.7589999999999999,4.714285714285711,False
development,241112h,S3,reverse,1,1.347,0.734,4.5590062111801215,False
development,241112h,S3,reverse,1,1.367,0.714,4.43478260869565,False
development,241112h,S3,reverse,1,1.442,0.639,3.96894409937888,False
development,241112h,S3,reverse,1,1.517,0.5640000000000001,3.5031055900621104,False
development,241112h,S3,reverse,1,1.572,0.5089999999999999,3.1614906832298115,False
development,241112h,S3,reverse,1,1.602,0.4789999999999998,2.975155279503103,False
development,241112h,S3,reverse,1,1.617,0.4639999999999999,2.881987577639749,False
development,241112h,S3,reverse,1,1.627,0.4539999999999999,2.819875776397513,False
development,241112h,S3,reverse,1,1.672,0.409,2.540372670807452,False
development,241112h,S3,reverse,1,1.732,0.349,2.167701863354036,False
development,241112h,S3,reverse,1,1.757,0.324,2.012422360248446,False
development,241112h,S3,reverse,1,1.927,0.1539999999999999,0.9565217391304336,True
development,241112h,S3,reverse,1,1.952,0.129,0.8012422360248443,True
development,241112h,S3,reverse,1,2.002,0.0790000000000001,0.4906832298136649,True
development,241113b,S3,reverse,1,0.717,2.154,9.0886075949367,False
development,241113b,S3,reverse,1,0.812,2.059,8.687763713080162,False
development,241113b,S3,reverse,1,0.917,1.954,8.244725738396617,False
development,241113b,S3,reverse,1,1.017,1.854,7.822784810126576,False
development,241113b,S3,reverse,1,1.062,1.809,7.632911392405056,False
development,241113b,S3,reverse,1,1.087,1.784,7.527426160337546,False
development,241113b,S3,reverse,1,1.102,1.769,7.464135021097039,False
development,241113b,S3,reverse,1,1.162,1.709,7.210970464135015,False
development,241113b,S3,reverse,1,1.172,1.699,7.16877637130801,False
development,241113b,S3,reverse,1,1.232,1.639,6.9156118143459855,False
development,241113b,S3,reverse,1,1.247,1.624,6.85232067510548,False
development,241113b,S3,reverse,1,1.312,1.559,6.578059071729951,False
development,241113b,S3,reverse,1,1.347,1.524,6.430379746835437,False
development,241113b,S3,reverse,1,1.482,1.389,5.860759493670881,False
development,241113b,S3,reverse,1,1.572,1.299,5.481012658227843,False
development,241113b,S3,reverse,1,1.582,1.289,5.438818565400839,False
development,241113b,S3,reverse,1,1.657,1.214,5.122362869198308,False
development,241113b,S3,reverse,1,1.732,1.139,4.805907172995776,False
development,241113b,S3,reverse,1,1.797,1.074,4.53164556962025,False
development,241113b,S3,reverse,1,1.837,1.034,4.362869198312232,False
development,241113b,S3,reverse,1,1.897,0.974,4.109704641350207,False
development,241113b,S3,reverse,1,1.972,0.899,3.793248945147676,False
development,241113b,S3,reverse,1,1.992,0.879,3.708860759493668,False
development,241113b,S3,reverse,1,2.087,0.7839999999999998,3.3080168776371277,False
development,241113b,S3,reverse,1,2.207,0.6640000000000001,2.8016877637130784,False
development,241113b,S3,reverse,1,2.277,0.5939999999999999,2.506329113924048,False
development,241113b,S3,reverse,1,2.322,0.5489999999999999,2.3164556962025293,False
development,241113b,S3,reverse,1,2.357,0.5139999999999998,2.168776371308014,False
development,241113b,S3,reverse,1,2.412,0.4590000000000001,1.936708860759492,False
development,241113b,S3,reverse,1,2.462,0.4089999999999998,1.7257383966244702,False
development,241113b,S3,reverse,1,2.582,0.2890000000000001,1.2194092827004213,False
development,241113b,S3,reverse,1,2.607,0.2639999999999998,1.1139240506329096,False
development,241113b,S3,reverse,1,2.697,0.1739999999999999,0.7341772151898723,True
development,241113b,S3,reverse,1,2.737,0.1339999999999999,0.5654008438818556,True
development,241113b,S3,reverse,1,2.777,0.0939999999999998,0.3966244725738385,True
development,241113b,S3,reverse,1,2.802,0.0689999999999999,0.2911392405063284,True
development,241113b,S3,reverse,1,2.827,0.044,0.1856540084388183,True
development,241113b,S3,reverse,1,2.837,0.0339999999999998,0.1434599156118133,True
development,241113m,S1,reverse,1,0.214,0.061,12.2,False
development,241113m,S1,reverse,1,0.271,0.004,0.8,True
development,241113n,S1,reverse,1,0.172,0.1169999999999999,23.399999999999977,False
development,241113n,S1,reverse,1,0.22,0.0689999999999999,13.79999999999998,False
development,241113n,S1,reverse,1,0.251,0.0379999999999999,7.59999999999998,False
development,241113n,S1,reverse,1,0.264,0.0249999999999999,4.9999999999999805,False
development,241113o,S1,reverse,1,0.132,0.273,54.6,False
development,241113o,S1,reverse,1,0.168,0.237,47.4,False
development,241113o,S1,reverse,1,0.196,0.209,41.8,False
development,241113o,S1,reverse,1,0.247,0.158,31.6,False
development,241113o,S1,reverse,1,0.259,0.146,29.2,False
development,241113o,S1,reverse,1,0.287,0.118,23.6,False
development,241113o,S1,reverse,1,0.317,0.088,17.599999999999998,False
development,241113o,S1,reverse,1,0.329,0.076,15.2,False
development,241113p,S1,reverse,1,0.093,0.171,34.2,False
development,241113p,S1,reverse,1,0.119,0.145,29.0,False
development,241113p,S1,reverse,1,0.238,0.026,5.199999999999999,False
development,241113q,S1,reverse,1,0.079,0.2059999999999999,41.19999999999998,False
development,241113q,S1,reverse,1,0.094,0.1909999999999999,38.19999999999997,False
development,241113q,S1,reverse,1,0.129,0.1559999999999999,31.199999999999974,False
development,241113q,S1,reverse,1,0.139,0.1459999999999999,29.19999999999998,False
development,241113q,S1,reverse,1,0.154,0.1309999999999999,26.199999999999974,False
development,241113q,S1,reverse,1,0.184,0.1009999999999999,20.199999999999974,False
development,241113q,S1,reverse,1,0.257,0.0279999999999999,5.59999999999998,False
development,241113q,S1,reverse,1,0.283,0.002,0.4,True
development,241113r,S1,reverse,1,0.076,0.107,21.4,False
development,241113r,S1,reverse,1,0.161,0.0219999999999999,4.39999999999998,False
development,241113r,S1,reverse,1,0.171,0.0119999999999999,2.39999999999998,False
development,241113s,S1,reverse,1,0.02,0.077,15.4,False
development,241113s,S1,reverse,1,0.077,0.02,4.0,False
development,241113t,S1,reverse,1,0.069,0.0729999999999999,14.59999999999998,False
development,241113t,S1,reverse,1,0.079,0.0629999999999999,12.59999999999998,False
development,241113t,S1,reverse,1,0.104,0.0379999999999999,7.59999999999998,False
development,241113t,S1,reverse,1,0.119,0.0229999999999999,4.59999999999998,False
development,241113t,S1,reverse,1,0.129,0.0129999999999999,2.59999999999998,False
development,241113u,S1,reverse,1,0.071,0.073,14.6,False
development,241113u,S1,reverse,1,0.116,0.0279999999999999,5.59999999999998,False
development,241113u,S1,reverse,1,0.126,0.0179999999999999,3.59999999999998,False
development,241113v,S1,reverse,1,0.027,0.153,30.6,False
development,241113v,S1,reverse,1,0.106,0.074,14.8,False
development,241113v,S1,reverse,1,0.136,0.0439999999999999,8.79999999999998,False
development,241113v,S1,reverse,1,0.146,0.034,6.800000000000001,False
development,241113v,S1,reverse,1,0.161,0.0189999999999999,3.79999999999998,False
development,241113v,S1,reverse,1,0.176,0.004,0.8,True
development,241113w,S1,reverse,1,0.03,0.033,6.6000000000000005,False
development,241118a,S1,reverse,1,0.045,0.075,15.0,False
development,241118a,S1,reverse,1,0.095,0.0249999999999999,4.9999999999999805,False
development,241118a,S1,reverse,1,0.115,0.0049999999999999,0.99999999999998,True
development,241118aa,S1,reverse,1,0.068,0.1169999999999999,23.399999999999977,False
development,241118aa,S1,reverse,1,0.116,0.0689999999999999,13.79999999999998,False
development,241118ab,S1,reverse,1,0.047,0.0409999999999999,8.19999999999998,False
development,241118ab,S1,reverse,1,0.072,0.016,3.2,False
development,241118ad,S1,reverse,1,0.028,0.064,12.8,False
development,241118ad,S1,reverse,1,0.063,0.0289999999999999,5.79999999999998,False
development,241118ae,S1,reverse,1,0.063,0.005,1.0,True
development,241118af,S1,reverse,1,0.022,0.013,2.6,False
development,241118ag,S1,reverse,1,0.026,0.029,5.8,False
development,241118ag,S1,reverse,1,0.036,0.019,3.8,False
development,241118al,S1,reverse,1,0.02,0.009,1.7999999999999998,False
development,241118b,S1,reverse,1,0.039,0.067,13.4,False
development,241118b,S1,reverse,1,0.054,0.052,10.4,False
development,241118b,S1,reverse,1,0.079,0.0269999999999999,5.39999999999998,False
development,241118b,S1,reverse,1,0.104,0.002,0.4,True
development,241118c,S1,reverse,1,0.053,0.066,13.2,False
development,241118c,S1,reverse,1,0.118,0.001,0.2,True
development,241118d,S1,reverse,1,0.05,0.079,15.8,False
development,241118d,S1,reverse,1,0.115,0.0139999999999999,2.79999999999998,False
development,241118e,S1,reverse,1,0.053,0.0489999999999999,9.79999999999998,False
development,241118f,S1,reverse,1,0.031,0.048,9.6,False
development,241118f,S1,reverse,1,0.061,0.018,3.6,False
development,241118f,S1,reverse,1,0.071,0.008,1.6,False
development,241118g,S1,reverse,1,0.035,0.0209999999999999,4.19999999999998,False
development,241118g,S1,reverse,1,0.045,0.011,2.2,False
development,241118h,S1,reverse,1,0.047,0.0409999999999999,8.19999999999998,False
development,241118h,S1,reverse,1,0.082,0.0059999999999999,1.19999999999998,False
development,241118i,S1,reverse,1,0.03,0.032,6.4,False
development,241118i,S1,reverse,1,0.05,0.0119999999999999,2.39999999999998,False
development,241118j,S1,reverse,1,0.02,0.05,10.0,False
development,241118j,S1,reverse,1,0.045,0.025,5.0,False
development,241118j,S1,reverse,1,0.06,0.01,2.0,False
development,241118k,S1,reverse,1,0.028,0.062,12.4,False
development,241118k,S1,reverse,1,0.058,0.0319999999999999,6.399999999999979,False
development,241118k,S1,reverse,1,0.073,0.017,3.4000000000000004,False
development,241118k,S1,reverse,1,0.083,0.0069999999999999,1.39999999999998,False
development,241118l,S1,reverse,1,0.025,0.0479999999999999,9.599999999999978,False
development,241118l,S1,reverse,1,0.055,0.0179999999999999,3.59999999999998,False
development,241118l,S1,reverse,1,0.07,0.0029999999999999,0.59999999999998,True
development,241118m,S1,reverse,1,0.036,0.026,5.199999999999999,False
development,241118n,S1,reverse,1,0.02,0.026,5.199999999999999,False
development,241118p,S1,reverse,1,0.03,0.027,5.4,False
development,241118p,S1,reverse,1,0.05,0.0069999999999999,1.39999999999998,False
development,241118r,S1,reverse,1,0.02,0.0399999999999999,7.99999999999998,False
development,241118r,S1,reverse,1,0.03,0.03,6.0,False
development,241118r,S1,reverse,1,0.04,0.0199999999999999,3.99999999999998,False
development,241118r,S1,reverse,1,0.05,0.0099999999999999,1.99999999999998,False
development,241112b,S3,reverse,2,0.479,1.727,9.235294117647054,False
development,241112b,S3,reverse,2,0.529,1.677,8.96791443850267,False
development,241112b,S3,reverse,2,0.554,1.652,8.834224598930476,False
development,241112b,S3,reverse,2,0.604,1.602,8.566844919786092,False
development,241112b,S3,reverse,2,0.699,1.507,8.05882352941176,False
development,241112b,S3,reverse,2,0.789,1.4169999999999998,7.577540106951866,False
development,241112b,S3,reverse,2,0.824,1.382,7.390374331550797,False
development,241112b,S3,reverse,2,0.894,1.3119999999999998,7.016042780748658,False
development,241112b,S3,reverse,2,0.999,1.207,6.454545454545452,False
development,241112b,S3,reverse,2,1.099,1.107,5.919786096256681,False
development,241112b,S3,reverse,2,1.134,1.072,5.732620320855612,False
development,241112b,S3,reverse,2,1.264,0.942,5.037433155080211,False
development,241112b,S3,reverse,2,1.299,0.907,4.850267379679142,False
development,241112b,S3,reverse,2,1.379,0.827,4.422459893048125,False
development,241112b,S3,reverse,2,1.419,0.7869999999999999,4.208556149732617,False
development,241112b,S3,reverse,2,1.434,0.772,4.128342245989303,False
development,241112b,S3,reverse,2,1.469,0.7369999999999999,3.941176470588232,False
development,241112b,S3,reverse,2,1.584,0.6219999999999999,3.326203208556147,False
development,241112b,S3,reverse,2,1.609,0.597,3.1925133689839558,False
development,241112b,S3,reverse,2,1.724,0.482,2.57754010695187,False
development,241112b,S3,reverse,2,1.764,0.4419999999999999,2.363636363636361,False
development,241112b,S3,reverse,2,1.819,0.387,2.069518716577539,False
development,241112b,S3,reverse,2,1.944,0.262,1.4010695187165767,False
development,241112b,S3,reverse,2,1.994,0.2119999999999999,1.1336898395721913,False
development,241112b,S3,reverse,2,2.134,0.072,0.3850267379679142,True
development,241112c,S3,reverse,2,0.408,2.533,13.691891891891885,False
development,241112c,S3,reverse,2,0.463,2.478,13.394594594594588,False
development,241112c,S3,reverse,2,0.618,2.323,12.55675675675675,False
development,241112c,S3,reverse,2,0.783,2.158,11.664864864864857,False
development,241112c,S3,reverse,2,0.933,2.008,10.854054054054048,False
development,241112c,S3,reverse,2,1.053,1.888,10.2054054054054,False
development,241112c,S3,reverse,2,1.088,1.853,10.01621621621621,False
development,241112c,S3,reverse,2,1.173,1.7679999999999998,9.55675675675675,False
development,241112c,S3,reverse,2,1.258,1.6829999999999998,9.097297297297292,False
development,241112c,S3,reverse,2,1.308,1.6329999999999998,8.82702702702702,False
development,241112c,S3,reverse,2,1.328,1.6129999999999998,8.718918918918913,False
development,241112c,S3,reverse,2,1.348,1.5929999999999995,8.610810810810802,False
development,241112c,S3,reverse,2,1.423,1.5179999999999998,8.205405405405399,False
development,241112c,S3,reverse,2,1.453,1.4879999999999998,8.043243243243237,False
development,241112c,S3,reverse,2,1.468,1.473,7.962162162162158,False
development,241112c,S3,reverse,2,1.503,1.438,7.772972972972968,False
development,241112c,S3,reverse,2,1.538,1.4029999999999998,7.583783783783778,False
development,241112c,S3,reverse,2,1.653,1.2879999999999998,6.962162162162157,False
development,241112c,S3,reverse,2,1.698,1.243,6.718918918918916,False
development,241112c,S3,reverse,2,1.723,1.2179999999999995,6.583783783783777,False
development,241112c,S3,reverse,2,1.798,1.1429999999999998,6.178378378378373,False
development,241112c,S3,reverse,2,1.858,1.0829999999999995,5.854054054054048,False
development,241112c,S3,reverse,2,1.933,1.0079999999999998,5.4486486486486445,False
development,241112c,S3,reverse,2,1.998,0.9429999999999998,5.097297297297294,False
development,241112c,S3,reverse,2,2.068,0.8729999999999998,4.718918918918915,False
development,241112c,S3,reverse,2,2.153,0.7879999999999998,4.259459459459456,False
development,241112c,S3,reverse,2,2.253,0.6879999999999997,3.718918918918915,False
development,241112c,S3,reverse,2,2.318,0.6229999999999998,3.3675675675675643,False
development,241112c,S3,reverse,2,2.393,0.548,2.9621621621621608,False
development,241112c,S3,reverse,2,2.433,0.508,2.7459459459459445,False
development,241112c,S3,reverse,2,2.478,0.4629999999999996,2.502702702702699,False
development,241112c,S3,reverse,2,2.603,0.3379999999999996,1.827027027027024,False
development,241112c,S3,reverse,2,2.713,0.2279999999999997,1.23243243243243,False
development,241112c,S3,reverse,2,2.773,0.1679999999999997,0.908108108108106,True
development,241112c,S3,reverse,2,2.833,0.1079999999999996,0.5837837837837813,True
development,241112c,S3,reverse,2,2.878,0.0629999999999997,0.3405405405405386,True
development,241112d,S3,reverse,2,0.494,2.935,16.03825136612021,False
development,241112d,S3,reverse,2,0.534,2.895,15.819672131147533,False
development,241112d,S3,reverse,2,0.679,2.75,15.027322404371576,False
development,241112d,S3,reverse,2,0.754,2.675,14.617486338797804,False
development,241112d,S3,reverse,2,0.834,2.595,14.180327868852451,False
development,241112d,S3,reverse,2,0.889,2.54,13.87978142076502,False
development,241112d,S3,reverse,2,0.944,2.485,13.579234972677588,False
development,241112d,S3,reverse,2,1.049,2.38,13.00546448087431,False
development,241112d,S3,reverse,2,1.164,2.265,12.377049180327862,False
development,241112d,S3,reverse,2,1.179,2.25,12.295081967213108,False
development,241112d,S3,reverse,2,1.279,2.15,11.748633879781414,False
development,241112d,S3,reverse,2,1.409,2.02,11.038251366120212,False
development,241112d,S3,reverse,2,1.429,2.0,10.928961748633874,False
development,241112d,S3,reverse,2,1.454,1.975,10.792349726775951,False
development,241112d,S3,reverse,2,1.479,1.95,10.655737704918026,False
development,241112d,S3,reverse,2,1.504,1.925,10.519125683060103,False
development,241112d,S3,reverse,2,1.524,1.905,10.409836065573764,False
development,241112d,S3,reverse,2,1.564,1.865,10.191256830601088,False
development,241112d,S3,reverse,2,1.609,1.82,9.945355191256825,False
development,241112d,S3,reverse,2,1.634,1.795,9.808743169398902,False
development,241112d,S3,reverse,2,1.669,1.7599999999999998,9.617486338797807,False
development,241112d,S3,reverse,2,1.794,1.6349999999999998,8.93442622950819,False
development,241112d,S3,reverse,2,1.809,1.62,8.852459016393437,False
development,241112d,S3,reverse,2,1.854,1.5749999999999995,8.606557377049173,False
development,241112d,S3,reverse,2,1.874,1.5549999999999995,8.497267759562833,False
development,241112d,S3,reverse,2,1.984,1.4449999999999998,7.896174863387973,False
development,241112d,S3,reverse,2,2.139,1.29,7.049180327868848,False
development,241112d,S3,reverse,2,2.204,1.2249999999999996,6.693989071038246,False
development,241112d,S3,reverse,2,2.334,1.0949999999999998,5.983606557377044,False
development,241112d,S3,reverse,2,2.574,0.855,4.672131147540981,False
development,241112d,S3,reverse,2,2.714,0.7149999999999999,3.907103825136609,False
development,241112d,S3,reverse,2,2.864,0.565,3.087431693989069,False
development,241112d,S3,reverse,2,2.929,0.5,2.7322404371584685,False
development,241112d,S3,reverse,2,3.114,0.3149999999999999,1.7213114754098344,False
development,241112d,S3,reverse,2,3.174,0.2549999999999999,1.3934426229508183,False
development,241112d,S3,reverse,2,3.309,0.1199999999999996,0.6557377049180302,True
development,241112d,S3,reverse,2,3.364,0.0649999999999999,0.3551912568306004,True
development,241112d,S3,reverse,2,3.389,0.04,0.2185792349726774,True
development,241112f,S3,reverse,2,0.42,2.031,11.60571428571428,False
development,241112f,S3,reverse,2,0.58,1.871,10.691428571428563,False
development,241112f,S3,reverse,2,0.675,1.776,10.148571428571422,False
development,241112f,S3,reverse,2,0.74,1.711,9.777142857142852,False
development,241112f,S3,reverse,2,0.77,1.681,9.60571428571428,False
development,241112f,S3,reverse,2,0.805,1.646,9.40571428571428,False
development,241112f,S3,reverse,2,0.84,1.6110000000000002,9.20571428571428,False
development,241112f,S3,reverse,2,0.9,1.5510000000000002,8.86285714285714,False
development,241112f,S3,reverse,2,0.955,1.496,8.548571428571424,False
development,241112f,S3,reverse,2,1.0,1.451,8.291428571428566,False
development,241112f,S3,reverse,2,1.025,1.4260000000000002,8.148571428571424,False
development,241112f,S3,reverse,2,1.065,1.386,7.919999999999995,False
development,241112f,S3,reverse,2,1.1,1.351,7.719999999999995,False
development,241112f,S3,reverse,2,1.14,1.3110000000000002,7.491428571428568,False
development,241112f,S3,reverse,2,1.165,1.286,7.348571428571424,False
development,241112f,S3,reverse,2,1.22,1.231,7.034285714285711,False
development,241112f,S3,reverse,2,1.27,1.181,6.748571428571425,False
development,241112f,S3,reverse,2,1.305,1.146,6.5485714285714245,False
development,241112f,S3,reverse,2,1.35,1.101,6.291428571428567,False
development,241112f,S3,reverse,2,1.405,1.046,5.977142857142854,False
development,241112f,S3,reverse,2,1.475,0.976,5.577142857142854,False
development,241112f,S3,reverse,2,1.565,0.8860000000000001,5.0628571428571405,False
development,241112f,S3,reverse,2,1.585,0.8660000000000001,4.948571428571427,False
development,241112f,S3,reverse,2,1.705,0.746,4.262857142857141,False
development,241112f,S3,reverse,2,1.85,0.601,3.4342857142857124,False
development,241112f,S3,reverse,2,1.91,0.5410000000000001,3.0914285714285703,False
development,241112f,S3,reverse,2,1.99,0.4610000000000001,2.634285714285713,False
development,241112f,S3,reverse,2,2.07,0.3810000000000002,2.177142857142857,False
development,241112f,S3,reverse,2,2.11,0.3410000000000002,1.9485714285714288,False
development,241112f,S3,reverse,2,2.17,0.2810000000000001,1.6057142857142852,False
development,241112f,S3,reverse,2,2.225,0.2259999999999999,1.29142857142857,False
development,241112f,S3,reverse,2,2.305,0.1459999999999999,0.8342857142857133,True
development,241112f,S3,reverse,2,2.375,0.076,0.434285714285714,True
development,241112g,S3,reverse,2,0.412,1.445,8.652694610778438,False
development,241112g,S3,reverse,2,0.502,1.355,8.113772455089816,False
development,241112g,S3,reverse,2,0.557,1.2999999999999998,7.784431137724545,False
development,241112g,S3,reverse,2,0.687,1.17,7.005988023952091,False
development,241112g,S3,reverse,2,0.712,1.145,6.856287425149697,False
development,241112g,S3,reverse,2,0.767,1.09,6.526946107784428,False
development,241112g,S3,reverse,2,0.797,1.06,6.347305389221554,False
development,241112g,S3,reverse,2,0.892,0.965,5.778443113772452,False
development,241112g,S3,reverse,2,0.962,0.895,5.359281437125746,False
development,241112g,S3,reverse,2,0.992,0.865,5.179640718562872,False
development,241112g,S3,reverse,2,1.027,0.8300000000000001,4.970059880239519,False
development,241112g,S3,reverse,2,1.067,0.79,4.730538922155686,False
development,241112g,S3,reverse,2,1.107,0.75,4.491017964071854,False
development,241112g,S3,reverse,2,1.162,0.6950000000000001,4.161676646706585,False
development,241112g,S3,reverse,2,1.217,0.6399999999999999,3.8323353293413143,False
development,241112g,S3,reverse,2,1.387,0.47,2.8143712574850284,False
development,241112g,S3,reverse,2,1.427,0.4299999999999999,2.5748502994011955,False
development,241112g,S3,reverse,2,1.467,0.3899999999999999,2.3353293413173635,False
development,241112g,S3,reverse,2,1.612,0.2449999999999998,1.467065868263471,False
development,241112g,S3,reverse,2,1.642,0.215,1.287425149700598,False
development,241112g,S3,reverse,2,1.702,0.155,0.9281437125748496,True
development,241112g,S3,reverse,2,1.777,0.08,0.4790419161676644,True
development,241112g,S3,reverse,2,1.822,0.0349999999999999,0.2095808383233526,True
development,241112h,S3,reverse,2,0.582,1.499,9.310559006211175,False
development,241112h,S3,reverse,2,0.612,1.469,9.124223602484468,False
development,241112h,S3,reverse,2,0.657,1.424,8.844720496894405,False
development,241112h,S3,reverse,2,0.672,1.4089999999999998,8.75155279503105,False
development,241112h,S3,reverse,2,0.722,1.359,8.44099378881987,False
development,241112h,S3,reverse,2,0.772,1.309,8.13043478260869,False
development,241112h,S3,reverse,2,0.827,1.254,7.788819875776393,False
development,241112h,S3,reverse,2,0.882,1.1989999999999998,7.447204968944094,False
development,241112h,S3,reverse,2,0.917,1.164,7.229813664596269,False
development,241112h,S3,reverse,2,0.957,1.124,6.981366459627326,False
development,241112h,S3,reverse,2,1.002,1.079,6.701863354037263,False
development,241112h,S3,reverse,2,1.017,1.064,6.6086956521739095,False
development,241112h,S3,reverse,2,1.037,1.044,6.484472049689438,False
development,241112h,S3,reverse,2,1.102,0.979,6.080745341614904,False
development,241112h,S3,reverse,2,1.122,0.959,5.956521739130431,False
development,241112h,S3,reverse,2,1.157,0.924,5.739130434782606,False
development,241112h,S3,reverse,2,1.172,0.909,5.645962732919251,False
development,241112h,S3,reverse,2,1.192,0.889,5.52173913043478,False
development,241112h,S3,reverse,2,1.212,0.869,5.397515527950308,False
development,241112h,S3,reverse,2,1.292,0.7889999999999999,4.90062111801242,False
development,241112h,S3,reverse,2,1.322,0.7589999999999999,4.714285714285711,False
development,241112h,S3,reverse,2,1.347,0.734,4.5590062111801215,False
development,241112h,S3,reverse,2,1.367,0.714,4.43478260869565,False
development,241112h,S3,reverse,2,1.442,0.639,3.96894409937888,False
development,241112h,S3,reverse,2,1.602,0.4789999999999998,2.975155279503103,False
development,241112h,S3,reverse,2,1.627,0.4539999999999999,2.819875776397513,False
development,241112h,S3,reverse,2,1.672,0.409,2.540372670807452,False
development,241112h,S3,reverse,2,1.732,0.349,2.167701863354036,False
development,241112h,S3,reverse,2,1.757,0.324,2.012422360248446,False
development,241112h,S3,reverse,2,1.927,0.1539999999999999,0.9565217391304336,True
development,241112h,S3,reverse,2,1.952,0.129,0.8012422360248443,True
development,241112h,S3,reverse,2,2.002,0.0790000000000001,0.4906832298136649,True
development,241113b,S3,reverse,2,0.812,2.059,8.687763713080162,False
development,241113b,S3,reverse,2,0.917,1.954,8.244725738396617,False
development,241113b,S3,reverse,2,1.017,1.854,7.822784810126576,False
development,241113b,S3,reverse,2,1.062,1.809,7.632911392405056,False
development,241113b,S3,reverse,2,1.087,1.784,7.527426160337546,False
development,241113b,S3,reverse,2,1.102,1.769,7.464135021097039,False
development,241113b,S3,reverse,2,1.172,1.699,7.16877637130801,False
development,241113b,S3,reverse,2,1.312,1.559,6.578059071729951,False
development,241113b,S3,reverse,2,1.347,1.524,6.430379746835437,False
development,241113b,S3,reverse,2,1.482,1.389,5.860759493670881,False
development,241113b,S3,reverse,2,1.582,1.289,5.438818565400839,False
development,241113b,S3,reverse,2,1.657,1.214,5.122362869198308,False
development,241113b,S3,reverse,2,1.797,1.074,4.53164556962025,False
development,241113b,S3,reverse,2,1.837,1.034,4.362869198312232,False
development,241113b,S3,reverse,2,1.972,0.899,3.793248945147676,False
development,241113b,S3,reverse,2,1.992,0.879,3.708860759493668,False
development,241113b,S3,reverse,2,2.087,0.7839999999999998,3.3080168776371277,False
development,241113b,S3,reverse,2,2.207,0.6640000000000001,2.8016877637130784,False
development,241113b,S3,reverse,2,2.277,0.5939999999999999,2.506329113924048,False
development,241113b,S3,reverse,2,2.322,0.5489999999999999,2.3164556962025293,False
