repetition,auc,crossing_concentration,event_hit_rate
80,0.5637238992899468,0.05642023346303502,0.5365853658536586
81,0.5965186509640982,0.07017543859649122,0.6585365853658537
82,0.6060731016889329,0.053763440860215055,0.573170731707317
83,0.5648662647787738,0.06568627450980392,0.5975609756097561
84,0.5860609856540484,0.055609756097560976,0.5487804878048781
85,0.6127041121464901,0.07017543859649122,0.6219512195121951
86,0.5970930705493721,0.05986261040235525,0.5609756097560976
87,0.5844940025880968,0.06072477962781587,0.5487804878048781
88,0.5727929229390003,0.0631786771964462,0.5975609756097561
89,0.5942990338817611,0.06182531894013739,0.5853658536585366
90,0.5801684842895869,0.06523855890944498,0.6219512195121951
91,0.5653241053360468,0.05474095796676442,0.573170731707317
92,0.5907774322279161,0.058823529411764705,0.5609756097560976
93,0.6122256320920125,0.059628543499511244,0.5975609756097561
94,0.590318272919072,0.06653620352250489,0.5975609756097561
95,0.5779520948647883,0.049707602339181284,0.5487804878048781
96,0.6108912375451329,0.06666666666666667,0.6219512195121951
97,0.5962104579097669,0.052011776251226695,0.5609756097560976
98,0.6098274012116628,0.05859375,0.5975609756097561
99,0.5859193236874612,0.0595703125,0.5853658536585366
100,0.5968126233941222,0.06439024390243903,0.5853658536585366
101,0.6126483987748701,0.06140350877192982,0.5853658536585366
102,0.6077293507328191,0.060784313725490195,0.6219512195121951
103,0.5627436301890568,0.060784313725490195,0.5487804878048781
104,0.5886433165181856,0.06182531894013739,0.6219512195121951
105,0.5912793225224059,0.058997050147492625,0.524390243902439
106,0.5199512443342222,0.047058823529411764,0.47560975609756095
107,0.5981085819522514,0.06031128404669261,0.573170731707317
108,0.6105234487189227,0.06627101879327399,0.5975609756097561
109,0.6042340466506108,0.0599803343166175,0.5975609756097561
110,0.5706610838426754,0.06653620352250489,0.5853658536585366
111,0.5707420382817304,0.059745347698334964,0.524390243902439
112,0.5934391181258847,0.05951219512195122,0.5365853658536586
113,0.6157273326107385,0.06432748538011696,0.6341463414634146
114,0.5397020057427824,0.05767350928641251,0.573170731707317
115,0.5956778040339493,0.07345739471106758,0.6585365853658537
116,0.60257918172913,0.06562193927522038,0.6219512195121951
117,0.5959531691482702,0.0624390243902439,0.5853658536585366
118,0.6123427478081139,0.0675146771037182,0.5975609756097561
119,0.5825433717141777,0.05577299412915851,0.5487804878048781
120,0.5876740380577203,0.06771344455348381,0.6219512195121951
121,0.5779039759900518,0.0682261208576998,0.6097560975609756
122,0.5864395429502898,0.06366307541625857,0.5975609756097561
123,0.5501920001622601,0.06084396467124632,0.5487804878048781
124,0.5866391364890199,0.058765915768854066,0.5121951219512195
125,0.5909857631133634,0.0625,0.5609756097560976
126,0.6212930586181686,0.06758080313418217,0.6341463414634146
127,0.5999971410790578,0.06470588235294118,0.6219512195121951
128,0.5743571929399026,0.06146341463414634,0.5487804878048781
129,0.6066427386198983,0.06464250734573947,0.5853658536585366
130,0.5837473057880436,0.06718597857838364,0.6097560975609756
131,0.5746458576011176,0.061764705882352944,0.5487804878048781
132,0.5884324840572389,0.0537109375,0.5975609756097561
133,0.5970095364819984,0.05691854759568204,0.5487804878048781
134,0.5933409496215524,0.072265625,0.6341463414634146
135,0.5723315808134609,0.0622568093385214,0.6219512195121951
136,0.5874072684098837,0.06182531894013739,0.524390243902439
137,0.5923257075376498,0.05859375,0.5609756097560976
138,0.613802460764155,0.06256109481915934,0.5487804878048781
139,0.5712520206138423,0.058823529411764705,0.5121951219512195
140,0.5924826534795417,0.05870841487279843,0.5487804878048781
141,0.5944859078726319,0.05917159763313609,0.573170731707317
142,0.6070397737927491,0.06360078277886497,0.5853658536585366
143,0.6019784983478923,0.05283757338551859,0.5121951219512195
144,0.5655936961615856,0.048180924287118974,0.4878048780487805
145,0.5914772481711005,0.06360078277886497,0.5853658536585366
146,0.5782152545597687,0.060665362035225046,0.5975609756097561
147,0.5983785625507868,0.0647693817468106,0.5609756097560976
148,0.5472523190420499,0.061946902654867256,0.5609756097560976
149,0.5828048138007965,0.05392156862745098,0.524390243902439
150,0.5415216071747652,0.059803921568627454,0.5365853658536586
151,0.5755053028995145,0.053816046966731895,0.5
152,0.5782119075476909,0.06627680311890838,0.5853658536585366
153,0.5978729270867037,0.06562193927522038,0.6097560975609756
154,0.5616576526439673,0.0547945205479452,0.5487804878048781
155,0.5931768901967316,0.054527750730282376,0.5365853658536586
156,0.5649240120636284,0.056640625,0.5853658536585366
157,0.5704565929329505,0.06640625,0.573170731707317
158,0.6204189597195806,0.059628543499511244,0.5975609756097561
159,0.5890033558541622,0.06562193927522038,0.5487804878048781
160,0.598798818909826,0.06366307541625857,0.5853658536585366
161,0.5646541810251025,0.057729941291585124,0.5365853658536586
162,0.6151088441605781,0.0632295719844358,0.5975609756097561
163,0.59585977415576,0.05859375,0.5487804878048781
164,0.5834902388382156,0.059745347698334964,0.6219512195121951
165,0.5984696930055415,0.05939629990262902,0.5609756097560976
166,0.5887616960837551,0.060665362035225046,0.5
167,0.5809331599411973,0.06048780487804878,0.5975609756097561
168,0.6039195142685665,0.05697445972495088,0.5487804878048781
169,0.6137338713998158,0.05847953216374269,0.5853658536585366
170,0.6040194958784163,0.0634765625,0.6097560975609756
171,0.576645114647807,0.05865102639296188,0.5609756097560976
172,0.57016603086226,0.05789990186457311,0.5487804878048781
173,0.5843692999259146,0.05185909980430528,0.524390243902439
174,0.5874255202171293,0.0634765625,0.6341463414634146
175,0.5850822316243811,0.06660137120470128,0.5853658536585366
176,0.6134420985788194,0.06146341463414634,0.6097560975609756
177,0.5815622079959359,0.054901960784313725,0.5609756097560976
178,0.5765329068425006,0.061704211557296766,0.6097560975609756
179,0.5700821059022987,0.050880626223091974,0.4878048780487805
180,0.6011947070276447,0.06140350877192982,0.6463414634146342
181,0.5732308384761715,0.0654296875,0.6341463414634146
182,0.5668735168620812,0.06206896551724138,0.5609756097560976
183,0.6092936786507871,0.07121951219512195,0.5853658536585366
184,0.597661501317096,0.05784313725490196,0.5853658536585366
185,0.6035257457155213,0.06329113924050633,0.5609756097560976
186,0.6158857716135245,0.056695992179863146,0.5609756097560976
187,0.6059930532394592,0.06031128404669261,0.573170731707317
188,0.5941664297267605,0.06134371957156767,0.5609756097560976
189,0.5916075022150856,0.05675146771037182,0.5365853658536586
190,0.5798955213341076,0.05697445972495088,0.5487804878048781
191,0.5710688825633953,0.07240704500978473,0.6341463414634146
192,0.5725650188868298,0.05288932419196866,0.524390243902439
193,0.5729296981674676,0.06451612903225806,0.5853658536585366
194,0.5717581776318134,0.0547945205479452,0.5609756097560976
195,0.5991424004767929,0.06042884990253411,0.5853658536585366
196,0.5900712301726059,0.0654296875,0.6097560975609756
197,0.5537136462240188,0.06072477962781587,0.5609756097560976
198,0.5674641712064438,0.05767350928641251,0.524390243902439
199,0.6228577517368669,0.07051909892262488,0.6341463414634146
200,0.6149560829426919,0.05951219512195122,0.5487804878048781
201,0.6002004235787364,0.05588235294117647,0.5121951219512195
202,0.5900671628058771,0.06718597857838364,0.6097560975609756
203,0.5914110807234354,0.07443682664054849,0.6341463414634146
204,0.5594766127404264,0.05278592375366569,0.5
205,0.5577700711321715,0.063913470993117,0.6219512195121951
206,0.6053439516429637,0.068359375,0.6707317073170732
207,0.5676919703083306,0.07345739471106758,0.6097560975609756
208,0.5892702384256161,0.068359375,0.5853658536585366
209,0.582381454520059,0.061704211557296766,0.5975609756097561
210,0.5956082013584869,0.06280667320902845,0.6707317073170732
211,0.5881159405267359,0.06366307541625857,0.573170731707317
212,0.5815389850600982,0.06042884990253411,0.5853658536585366
213,0.625499469737238,0.0599803343166175,0.5487804878048781
214,0.5895554732702357,0.05968688845401174,0.5365853658536586
215,0.5744845769715972,0.059745347698334964,0.5609756097560976
216,0.5611744176021087,0.05795677799607073,0.5609756097560976
217,0.5736608298636563,0.05859375,0.5609756097560976
218,0.5799715034434382,0.06815968841285297,0.6097560975609756
219,0.5663311677512548,0.06060606060606061,0.573170731707317
220,0.5974544936309012,0.06134371957156767,0.5853658536585366
221,0.5953599607183888,0.06647116324535679,0.6341463414634146
222,0.601895780546513,0.06048780487804878,0.5975609756097561
223,0.6080517758721518,0.052941176470588235,0.5
224,0.598090089366874,0.061764705882352944,0.5853658536585366
225,0.5761412844885492,0.06842619745845552,0.6341463414634146
226,0.5467322354086871,0.060784313725490195,0.5365853658536586
227,0.5818251386235072,0.06262230919765166,0.5853658536585366
228,0.5810281216875212,0.055501460564751706,0.573170731707317
229,0.6171484918773444,0.05190989226248776,0.524390243902439
230,0.6188220425874444,0.07541625857002938,0.7195121951219512
231,0.5753227801967036,0.060665362035225046,0.5975609756097561
232,0.5689891472546375,0.049707602339181284,0.5121951219512195
233,0.5948282291960043,0.06256109481915934,0.6097560975609756
234,0.5784918411676505,0.060039370078740155,0.5487804878048781
235,0.5334972329513084,0.05691854759568204,0.524390243902439
236,0.5783488331489697,0.05582761998041136,0.524390243902439
237,0.550364023634006,0.05288932419196866,0.47560975609756095
238,0.5608520412297517,0.05344995140913508,0.5
239,0.5755148036383438,0.06360078277886497,0.5975609756097561
240,0.5997636269839611,0.06268364348677767,0.6219512195121951
241,0.6030313097143343,0.0712890625,0.6463414634146342
242,0.5642829279349911,0.06947162426614481,0.6097560975609756
243,0.5660382877885882,0.0675146771037182,0.6219512195121951
244,0.6131388569918257,0.0675146771037182,0.6219512195121951
245,0.5910199148029571,0.06647116324535679,0.5853658536585366
246,0.5704144588514363,0.060665362035225046,0.5365853658536586
247,0.5733939633387483,0.054027504911591355,0.47560975609756095
248,0.5971965141435175,0.059803921568627454,0.5609756097560976
249,0.5582946578672336,0.05226824457593689,0.5121951219512195
250,0.5597673725203302,0.04995102840352596,0.4878048780487805
251,0.5685600696485084,0.057729941291585124,0.5487804878048781
252,0.5944124158811606,0.05474095796676442,0.5487804878048781
253,0.6266206740049954,0.061704211557296766,0.5853658536585366
254,0.5933113313352618,0.06920077972709551,0.5975609756097561
255,0.6206516601699438,0.06403940886699508,0.5853658536585366
256,0.5714976269747383,0.06581532416502947,0.6097560975609756
257,0.5558429369557624,0.055609756097560976,0.5853658536585366
258,0.5991413943002383,0.056640625,0.5121951219512195
259,0.5549442031847005,0.05658536585365854,0.5
260,0.613881088013254,0.06634146341463415,0.6585365853658537
261,0.5658879252222592,0.06164383561643835,0.5853658536585366
262,0.5725968535200071,0.05951219512195122,0.573170731707317
263,0.6019883676396636,0.05642023346303502,0.524390243902439
264,0.5818927628183157,0.04398826979472141,0.43902439024390244
265,0.5438068498956429,0.06575073601570167,0.5853658536585366
266,0.6005155606296129,0.057729941291585124,0.5365853658536586
267,0.601021423542182,0.06856023506366307,0.5975609756097561
268,0.6156051321729155,0.05784313725490196,0.5365853658536586
269,0.5774545843736674,0.053554040895813046,0.5121951219512195
270,0.6014773463984976,0.06862745098039216,0.6341463414634146
271,0.5765710906457003,0.06536585365853659,0.5609756097560976
272,0.5678714824527687,0.06426484907497566,0.5975609756097561
273,0.5666027257234788,0.05196078431372549,0.5121951219512195
274,0.5896755165062784,0.06378802747791953,0.573170731707317
275,0.5974808428418436,0.055501460564751706,0.573170731707317
276,0.5824875663613469,0.07101167315175097,0.5975609756097561
277,0.5736286596900362,0.060903732809430254,0.573170731707317
278,0.614470619442103,0.06237816764132553,0.5609756097560976
279,0.5836351680720719,0.053763440860215055,0.5
280,0.5743936093694705,0.06146341463414634,0.5487804878048781
281,0.6091232854541172,0.06777996070726916,0.6097560975609756
282,0.6138462219712718,0.06647116324535679,0.6219512195121951
283,0.5570596357604461,0.064453125,0.5487804878048781
284,0.5677992806244738,0.06274509803921569,0.5487804878048781
285,0.553758512865287,0.05577299412915851,0.5609756097560976
286,0.5803998804366144,0.06432748538011696,0.5853658536585366
287,0.5668663453943492,0.0696078431372549,0.6829268292682927
288,0.5833064408117139,0.05767350928641251,0.524390243902439
289,0.5991951054871933,0.06439024390243903,0.6341463414634146
290,0.5806502174299404,0.050980392156862744,0.5121951219512195
291,0.55602372476645,0.060546875,0.5609756097560976
292,0.5568442531843942,0.05830903790087463,0.5609756097560976
293,0.611999710100964,0.0625,0.5853658536585366
294,0.5966981167817766,0.06798029556650247,0.5975609756097561
295,0.558906079752873,0.0610236220472441,0.5365853658536586
296,0.5803617901891717,0.06634146341463415,0.6341463414634146
297,0.6096527706462119,0.06940371456500488,0.6707317073170732
298,0.6021731568022926,0.07121951219512195,0.6463414634146342
299,0.612610002259693,0.0625,0.5975609756097561
300,0.5874710282106821,0.05604719764011799,0.524390243902439
301,0.5945948513056649,0.07163601161665054,0.6585365853658537
302,0.5500133430411297,0.06048780487804878,0.5853658536585366
303,0.6122371875211319,0.07490272373540856,0.6707317073170732
304,0.5566603037029105,0.050049067713444556,0.4878048780487805
305,0.577753799776082,0.0675146771037182,0.6097560975609756
306,0.6045614495874411,0.06200787401574803,0.6463414634146342
307,0.6169169326691751,0.0635386119257087,0.6097560975609756
308,0.598029454753983,0.06048780487804878,0.5365853658536586
309,0.6103609280927126,0.0537109375,0.5121951219512195
310,0.5572420306197053,0.05767350928641251,0.5121951219512195
311,0.562259045671153,0.06470588235294118,0.6097560975609756
312,0.5955249587782417,0.050049067713444556,0.47560975609756095
313,0.5835909230061103,0.06268364348677767,0.573170731707317
314,0.5959655250647792,0.06856023506366307,0.6219512195121951
315,0.5889209971365708,0.0641399416909621,0.573170731707317
316,0.6192359497129514,0.06731707317073171,0.5975609756097561
317,0.6015422466018328,0.06256109481915934,0.5853658536585366
318,0.614518875451753,0.0556640625,0.5365853658536586
319,0.5447711018209103,0.060784313725490195,0.5
320,0.6043720033990625,0.05778648383937316,0.5365853658536586
321,0.577430790818081,0.061083743842364535,0.573170731707317
322,0.5861154660238087,0.05933852140077821,0.5853658536585366
323,0.5911863362951537,0.06947162426614481,0.6341463414634146
324,0.6122658180775232,0.0654296875,0.6097560975609756
325,0.6210354642666154,0.05180840664711633,0.5609756097560976
326,0.5709979797413672,0.061224489795918366,0.524390243902439
327,0.5729261420070145,0.06256109481915934,0.6097560975609756
328,0.5498529169004771,0.05577299412915851,0.5609756097560976
329,0.5784094571634741,0.07108081791626096,0.5975609756097561
330,0.5711217149429483,0.061764705882352944,0.6463414634146342
331,0.5937383113671395,0.06666666666666667,0.6341463414634146
332,0.613213470740682,0.06329113924050633,0.6219512195121951
333,0.6081702122453742,0.06555772994129158,0.6219512195121951
334,0.5731150366209462,0.07142857142857142,0.6585365853658537
335,0.5927033180087911,0.058765915768854066,0.5609756097560976
336,0.5794208071287329,0.05680705190989226,0.5365853658536586
337,0.5692600825488919,0.06967615309126594,0.6097560975609756
338,0.5863406820844252,0.06360078277886497,0.6341463414634146
339,0.6059326060298214,0.06274509803921569,0.5853658536585366
340,0.5661766458239765,0.0576171875,0.5609756097560976
341,0.5992010169833242,0.06158357771260997,0.6097560975609756
342,0.5710078642097577,0.0618860510805501,0.5853658536585366
343,0.6078148982471613,0.06594488188976377,0.5853658536585366
344,0.5941103950296133,0.059803921568627454,0.5853658536585366
345,0.5923753824474455,0.07360157016683022,0.6219512195121951
346,0.5917532107931038,0.058881256133464184,0.5975609756097561
347,0.5940823399098933,0.05789990186457311,0.524390243902439
348,0.6142553293328825,0.06718597857838364,0.6707317073170732
349,0.6210281112852685,0.06420233463035019,0.5975609756097561
350,0.5520093147156167,0.05392156862745098,0.5365853658536586
351,0.5587739159678231,0.061704211557296766,0.573170731707317
352,0.589532587774824,0.058823529411764705,0.573170731707317
353,0.5762547077640723,0.06310679611650485,0.6097560975609756
354,0.6078906722901812,0.0635386119257087,0.5609756097560976
355,0.5923778533835836,0.0599803343166175,0.5975609756097561
356,0.5564530818241568,0.06360078277886497,0.5853658536585366
357,0.6059454489377825,0.05789990186457311,0.5853658536585366
358,0.6130371848211253,0.06274509803921569,0.5975609756097561
359,0.5782033417538942,0.06426484907497566,0.6585365853658537
360,0.5679041544837928,0.06262230919765166,0.524390243902439
361,0.5908706975495622,0.058881256133464184,0.6097560975609756
362,0.5671687065129962,0.06432748538011696,0.5609756097560976
363,0.5728747407383692,0.06549364613880743,0.5975609756097561
364,0.5921417918754173,0.06280667320902845,0.5975609756097561
365,0.5929393276442539,0.0635386119257087,0.5609756097560976
366,0.5777584951664935,0.05795677799607073,0.5121951219512195
367,0.5856931291893356,0.064453125,0.5487804878048781
368,0.5680460365246819,0.0478515625,0.4634146341463415
369,0.5715151096211702,0.05744888023369036,0.573170731707317
370,0.5898240678352312,0.06378802747791953,0.573170731707317
371,0.6040894376667928,0.06673209028459273,0.6463414634146342
372,0.6174611291457152,0.06744868035190615,0.5975609756097561
373,0.5752645722770932,0.06274509803921569,0.5487804878048781
374,0.5615024794611142,0.054634146341463415,0.524390243902439
375,0.5826980478178426,0.057729941291585124,0.524390243902439
376,0.61326197954487,0.06666666666666667,0.6829268292682927
377,0.5975003128357554,0.07429130009775171,0.6341463414634146
378,0.5944737852186481,0.0625,0.573170731707317
379,0.5940569048013012,0.056530214424951264,0.5
380,0.582676204505749,0.05165692007797271,0.47560975609756095
381,0.6276255308297478,0.05365853658536585,0.5365853658536586
382,0.574077735594963,0.056862745098039215,0.5121951219512195
383,0.6253915966647294,0.06060606060606061,0.5609756097560976
384,0.5861131278003306,0.05083088954056696,0.5
385,0.534428370936419,0.05299313052011776,0.47560975609756095
386,0.5865804407092619,0.05610236220472441,0.5487804878048781
387,0.5949064765316483,0.05870841487279843,0.524390243902439
388,0.5631735286323354,0.07045009784735812,0.6463414634146342
389,0.6002989809331459,0.05196078431372549,0.4878048780487805
390,0.5777707243344875,0.06653620352250489,0.5853658536585366
391,0.6028521934792034,0.05647517039922103,0.4878048780487805
392,0.5785987480548961,0.06608357628765792,0.6219512195121951
393,0.5925226613839795,0.05288932419196866,0.47560975609756095
394,0.5737856912951647,0.06686332350049164,0.6341463414634146
395,0.5817641697163236,0.058823529411764705,0.573170731707317
396,0.5842966333132392,0.0549558390578999,0.524390243902439
397,0.5828836488004395,0.06640625,0.6219512195121951
398,0.6042705808895682,0.07142857142857142,0.6463414634146342
399,0.5829155542323396,0.05288932419196866,0.5121951219512195
400,0.5827012511148257,0.06256109481915934,0.5853658536585366
401,0.5629385796738712,0.05859375,0.6097560975609756
402,0.5755300709277219,0.07017543859649122,0.5975609756097561
403,0.5496548930276579,0.06366307541625857,0.5853658536585366
404,0.608882560927536,0.06060606060606061,0.5853658536585366
405,0.5969503163453082,0.06293018682399214,0.5365853658536586
406,0.5655354506220225,0.052941176470588235,0.524390243902439
407,0.5797553020880182,0.047992164544564155,0.45121951219512196
408,0.572800213874329,0.05870841487279843,0.5365853658536586
409,0.5824314839292285,0.05680705190989226,0.573170731707317
410,0.5529460367914579,0.0550098231827112,0.5121951219512195
411,0.5707189361027134,0.06489675516224189,0.5975609756097561
412,0.5628118751932009,0.06627680311890838,0.6707317073170732
413,0.6149992149556963,0.0599803343166175,0.573170731707317
414,0.569081168201575,0.06647116324535679,0.5365853658536586
415,0.5895199678953904,0.06042884990253411,0.573170731707317
416,0.5830762247946821,0.06158357771260997,0.5853658536585366
417,0.5830158877360824,0.06274509803921569,0.5975609756097561
418,0.5839597007985018,0.06366307541625857,0.6219512195121951
419,0.6400459198070657,0.06804733727810651,0.5975609756097561
420,0.5731765869687253,0.0654296875,0.6341463414634146
421,0.6022735359343739,0.06647116324535679,0.6097560975609756
422,0.5823916228250355,0.06439024390243903,0.5487804878048781
423,0.612216855049966,0.06744868035190615,0.5853658536585366
424,0.5811448270987742,0.06146341463414634,0.5487804878048781
425,0.5718909858636159,0.05604719764011799,0.5487804878048781
426,0.5595137139277139,0.06378802747791953,0.5853658536585366
427,0.5621998342854414,0.05309734513274336,0.5365853658536586
428,0.5903209065400272,0.06360078277886497,0.5121951219512195
429,0.5880489215405894,0.06316812439261418,0.6097560975609756
430,0.5721042582609913,0.04906771344455348,0.4878048780487805
431,0.6019818844266006,0.0625,0.6463414634146342
432,0.6086730164777078,0.06432748538011696,0.5609756097560976
433,0.5918700936473744,0.0654296875,0.6219512195121951
434,0.5658574185441274,0.06037000973709834,0.524390243902439
435,0.5973568004130689,0.054133858267716536,0.5609756097560976
436,0.5772255568882789,0.0684931506849315,0.6219512195121951
437,0.5853589283136365,0.052011776251226695,0.524390243902439
438,0.5764014140402212,0.05392156862745098,0.5
439,0.5998979434976051,0.06451612903225806,0.5365853658536586
440,0.5777192651239821,0.06286836935166994,0.5853658536585366
441,0.5715599806558329,0.05789990186457311,0.524390243902439
442,0.5711651226030531,0.05968688845401174,0.5853658536585366
443,0.6244420756087135,0.06262230919765166,0.6707317073170732
444,0.557139028570856,0.06562193927522038,0.5853658536585366
445,0.5915008599605825,0.07163886162904809,0.6097560975609756
446,0.5908510818998222,0.059113300492610835,0.5975609756097561
447,0.6126294298352433,0.059628543499511244,0.5487804878048781
448,0.5897045107120702,0.06329113924050633,0.573170731707317
449,0.6047645416997349,0.05675146771037182,0.5609756097560976
450,0.5575587855405846,0.05933852140077821,0.5487804878048781
451,0.5991088525996826,0.06758080313418217,0.5975609756097561
452,0.5920976508404444,0.06048780487804878,0.5
453,0.6017156048177651,0.06464250734573947,0.5975609756097561
454,0.5780263036001545,0.04505386875612145,0.47560975609756095
455,0.5861186499729086,0.05784313725490196,0.5609756097560976
456,0.5745675663259149,0.06536585365853659,0.6219512195121951
457,0.5540202586073553,0.05278592375366569,0.5121951219512195
458,0.5652331204887109,0.0647693817468106,0.573170731707317
459,0.6017674954084222,0.06862745098039216,0.6219512195121951
460,0.6114492446339476,0.06594488188976377,0.5609756097560976
461,0.5850072418680299,0.0550098231827112,0.524390243902439
462,0.5792275147184556,0.0634765625,0.6585365853658537
463,0.6134058260204232,0.05951219512195122,0.5487804878048781
464,0.5755478762177654,0.05865102639296188,0.573170731707317
465,0.596471788507917,0.05853658536585366,0.524390243902439
466,0.5628311009120606,0.0594541910331384,0.5365853658536586
467,0.5647422550580294,0.0624390243902439,0.573170731707317
468,0.5781175257390441,0.060546875,0.6097560975609756
469,0.6028370498285132,0.0654296875,0.6341463414634146
470,0.6299547437613362,0.0625,0.6219512195121951
471,0.5875405868397288,0.06457925636007827,0.5853658536585366
472,0.5931669361771164,0.06581532416502947,0.5609756097560976
473,0.5854594329618124,0.058823529411764705,0.573170731707317
474,0.5757991056318286,0.04607843137254902,0.45121951219512196
475,0.6027270304294099,0.06420233463035019,0.5609756097560976
476,0.5788600589077818,0.061946902654867256,0.5609756097560976
477,0.5614796039660835,0.05474095796676442,0.5
478,0.578934966194284,0.060098522167487685,0.573170731707317
479,0.5748665028480026,0.07541625857002938,0.6829268292682927
480,0.5872225512321205,0.05484818805093046,0.5365853658536586
481,0.6028829030880968,0.06920077972709551,0.6219512195121951
482,0.5899884525145851,0.05691854759568204,0.5609756097560976
483,0.5893742185511618,0.06432748538011696,0.6219512195121951
484,0.5564942862591006,0.06048780487804878,0.573170731707317
485,0.598039248728408,0.06464250734573947,0.6585365853658537
486,0.5758281690125258,0.06483300589390963,0.6097560975609756
487,0.5882564021938878,0.04594330400782014,0.47560975609756095
488,0.6095318695319688,0.06483300589390963,0.6097560975609756
489,0.5851970405161502,0.05795677799607073,0.573170731707317
490,0.597536041208852,0.0517578125,0.5121951219512195
491,0.6133262009853689,0.054634146341463415,0.573170731707317
492,0.5657072712518354,0.05108055009823183,0.5121951219512195
