domain,split,lineage,block_start,a_log_radial,b_delta_rad,x_radial_ara,y_angular_ara,sector
pendulum,holdout,run1_arm1,420000,-0.00038207959732972085,-0.0002458013186696917,0.9998089602036593,0.9999217590102304,contracting_reverse
pendulum,holdout,run1_arm1,420000,-0.00033794468617998064,-0.0003481482563074678,0.9998310276585182,0.9998891809681597,contracting_reverse
pendulum,holdout,run1_arm1,420000,-0.00037433652323670685,-0.0004107904387637973,0.9998128317405673,0.9998692413421917,contracting_reverse
pendulum,holdout,run1_arm1,426529,-0.00012344001152087003,-2.5038742023753002e-05,0.999938279994318,0.9999920299208762,contracting_reverse
pendulum,holdout,run1_arm1,426529,-0.0001585014833835885,-4.241693750373088e-05,0.9999207492584741,0.999986498269451,contracting_reverse
pendulum,holdout,run1_arm1,426529,-0.00023464293917641044,-7.854650903027505e-05,0.99988267853095,0.9999749978696504,contracting_reverse
pendulum,holdout,run1_arm1,437154,0.00031978986226022243,-0.00019573599274735898,1.0001598949297676,0.9999376952984265,expanding_reverse
pendulum,holdout,run1_arm1,437154,0.00028019252931699157,-0.00016834173584356904,1.000140096263742,0.9999464151612236,expanding_reverse
pendulum,holdout,run1_arm1,440436,-0.0002996067050844431,-0.00018255773466080427,0.9998501966485783,0.9999418900682582,contracting_reverse
pendulum,holdout,run1_arm1,440436,0.005715473555028439,-0.008742555044591427,1.0028577289981517,0.9972171582988005,expanding_reverse
pendulum,holdout,run1_arm1,452725,2.966005376947578e-05,-1.3891238950236584e-06,1.0000148300268836,0.9999995578281311,expanding_reverse
pendulum,holdout,run1_arm1,456922,-0.001883861725218594,-0.0036531921941787004,0.9990580694159615,0.9988371528084634,contracting_reverse
pendulum,holdout,run1_arm1,456922,0.00024555029813200235,-0.00013613206101581454,1.0001227751484492,0.999956667819152,expanding_reverse
pendulum,holdout,run1_arm1,460793,-0.0029273289255797863,-0.0003484003245830536,0.9985363365824188,0.9998891007323356,contracting_reverse
pendulum,holdout,run1_arm1,460793,0.0028039857279509306,-0.0008116475073620677,1.0014019919453978,0.9997416445743103,expanding_reverse
pendulum,holdout,run1_arm1,460793,3.4785309253493324e-05,-0.0012703355168923736,1.000017392654625,0.9995956396462028,expanding_reverse
pendulum,holdout,run1_arm1,465033,7.172822370193899e-05,-8.23172740638256e-06,1.0000358641118356,0.9999973797597862,expanding_reverse
pendulum,holdout,run1_arm1,465033,6.824945012340322e-05,-7.4259701250412036e-06,1.0000341247250484,0.9999976362402947,expanding_reverse
pendulum,holdout,run1_arm1,467692,7.119787187548354e-05,-0.0006802088464610279,1.0000355989359229,0.9997834827995018,expanding_reverse
pendulum,holdout,run1_arm1,467692,0.008346923626959324,-0.005193781573325396,1.0041734375828304,0.9983467679785313,expanding_reverse
pendulum,holdout,run1_arm1,467692,-0.00021473600645549595,-0.0004717416886705905,0.9998926319971848,0.9998498399567711,contracting_reverse
pendulum,holdout,run1_arm1,478678,-6.09688249824103e-05,-5.911861535423668e-06,0.9999695155875182,0.9999981181960276,contracting_reverse
pendulum,holdout,run1_arm1,478678,-6.22817242401652e-05,-6.174281679705018e-06,0.99996885913789,0.9999980346651013,contracting_reverse
pendulum,holdout,run1_arm1,478678,-6.485182530013844e-05,-6.698147444694769e-06,0.9999675740873613,0.9999978679134492,contracting_reverse
pendulum,holdout,run1_arm1,483289,-0.0037196853663772345,-0.0044415476731956005,0.9981401594612163,0.9985862114656652,contracting_reverse
pendulum,holdout,run1_arm1,483289,0.003239408601075411,0.003067590994760394,1.001619702884139,1.0009764445404006,expanding_forward
pendulum,holdout,run1_arm1,483289,0.0006026803166605532,-0.0004756200942210853,1.0003013401492091,0.9998486054219418,expanding_reverse
pendulum,holdout,run1_arm1,487193,-0.006242129951715469,0.000345158448908478,0.9968789451582492,1.0001098673465874,contracting_forward
pendulum,holdout,run1_arm1,487193,0.0010481213685125113,-0.0006975255673751235,1.0005240606362804,0.9997779707160386,expanding_reverse
pendulum,holdout,run1_arm1,490523,-0.00013005692744627595,-2.7915544706047513e-05,0.9999349715363685,0.9999911142061418,contracting_reverse
pendulum,holdout,run1_arm1,490523,-0.00011843508400488645,-2.8356900656945072e-05,0.9999407824580668,0.9999909737181794,contracting_reverse
pendulum,holdout,run1_arm1,490523,0.000920864986255765,-0.004159597679972649,1.0004604324605908,0.9986759589359175,expanding_reverse
pendulum,holdout,run1_arm1,495665,0.002197300549596548,0.00033003362477757037,1.001098649832763,1.0001050529655398,expanding_forward
pendulum,holdout,run1_arm1,495665,0.00029195327078923583,-0.0005487959715537727,1.000145976634358,0.9998253128167566,expanding_reverse
pendulum,holdout,run1_arm1,499728,0.0007610493339598179,-0.001194785232655704,1.0003805246486135,0.9996196880485793,expanding_reverse
pendulum,holdout,run1_arm1,499728,0.0041288528591394424,-0.0033543265890330076,1.0020644234968117,0.9989322846852217,expanding_reverse
pendulum,holdout,run1_arm1,499728,0.002378102159127593,-0.0019709679763764143,1.001189050519187,0.9993726214077677,expanding_reverse
pendulum,holdout,run1_arm1,503799,-0.00015321632963605225,-3.9425274735549465e-05,0.9999233918353317,0.9999874505452861,contracting_reverse
pendulum,holdout,run1_arm1,503799,-0.0001668949262239039,-4.7504407120868564e-05,0.9999165525370818,0.9999848788775761,contracting_reverse
pendulum,holdout,run1_arm1,503799,-0.00016933966253418475,-5.358393173082732e-05,0.9999153301689352,0.9999829437047895,contracting_reverse
pendulum,holdout,run1_arm1,514351,-0.013241554610431194,-0.0032410130370408297,0.9933793194329998,0.9989683535090593,contracting_reverse
pendulum,holdout,run1_arm1,514351,0.0032076130155473948,0.00022619517403654754,1.001603805132674,1.000072000160103,expanding_forward
pendulum,holdout,run1_arm1,514351,-0.006925284396857023,-0.0029748945962637663,0.996537371640406,0.9990530616396545,contracting_reverse
pendulum,holdout,run1_arm1,517578,-0.00030954269459471107,-0.0001533904141979292,0.9998452286539384,0.9999511743147149,contracting_reverse
pendulum,holdout,run1_arm1,517578,0.001979262102395296,-0.0043651023879647255,1.0009896307281263,0.9986105447557063,expanding_reverse
pendulum,holdout,run1_arm1,524360,0.00013462980859912932,-3.001704862981569e-05,1.000067314904198,0.999990445276667,expanding_reverse
pendulum,holdout,run1_arm1,524360,0.00010953559831250459,-1.9530838471837342e-05,1.0000547677991014,0.9999937831410289,expanding_reverse
pendulum,holdout,run1_arm1,524360,7.448834367096424e-05,-9.706662240205333e-06,1.0000372441718184,0.9999969102734471,expanding_reverse
pendulum,holdout,run1_arm1,528454,0.0028331263456493616,0.0019366536289453506,1.0014165622253095,1.000616455996207,expanding_forward
pendulum,holdout,run1_arm1,528454,-0.0026503857225179672,-0.0033810932654887438,0.9986748079144802,0.9989237645874856,contracting_reverse
pendulum,holdout,run1_arm1,532170,-0.0006049174116924405,-0.0007548227440565825,0.9996975413033768,0.9997597324582504,contracting_reverse
pendulum,holdout,run1_arm1,532170,-0.00029497401556000113,-0.0003913547261618078,0.9998525129932894,0.999875427921658,contracting_reverse
pendulum,holdout,run1_arm1,538038,3.4069955290760845e-05,-1.835423290685867e-06,1.0000170349776438,0.9999994157666212,expanding_reverse
pendulum,holdout,run1_arm1,542624,0.00013866648077964783,-4.1151142795570195e-05,1.0000693332402788,0.9999869011844205,expanding_reverse
pendulum,holdout,run1_arm1,542624,0.0001381359325023368,-3.167442628182471e-05,1.0000690679661415,0.9999899177169753,expanding_reverse
pendulum,holdout,run1_arm1,551713,0.0005178524297662079,-0.003864379832521081,1.0002589262090966,0.9987699296953393,expanding_reverse
pendulum,holdout,run1_arm1,565072,-0.0001387397787766531,-3.195831959601492e-05,0.9999306301107229,0.9999898273509268,contracting_reverse
pendulum,holdout,run1_arm1,565072,0.0002868120209313929,-0.001634522806853056,1.0001434060094827,0.9994797152313858,expanding_reverse
pendulum,holdout,run1_arm1,573036,0.013150268234312534,0.0016325543401762843,1.006575039365877,1.0005196581862104,expanding_forward
pendulum,holdout,run1_arm1,573036,0.008178956806659698,0.001368716824799776,1.00408945560623,1.00043567609672,expanding_forward
pendulum,holdout,run1_arm1,576432,2.807247255987022e-05,-1.5834013993298868e-06,1.000014036236279,0.9999994959876808,expanding_reverse
