event,detector,role,path,sha256,bytes,fs_hz,duration_s,n_samples,finite_fraction,zero_fraction,detector_metadata,dq_shortnames,dq_event_values,required_dq_bits,public_dq_pass,injection_shortnames,injection_event_values,event_frames,offsource_frames,c1_low_saturation,c1_high_saturation,c2_low_saturation,c2_high_saturation,max_native_z
GW190503_185404,H1,untouched_confirmation,F:/SystemFormulaFolder/_data_cache/GWOSC/T432/GW190503_185404/H-H1_GWOSC_4KHZ_R1-1240944847-32.hdf5,10afbd721a1697ef327caf0dcc34d54a0db83039eda91e142f70059618477c48,1036234,4096.0,32.0,131072,1.0,0.0,H1,DATA|CBC_CAT1|CBC_CAT2|CBC_CAT3|BURST_CAT1|BURST_CAT2|BURST_CAT3,127,"{""BURST_CAT1"": true, ""CBC_CAT1"": true, ""DATA"": true}",True,NO_CBC_HW_INJ|NO_BURST_HW_INJ|NO_DETCHAR_HW_INJ|NO_CW_HW_INJ|NO_STOCH_HW_INJ,23,448,4096,0,0,0,0,5.078514303948164
GW190503_185404,L1,untouched_confirmation,F:/SystemFormulaFolder/_data_cache/GWOSC/T432/GW190503_185404/L-L1_GWOSC_4KHZ_R1-1240944847-32.hdf5,6ca7e340d942c93c8f95503b49164d90627a052331709d08f01f2bc43e57beac,1041226,4096.0,32.0,131072,1.0,0.0,L1,DATA|CBC_CAT1|CBC_CAT2|CBC_CAT3|BURST_CAT1|BURST_CAT2|BURST_CAT3,127,"{""BURST_CAT1"": true, ""CBC_CAT1"": true, ""DATA"": true}",True,NO_CBC_HW_INJ|NO_BURST_HW_INJ|NO_DETCHAR_HW_INJ|NO_CW_HW_INJ|NO_STOCH_HW_INJ,23,448,4096,0,0,0,0,2.066218136920565
GW190512_180714,H1,untouched_confirmation,F:/SystemFormulaFolder/_data_cache/GWOSC/T432/GW190512_180714/H-H1_GWOSC_4KHZ_R1-1241719637-32.hdf5,39ae18af68bed83ab0cbdbfb2f1d671e030b808f2010c60e712d074a6cc8faa4,1035774,4096.0,32.0,131072,1.0,0.0,H1,DATA|CBC_CAT1|CBC_CAT2|CBC_CAT3|BURST_CAT1|BURST_CAT2|BURST_CAT3,127,"{""BURST_CAT1"": true, ""CBC_CAT1"": true, ""DATA"": true}",True,NO_CBC_HW_INJ|NO_BURST_HW_INJ|NO_DETCHAR_HW_INJ|NO_CW_HW_INJ|NO_STOCH_HW_INJ,23,448,4096,0,0,0,0,2.963069528744955
GW190512_180714,L1,untouched_confirmation,F:/SystemFormulaFolder/_data_cache/GWOSC/T432/GW190512_180714/L-L1_GWOSC_4KHZ_R1-1241719637-32.hdf5,cc59f9fc304bc1fd4f8208c245399fc33a21750003fa06da71e9857a68d4f412,1040274,4096.0,32.0,131072,1.0,0.0,L1,DATA|CBC_CAT1|CBC_CAT2|CBC_CAT3|BURST_CAT1|BURST_CAT2|BURST_CAT3,127,"{""BURST_CAT1"": true, ""CBC_CAT1"": true, ""DATA"": true}",True,NO_CBC_HW_INJ|NO_BURST_HW_INJ|NO_DETCHAR_HW_INJ|NO_CW_HW_INJ|NO_STOCH_HW_INJ,23,448,4096,0,0,0,0,2.908116585877943
GW190513_205428,H1,untouched_confirmation,F:/SystemFormulaFolder/_data_cache/GWOSC/T432/GW190513_205428/H-H1_GWOSC_4KHZ_R1-1241816071-32.hdf5,c48e79b73e1005914c0ef85745b547305d232b527add497c933b0b3422f98d22,1034862,4096.0,32.0,131072,1.0,0.0,H1,DATA|CBC_CAT1|CBC_CAT2|CBC_CAT3|BURST_CAT1|BURST_CAT2|BURST_CAT3,127,"{""BURST_CAT1"": true, ""CBC_CAT1"": true, ""DATA"": true}",True,NO_CBC_HW_INJ|NO_BURST_HW_INJ|NO_DETCHAR_HW_INJ|NO_CW_HW_INJ|NO_STOCH_HW_INJ,23,448,4096,0,0,0,0,4.214949478818435
GW190513_205428,L1,untouched_confirmation,F:/SystemFormulaFolder/_data_cache/GWOSC/T432/GW190513_205428/L-L1_GWOSC_4KHZ_R1-1241816071-32.hdf5,3586334eef2442a04994120a588aa8b93890b5f76d78d070af5a31f46f1559c3,1039833,4096.0,32.0,131072,1.0,0.0,L1,DATA|CBC_CAT1|CBC_CAT2|CBC_CAT3|BURST_CAT1|BURST_CAT2|BURST_CAT3,127,"{""BURST_CAT1"": true, ""CBC_CAT1"": true, ""DATA"": true}",True,NO_CBC_HW_INJ|NO_BURST_HW_INJ|NO_DETCHAR_HW_INJ|NO_CW_HW_INJ|NO_STOCH_HW_INJ,23,448,4096,0,0,0,0,2.9143106284839626
GW190517_055101,H1,untouched_confirmation,F:/SystemFormulaFolder/_data_cache/GWOSC/T432/GW190517_055101/H-H1_GWOSC_4KHZ_R1-1242107464-32.hdf5,27cd11e590de4a0c460b7ffad1a055ecabd8742e66a874f5d67ecca9ebbe53aa,1043251,4096.0,32.0,131072,1.0,0.0,H1,DATA|CBC_CAT1|CBC_CAT2|CBC_CAT3|BURST_CAT1|BURST_CAT2|BURST_CAT3,127,"{""BURST_CAT1"": true, ""CBC_CAT1"": true, ""DATA"": true}",True,NO_CBC_HW_INJ|NO_BURST_HW_INJ|NO_DETCHAR_HW_INJ|NO_CW_HW_INJ|NO_STOCH_HW_INJ,23,448,4096,0,0,0,0,3.641778509710829
GW190517_055101,L1,untouched_confirmation,F:/SystemFormulaFolder/_data_cache/GWOSC/T432/GW190517_055101/L-L1_GWOSC_4KHZ_R1-1242107464-32.hdf5,fc4f4029d0213e2c4993c761e44cadd2fc2fad8a19fa84c4d21e7c8e3f82b8b5,1039513,4096.0,32.0,131072,1.0,0.0,L1,DATA|CBC_CAT1|CBC_CAT2|CBC_CAT3|BURST_CAT1|BURST_CAT2|BURST_CAT3,127,"{""BURST_CAT1"": true, ""CBC_CAT1"": true, ""DATA"": true}",True,NO_CBC_HW_INJ|NO_BURST_HW_INJ|NO_DETCHAR_HW_INJ|NO_CW_HW_INJ|NO_STOCH_HW_INJ,23,448,4096,0,0,0,0,4.321304687166306
GW190519_153544,H1,untouched_confirmation,F:/SystemFormulaFolder/_data_cache/GWOSC/T432/GW190519_153544/H-H1_GWOSC_4KHZ_R1-1242315347-32.hdf5,9eedf822b302973df20455807a1c86f4a51057f3e72a998501b1f419ba58202a,1037046,4096.0,32.0,131072,1.0,0.0,H1,DATA|CBC_CAT1|CBC_CAT2|CBC_CAT3|BURST_CAT1|BURST_CAT2|BURST_CAT3,127,"{""BURST_CAT1"": true, ""CBC_CAT1"": true, ""DATA"": true}",True,NO_CBC_HW_INJ|NO_BURST_HW_INJ|NO_DETCHAR_HW_INJ|NO_CW_HW_INJ|NO_STOCH_HW_INJ,23,448,4096,0,0,0,0,5.54821707008527
GW190519_153544,L1,untouched_confirmation,F:/SystemFormulaFolder/_data_cache/GWOSC/T432/GW190519_153544/L-L1_GWOSC_4KHZ_R1-1242315347-32.hdf5,07091157dd879f82298bffa5f56bbeb0709695cfdceaee9682c6351b98092254,1038334,4096.0,32.0,131072,1.0,0.0,L1,DATA|CBC_CAT1|CBC_CAT2|CBC_CAT3|BURST_CAT1|BURST_CAT2|BURST_CAT3,127,"{""BURST_CAT1"": true, ""CBC_CAT1"": true, ""DATA"": true}",True,NO_CBC_HW_INJ|NO_BURST_HW_INJ|NO_DETCHAR_HW_INJ|NO_CW_HW_INJ|NO_STOCH_HW_INJ,23,448,4096,0,0,0,0,5.496729945892134
