event,role,time_s,connection_C,movement_M,unresolved_H,dC_dt,dM_dt,trajectory_speed,radius_to_late_centroid,top_left_zone
GW150914,opened_development,-0.49692392349243164,0.982182084452038,0.9826702465218453,0.035147669026116546,0.0,0.0,0.0,0.11211827497145277,False
GW150914,opened_development,-0.49301767349243164,0.982182084452038,0.9826702465218453,0.035147669026116546,0.0,0.0,0.0,0.11211827497145277,False
GW150914,opened_development,-0.48911142349243164,0.982182084452038,0.9826702465218453,0.035147669026116546,10.195427548612813,0.0,10.195427548612813,0.11211827497145277,False
GW150914,opened_development,-0.48520517349243164,1.0618338621755756,0.9826702465218453,0.0,27.035066308681152,0.0,27.035066308681152,0.04835084508382603,False
GW150914,opened_development,-0.48129892349243164,1.1933935399886095,0.9826702465218453,0.0,27.035066308681152,2.3431779350744364,27.136420050371537,0.11499351540044277,False
GW150914,opened_development,-0.47739267349243164,1.3147831746806606,1.0009763241396143,0.0,25.07721096737447,7.6231388821088615,26.21027959252107,0.22973927069931857,False
GW150914,opened_development,-0.47348642349243164,1.3893092506712226,1.0422260190383208,0.0,10.309982914327577,9.43519648523312,13.97564597464754,0.3035906081468116,False
GW150914,opened_development,-0.46958017349243164,1.3953299161988448,1.074688796680498,0.0,0.7706451875356493,11.559677813033915,11.585337506789363,0.31315093688557893,False
GW150914,opened_development,-0.46567392349243164,1.3953299161988448,1.1325360019526483,0.0,0.0,19.682694654625323,19.682694654625323,0.3274553459488883,False
GW150914,opened_development,-0.46176767349243164,1.3953299161988448,1.2284598486697584,0.0,0.0,19.682694654625323,19.682694654625323,0.37036802760955706,False
GW150914,opened_development,-0.45786142349243164,1.3953299161988448,1.3165731022699536,0.0,-10.41412415588644,3.124237246765915,10.872664820930375,0.4253184074038127,False
GW150914,opened_development,-0.45395517349243164,1.313969571230982,1.2528679521601171,0.0,-14.36107721096738,0.0,14.36107721096738,0.3225736579304002,False
GW150914,opened_development,-0.45004892349243164,1.2017736555202994,1.2528679521601171,0.0,-14.36107721096738,0.0,14.36107721096738,0.25601069082132905,False
GW150914,opened_development,-0.44614267349243164,1.2017736555202994,1.2528679521601171,0.0,-4.873810104954828,0.0,4.873810104954828,0.25601069082132905,False
GW150914,opened_development,-0.44223642349243164,1.1961597917175169,1.2528679521601171,0.0,-4.790497111707737,0.0,4.790497111707737,0.2535267854450785,False
GW150914,opened_development,-0.43833017349243164,1.1636970140753398,1.2528679521601171,0.0,-4.790497111707737,-2.4056626800097547,5.360604024480066,0.24123264078128454,False
GW150914,opened_development,-0.43442392349243164,1.1587340330323002,1.234073712472541,0.0,-4.790497111707737,-2.4056626800097547,5.360604024480066,0.22184401596824527,False
GW150914,opened_development,-0.43051767349243164,1.1337564071271664,1.234073712472541,0.0,-6.0089496379465,0.0,6.0089496379465,0.21498206840860515,False
GW150914,opened_development,-0.42661142349243164,1.0868114880807094,1.234073712472541,0.0,-6.0089496379465,0.0,6.0089496379465,0.2096663824881096,False
GW150914,opened_development,-0.42270517349243164,1.0868114880807094,1.234073712472541,0.0,0.0,12.840615084207968,12.840615084207968,0.2096663824881096,False
GW150914,opened_development,-0.41879892349243164,1.0868114880807094,1.3343910178179157,0.0,0.0,12.840615084207968,12.840615084207968,0.3099834375104361,False
GW150914,opened_development,-0.41489267349243164,1.0868114880807094,1.3348791798877229,0.0,20.72410707021399,0.062484744935318304,20.72420126810785,0.3104715987576301,False
GW150914,opened_development,-0.41098642349243164,1.2487185745667562,1.3348791798877229,0.0,52.70588235294119,0.0,52.70588235294119,0.350415378828111,False
GW150914,opened_development,-0.40708017349243164,1.4985761939630624,1.3348791798877229,0.0,52.70588235294119,0.0,52.70588235294119,0.5161509518587813,False
GW150914,opened_development,-0.40317392349243164,1.6852168253193394,1.3348791798877229,0.0,23.89000081360345,0.0,23.89000081360345,0.6746578182872812,False
GW150914,opened_development,-0.39926767349243164,1.6852168253193394,1.3348791798877229,0.0,0.0,0.0,0.0,0.6746578182872812,False
GW150914,opened_development,-0.39536142349243164,1.6852168253193394,1.3348791798877229,0.0,0.0,4.342689773004622,4.342689773004622,0.6746578182872812,False
GW150914,opened_development,-0.39145517349243164,1.6852168253193394,1.3688064437393215,0.0,-21.86966072736149,10.24749816939223,24.151465360544783,0.6909277091440584,False
GW150914,opened_development,-0.38754892349243164,1.5143601008868277,1.4488650231876983,0.0,-62.40143194207141,10.24749816939223,63.23725110370206,0.6028671614742082,False
GW150914,opened_development,-0.38364267349243164,1.163615653730372,1.4488650231876983,0.0,-62.40143194207141,0.0,62.40143194207141,0.43145146225693415,False
GW150914,opened_development,-0.37973642349243164,1.0268489138393948,1.4488650231876983,0.0,-17.50614270604507,0.0,17.50614270604507,0.4285921269508153,False
GW150914,opened_development,-0.37583017349243164,1.0268489138393948,1.4488650231876983,0.0,0.0,0.0,0.0,0.4285921269508153,False
GW150914,opened_development,-0.37192392349243164,1.0268489138393948,1.4488650231876983,0.0,0.0,-24.49402001464486,24.49402001464486,0.4285921269508153,False
GW150914,opened_development,-0.36801767349243164,1.0268489138393948,1.2575054918232853,0.0,12.49694898706369,-38.14693678301197,40.141780228489914,0.24054506241638218,False
GW150914,opened_development,-0.36411142349243164,1.1244813278008299,1.1508420795704173,0.0,14.111138231226079,-38.14693678301197,40.673246835086594,0.13209011743463817,False
GW150914,opened_development,-0.36020517349243164,1.2055975917337889,0.9353185257505492,0.0,14.111138231226079,-27.587014888943116,30.986571489332913,0.14893863949931557,False
GW150914,opened_development,-0.35629892349243164,1.2347245952322836,0.9353185257505492,0.0,3.7282564478073255,0.0,3.7282564478073255,0.17315901404430342,False
GW150914,opened_development,-0.35239267349243164,1.2347245952322836,0.9353185257505492,0.0,0.0,0.0,0.0,0.17315901404430342,False
GW150914,opened_development,-0.34848642349243164,1.2347245952322836,0.9353185257505492,0.0,0.0,0.0,0.0,0.17315901404430342,False
GW150914,opened_development,-0.34458017349243164,1.2347245952322836,0.9353185257505492,0.0,-8.602066552762153,2.6243592872833688,8.99348712385245,0.17315901404430342,False
GW150914,opened_development,-0.34067392349243164,1.1675209502888293,0.9558213326824505,0.0,-8.602066552762153,8.154259214059067,11.8527419742529,0.10635045120348725,False
GW150914,opened_development,-0.33676767349243164,1.164103815800179,0.9990236758603857,0.0,-0.4373932145472281,22.588235294117652,22.592469686303758,0.08189527991544401,False
GW150914,opened_development,-0.33286142349243164,1.164103815800179,1.1754942640956798,0.0,0.0,22.588235294117652,22.588235294117652,0.16996910199440504,False
GW150914,opened_development,-0.32895517349243164,1.164103815800179,1.1754942640956798,0.0,0.0,0.0,0.0,0.16996910199440504,False
GW150914,opened_development,-0.32504892349243164,1.164103815800179,1.1754942640956798,0.0,0.0,0.0,0.0,0.16996910199440504,False
GW150914,opened_development,-0.32114267349243164,1.164103815800179,1.1754942640956798,0.0,0.0,-43.36441298511107,43.36441298511107,0.16996910199440504,False
GW150914,opened_development,-0.31723642349243164,1.164103815800179,0.8367097876494995,0.0,-1.0101700431209792,-43.36441298511107,43.37617729882716,0.20320709996410685,False
GW150914,opened_development,-0.31333017349243164,1.1562118623382964,0.8257261410788381,0.018061996582865447,-21.234399153852422,-5.52989992677567,21.942641149717645,0.21064260876668306,False
GW150914,opened_development,-0.30942392349243164,0.998210072410707,0.7935074444715646,0.20828248311772835,-36.41819217313481,-4.123993165731008,36.65094870246027,0.24711278511119805,False
GW150914,opened_development,-0.30551767349243164,0.7574648116508014,0.7935074444715646,0.449027743877634,-36.41819217313481,0.0,36.41819217313481,0.40175805074398185,False
GW150914,opened_development,-0.30161142349243164,0.7136929460580913,0.7935074444715646,0.49279960947034396,-5.602798795866889,0.0,5.602798795866889,0.43830113660139924,False
GW150914,opened_development,-0.29770517349243164,0.7136929460580913,0.7935074444715646,0.49279960947034396,0.0,9.997559189650957,9.997559189650957,0.43830113660139924,False
GW150914,opened_development,-0.29379892349243164,0.7136929460580913,0.8716133756407127,0.41469367830119586,0.0,25.368806443739317,25.368806443739317,0.4026648741440112,False
GW150914,opened_development,-0.28989267349243164,0.7136929460580913,1.0698071759824261,0.21649987795948245,11.476364819786852,25.368806443739317,27.843909385299163,0.37530500635337255,False
GW150914,opened_development,-0.28598642349243164,0.8033520462126761,1.0698071759824261,0.12684077780489766,33.033601822471724,0.0,33.033601822471724,0.28650965483105617,False
GW150914,opened_development,-0.28208017349243164,0.9717679602961516,1.0698071759824261,0.0,33.033601822471724,0.0,33.033601822471724,0.12314777175629703,False
GW150914,opened_development,-0.27817392349243164,1.1140672036449435,1.0698071759824261,0.0,20.6512082011228,-16.49597266292409,26.430843994508773,0.05324771968571505,False
GW150914,opened_development,-0.27426767349243164,1.1331055243674235,0.9409323895533317,0.0,2.4369050524774423,-16.49597266292409,16.67499985999187,0.09573080983395205,False
GW150914,opened_development,-0.27036142349243164,1.1331055243674235,0.9409323895533317,0.0,0.0,0.0,0.0,0.09573080983395205,False
GW150914,opened_development,-0.26645517349243164,1.1331055243674235,0.9409323895533317,0.0,0.0,0.0,0.0,0.09573080983395205,False
GW150914,opened_development,-0.26254892349243164,1.1331055243674235,0.9409323895533317,0.0,0.0,26.837197949719297,26.837197949719297,0.09573080983395205,False
GW150914,opened_development,-0.25864267349243164,1.1331055243674235,1.1505979985355137,0.0,0.0,26.837197949719297,26.837197949719297,0.13461085671547876,False
GW150914,opened_development,-0.25473642349243164,1.1331055243674235,1.2057603124237246,0.0,0.0,7.873077861850135,7.873077861850135,0.18730941465708315,False
GW150914,opened_development,-0.25083017349243164,1.1331055243674235,1.2121064193312179,0.0,1.801643478968316,6.654625335611428,6.894197384951389,0.19346020496128613,False
GW150914,opened_development,-0.24692392349243164,1.1471808640468635,1.257749572858189,0.0,13.965340493043641,5.84232365145229,15.13814654226082,0.24116755723483876,False
GW150914,opened_development,-0.24301767349243164,1.242209746969327,1.257749572858189,0.0,23.442193474900364,0.0,23.442193474900364,0.2806674012624924,False
GW150914,opened_development,-0.23911142349243164,1.3430965747294767,1.257749572858189,0.0,23.442193474900364,0.0,23.442193474900364,0.3470194973253279,False
GW150914,opened_development,-0.23520517349243164,1.425351883491986,1.257749572858189,0.0,10.528679521601191,-11.840859165242875,15.844842638527544,0.4116354912962797,False
GW150914,opened_development,-0.23129892349243164,1.425351883491986,1.165242860629729,0.0,0.0,-11.840859165242875,11.840859165242875,0.36719200043913935,False
GW150914,opened_development,-0.22739267349243164,1.425351883491986,1.1139858432999756,0.0,0.0,-6.560898218208422,6.560898218208422,0.3507416539810905,False
GW150914,opened_development,-0.22348642349243164,1.425351883491986,1.1139858432999756,0.0,-21.859246603205605,-6.560898218208422,22.822621398284777,0.3507416539810905,False
GW150914,opened_development,-0.21958017349243164,1.2545765194044423,1.1042226019038321,0.0,-52.99747782930601,-6.061020258725904,53.34293414168804,0.18629781571273712,False
GW150914,opened_development,-0.21567392349243164,1.0113090879505329,1.056870881132536,0.0,-58.600276625172896,-6.061020258725904,58.912888124106345,0.08166252564644787,False
GW150914,opened_development,-0.21176767349243164,0.7669026116670734,1.056870881132536,0.17622650720039057,-58.600276625172896,-1.1872101537710478,58.61230151167929,0.3209851319682195,False
GW150914,opened_development,-0.20786142349243164,0.5534944268163696,1.056870881132536,0.38963469205109447,-29.961435196485226,-1.1872101537710478,29.984947339997127,0.5337356762317036,False
GW150914,opened_development,-0.20395517349243164,0.5328288991945326,1.0475958018061997,0.4195752989992678,-2.6451875355951415,-1.1872101537710478,2.899393910403513,0.5538986292585193,False
GW150914,opened_development,-0.20004892349243164,0.5328288991945326,1.0475958018061997,0.4195752989992678,0.0,-12.371979497193067,12.371979497193067,0.5538986292585193,False
GW150914,opened_development,-0.19614267349243164,0.5328288991945326,0.9509397119843789,0.5162313888210887,0.0,-12.371979497193067,12.371979497193067,0.5582684181392998,False
GW150914,opened_development,-0.19223642349243164,0.5328288991945326,0.9509397119843789,0.5162313888210887,24.316979903994792,0.0,24.316979903994792,0.5582684181392998,False
GW150914,opened_development,-0.18833017349243164,0.7228053046944919,0.9509397119843789,0.3262549833211291,44.010088682776015,0.0,44.010088682776015,0.3707880945884686,False
GW150914,opened_development,-0.18442392349243164,0.9442681636970142,0.9509397119843789,0.10479212431860685,44.010088682776015,0.0,44.010088682776015,0.15985670144221698,False
GW150914,opened_development,-0.18051767349243164,1.0666341225286795,0.9509397119843789,0.0,15.662842730453164,0.0,15.662842730453164,0.07603993728936868,False
GW150914,opened_development,-0.17661142349243164,1.0666341225286795,0.9509397119843789,0.0,0.0,0.0,0.0,0.07603993728936868,False
GW150914,opened_development,-0.17270517349243164,1.0666341225286795,0.9509397119843789,0.0,0.0,6.467171100805459,6.467171100805459,0.07603993728936868,False
GW150914,opened_development,-0.16879892349243164,1.0666341225286795,1.0014644862094215,0.0,-3.7074281994955527,6.467171100805459,7.454483610653934,0.030180740322750716,False
GW150914,opened_development,-0.16489267349243164,1.0376698397201205,1.0014644862094215,0.0,-8.195915710682613,0.0,8.195915710682613,0.053718348753755654,False
GW150914,opened_development,-0.16098642349243164,0.9869009844601742,1.0014644862094215,0.01163452933040432,-8.195915710682613,0.0,8.195915710682613,0.1019560695635984,False
GW150914,opened_development,-0.15708017349243164,0.9736392482304126,1.0014644862094215,0.024896265560165887,-1.6975022374094806,-12.184525262387112,12.302201823891522,0.11491641113347593,False
GW150914,opened_development,-0.15317392349243164,0.9736392482304126,0.8938247498169392,0.13253600195264825,0.0,-12.184525262387112,12.184525262387112,0.17242791024211054,False
GW150914,opened_development,-0.14926767349243164,0.9736392482304126,0.9062728825970222,0.1200878691725652,0.0,0.0,0.0,0.16320325483697118,False
GW150914,opened_development,-0.14536142349243164,0.9736392482304126,0.9062728825970222,0.1200878691725652,11.476364819786824,0.0,11.476364819786824,0.16320325483697118,False
GW150914,opened_development,-0.14145517349243164,1.0632983483849971,0.9062728825970222,0.03042876901798064,12.705231470181445,0.0,12.705231470181445,0.12034259424431372,False
GW150914,opened_development,-0.13754892349243164,1.1625579692457897,0.9062728825970222,0.0,12.705231470181445,0.031242372467659152,12.705269882876411,0.14064161126038732,False
GW150914,opened_development,-0.13364267349243164,1.1625579692457897,0.9065169636319258,0.0,3.228378488324779,0.031242372467659152,3.2285296575555247,0.14043665212301626,False
GW150914,opened_development,-0.12973642349243164,1.1625579692457897,0.9065169636319258,0.0,3.228378488324779,21.838418354893818,22.075754662236157,0.14043665212301626,False
GW150914,opened_development,-0.12583017349243164,1.187779676185827,1.0771296070295338,0.0,4.967537222357834,21.838418354893818,22.396270723021587,0.11440919365616023,False
GW150914,opened_development,-0.12192392349243164,1.2265885607354976,1.1923358555040273,0.0,8.195915710682613,20.338784476446193,21.928045702158293,0.21885359636977442,False
GW150914,opened_development,-0.11801767349243164,1.2265885607354976,1.2360263607517696,0.0,18.235131396957144,10.185013424456912,20.886706670048767,0.2539280479859928,False
GW150914,opened_development,-0.11411142349243164,1.3690505247742253,1.271906272882597,0.0,24.056626800097575,10.185013424456912,26.123854835294512,0.3758138168793382,False
GW150914,opened_development,-0.11020517349243164,1.5569929216499876,1.2972907005125702,0.0,24.056626800097575,21.5572370026849,32.302256270872164,0.5441244106980376,False
GW150914,opened_development,-0.10629892349243164,1.5569929216499876,1.465706614596046,0.0,0.0,21.5572370026849,21.5572370026849,0.6452525385180569,False
GW150914,opened_development,-0.10239267349243164,1.5569929216499876,1.465706614596046,0.0,0.0,9.997559189650929,9.997559189650929,0.6452525385180569,False
GW150914,opened_development,-0.09848642349243164,1.5569929216499876,1.5438125457651939,0.0,-18.693352859816088,9.997559189650929,21.198882774622064,0.7009903260493205,False
GW150914,opened_development,-0.09458017349243164,1.4109511024326744,1.5438125457651939,0.0,-18.693352859816088,0.0,18.693352859816088,0.6125495883229651,False
GW150914,opened_development,-0.09067392349243164,1.4074526075990563,1.5438125457651939,0.0,-5.17581970547559,-25.525018306077584,26.044494027513476,0.610702260636,False
GW150914,opened_development,-0.08676767349243164,1.3800341713448863,1.3443983402489628,0.0,-3.9573671792368827,-25.525018306077584,25.829969309251936,0.4344048937782942,False
GW150914,opened_development,-0.08286142349243164,1.3670165161500283,1.2443251159384916,0.0,-1.6662598649418214,-13.809128630705402,13.909293852560726,0.35664806261026744,False
GW150914,opened_development,-0.07895517349243164,1.3670165161500283,1.2365145228215768,0.0,0.0,-0.9997559189650929,0.9997559189650929,0.35188560828919324,False
GW150914,opened_development,-0.07504892349243164,1.3670165161500283,1.2365145228215768,0.0,0.0,0.0,0.0,0.35188560828919324,False
GW150914,opened_development,-0.07114267349243164,1.3670165161500283,1.2365145228215768,0.0,13.736229761614226,0.0,13.736229761614226,0.35188560828919324,False
GW150914,opened_development,-0.06723642349243164,1.4743308111626394,1.2365145228215768,0.0,42.99991863965505,24.618989504515497,49.54884102822586,0.4422692450538201,False
GW150914,opened_development,-0.06333017349243164,1.7029533805223334,1.4288503783256041,0.0,42.99991863965505,24.618989504515497,49.54884102822586,0.7375001850088512,False
