event,role,control_id,pushpull_score,opposition_rho,opposition_occupancy,best_lag_ms,transfer_gain,signed_loop_area,loop_orientation,active_speed,late_speed,speed_settlement,active_radius,late_radius,radius_settlement,top_left_occupancy,top_left_distance_q10,h_active,h_late,h_change,median_connection,median_movement,n_frames
GW190503_185404,matched_offsource,0,0.04542276877771765,-0.1358273085780295,0.3344155844155844,48.0,0.4774346793348633,-0.0020805619531422542,-1.0,12.760357951603295,12.871128105739892,-0.00432164385197082,0.29394265619362797,0.2592436683877829,0.0627256789690863,0.0,1.1738660963577958,0.0,0.0,0.0,1.1364006183386217,1.098974859653405,320
GW190503_185404,matched_offsource,1,0.038127501111428506,-0.11929000347734069,0.31962025316455694,16.0,0.41024555461471635,0.38723390157884546,1.0,11.879886740239007,9.27995355379812,0.12287111576987801,0.23152794150178074,0.21517752282455976,0.03660223566291454,0.0,1.1976692001834592,0.0,0.0,0.0,1.1805386054836873,1.1270441786673175,320
GW190503_185404,matched_offsource,2,0.04486304323873319,-0.14093339845703054,0.3183279742765273,-36.00000000000001,0.44956772334287726,0.21263133951636204,1.0,13.818130065965608,10.220516989089994,0.14965954900189965,0.3726709180266411,0.29409881256575765,0.11783994062081579,0.0,1.1352256391520177,0.0,0.0,0.0,1.1727686925392564,1.061020258725897,320
GW190503_185404,matched_offsource,3,0.07425432028745609,-0.21186324412292515,0.3504823151125402,-36.00000000000001,0.48997772828504205,0.33920964233479994,1.0,10.174599300301082,13.790751102303386,-0.15089083786603688,0.5189302004442277,0.2761052107505019,0.30542663417786403,0.0,1.0843496486865922,0.0,0.05353510698885361,0.05353510698885361,1.1478724269790905,1.0314864535025627,320
GW190503_185404,matched_offsource,4,0.12407622762521307,-0.30428217727135587,0.4077669902912621,-44.0,0.5335714285713928,0.5940090239485178,1.0,9.716377837442025,14.72324167213888,-0.20486668512714948,0.35409199190118595,0.3006085753190456,0.0816914162899566,0.0,1.064241340159983,0.0,0.0855097225612238,0.0855097225612238,1.1225286795216012,0.9625335611422992,320
GW190503_185404,matched_offsource,5,0.09818290510202467,-0.25494552669349263,0.3851132686084142,-44.0,0.49758591309285793,0.49321681705819626,1.0,13.371934126552278,14.44123284075528,-0.03844577337991931,0.3683593998667864,0.31102764650391984,0.08438746907090602,0.0,1.0573134791468153,0.13465137092181256,0.07127166219184788,-0.06337970872996468,1.1198437881376615,0.9310471076397364,320
GW190503_185404,matched_offsource,6,0.0847427795103469,-0.22119301770497324,0.38311688311688313,-48.0,0.5006975889735776,0.1931988520506115,1.0,13.697720898961048,13.991862726905374,-0.01062283318950094,0.3045494670646766,0.31798161282976933,-0.021576666930988645,0.0,1.042118863431352,0.11121959157106809,0.0,-0.11121959157106809,1.0747294768529818,0.8721015377105199,320
GW190503_185404,matched_offsource,7,0.09547314443171429,-0.23714297165296772,0.4025974025974026,-48.0,0.4787882799481305,0.45474405777065086,1.0,16.556878839582122,11.67631022903672,0.17286635947088164,0.3509593535241288,0.20328556247142068,0.26644139944375694,0.0,1.0813051531985458,0.15979171751688237,0.3005044341388008,0.14071271662191842,1.024408103490359,0.8721015377105199,320
GW190503_185404,matched_offsource,8,0.10079098737422511,-0.26533012060907124,0.37987012987012986,-48.0,0.48657655989630677,0.5800795401132814,1.0,15.090065901879413,10.743797728225914,0.16823918543056932,0.4225848798762798,0.20631590565366734,0.3438840898251196,0.0,1.1064816225677667,0.0,0.1826132942803677,0.1826132942803677,0.9850296965259133,0.8957773980961679,320
GW190503_185404,matched_offsource,9,0.06422393641009609,-0.190248264460096,0.3375796178343949,24.0,0.7427041300562762,0.49830604862433386,1.0,13.55502976203301,11.067895265004928,0.10100889696479638,0.2548419657262124,0.2854422754938388,-0.05663742791844011,0.0,1.0851566324555673,0.30477585224961357,0.19868196241152059,-0.10609388983809298,0.9802294361728094,0.8838174273858921,320
GW190503_185404,matched_offsource,10,0.0684371025385485,-0.19359684862256063,0.3535031847133758,24.0,0.867659947414512,0.5693846115595596,1.0,11.091042226019042,11.479044993592087,-0.0171910176419652,0.30735877332019884,0.29221170482600345,0.025263199317289587,0.0,1.0706145119157018,0.22992433487917985,0.30347408673012755,0.0735497518509477,0.9662761370108209,0.7843544056626801,320
