split,run,period,rf_flag,temperature_K,field_G,frequency_MHz,turns_per_lifetime,field_turn_log2,time_us,parent_ARA,state_x_L,state_x_C,spin_radius,observed_phase_ARA,openness_U,closure_R,local_loss,null_loss,wrong_openness_U,wrong_closure_R,cycle_bins,history_native_bins
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.371000051498413,1.5670092668313529,1.1404793685517571,1.0868303210550447,1.2198044342886978,1.4306857843587837,0.7947770341349384,1.110862634087061,0.6887055426340956,1.0443730770411834,0.9735680184415534,0.4525692922609552,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.434999942779541,1.5794072263898669,0.869895316241989,1.0460526661700305,0.7736975392028931,0.8917080262512261,0.8071666888836908,1.0856544820297196,0.6942510704753596,1.0259662775311764,1.052617653960087,0.41438773333705914,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.499000072479248,1.5914502354962952,1.0428456167294406,1.0893284778046786,1.2272444614304883,1.0101348326853548,0.8375182692632585,1.0320158947286753,0.7090226744899427,0.984128867418869,1.0804720286288065,0.37798812977106006,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.562999963760376,1.60314836912814,1.255107941655921,1.0476394489946703,1.398050206601009,0.6033484833285832,0.8699299921275501,0.9801344799116598,0.766772110306868,0.9960642495055042,1.0333089564845537,0.3609376972866207,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.626999855041504,1.614511546428203,0.758827206277555,1.0862817933986242,1.1582705623517249,0.9966522735883923,0.8622182087489493,0.9500598507821563,0.7349307606932498,0.9698134751298616,1.023455547269492,0.33769843943451683,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.690999984741211,1.6255493988309917,0.9122094454634102,1.1011754581441766,1.0496186519291273,1.1463089509115654,0.9103108445740999,0.904521813742879,0.7915039953200571,0.9474712130668582,1.0341514570108825,0.3203120356252852,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.754999876022339,1.6362711604169293,0.9307133789051072,1.114523447891946,0.7854754936834519,1.7738744384112441,0.9080543939684176,0.8454976741999503,0.7994629936180383,0.9613632276487107,1.0221036842210318,0.30453629830227885,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.819000005722046,1.6466859606755517,1.010506178151033,1.09084131684258,1.4731321796140244,1.4090414613358733,0.891189356787701,0.7994281058393071,0.794549917616291,0.9885726288204223,1.045202202853357,0.29448835171001536,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.883000135421753,1.6568025495947836,1.0926273092235406,1.0442112908252414,1.1067543675902936,1.2711411024712262,0.8894626597583557,0.7595941617481274,0.8105958309517391,1.0120682731759312,1.057694780995842,0.2875913905695179,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.9469997882843018,1.666629393827122,0.6692605348489797,1.0607956490652226,1.1459614405588103,1.4578657213972126,0.8971618913896166,0.7183110841734754,0.784540789194847,0.9643983860518179,1.0707891772777063,0.3003717877254627,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.011000156402588,1.6761749691148449,1.304144736222172,1.0309533922953855,0.8486447314036334,0.9218876288982485,0.9170537830385666,0.6703652277706075,0.8189264427761436,0.967067918563738,1.061527345514449,0.3082795580146872,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.075000286102295,1.6854471869001517,1.1391242663993353,1.0427696036004606,1.644233797451518,0.014810001126367016,0.9624989201789386,0.6540924424553743,0.8926392487712794,0.9621976347970232,1.044159635118357,0.3191350444940435,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.139000415802002,1.6944539093887445,0.7663511500633725,1.020116821495103,0.9519016615827326,1.4436663332327218,1.0059722803373798,0.6317563434961171,0.9362811828013713,0.9251641096819648,1.0649944727268155,0.3150365633975804,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.203000068664551,1.703202674377213,0.7487552790823041,1.0363728161510937,0.8941726682313395,0.4051074216630168,0.9864153334014404,0.5941832712124512,0.8546147917637119,0.8781538764133272,1.0902108450024715,0.3009010420811413,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.267000198364258,1.7117009965536942,1.182522572027866,1.0351303929987319,1.4784328835387333,1.5712132997110797,1.0697136187957355,0.5490932295360282,0.9416578310704878,0.8189214763717964,1.0664070540390642,0.3010545280440078,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.331000328063965,1.7199559827106756,1.2671680201217355,1.0502384738369677,1.7537954554280533,0.035406295019944876,1.0586147524266722,0.5254094555363508,0.892536909404079,0.7936986306884968,1.0504004535317726,0.30023975654059243,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.394999980926514,1.7279745415107228,1.3226425116543974,1.022113641626198,2.141462370229074,1.819317705246989,0.9653990153782274,0.495435573057602,0.8831949670921531,0.9465043655638513,1.0345510532935878,0.28341387636101406,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.459000110626221,1.7357635604366717,0.935049221506247,1.0474234981616926,1.185098946108302,0.15914036546006077,0.9854198440443421,0.4999923334529944,0.934253156535057,0.9618993558818073,1.0520062766595144,0.24783374725834967,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.523000240325928,1.7433295531202766,1.2743030451769244,1.060197696181248,1.3424945431191264,0.06346061074971279,0.9318412761001945,0.4803860827116524,0.9246742565477907,1.0599432534590676,1.0741372201488435,0.24196943961248923,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.587000370025635,1.750678905565378,0.9391172089516863,1.0387747678749055,1.1846518882374073,0.22583184506331924,0.8813086924518427,0.5168041120314122,0.8071144021471289,1.0245126067768346,1.041004787512962,0.2440319400359034,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.651000022888184,1.7578177685025949,1.2867857281283248,1.046699403560797,2.391676156426784,0.7237559017937748,0.8519796193454752,0.49459981380784745,0.8156849459354772,1.099114252106652,1.006518644169024,0.24332442125182488,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.715000152587891,1.7647522738063923,0.41788632866099024,1.0562646727862848,0.35022730768031485,1.1044359534781116,0.858107788690206,0.46301296555500365,0.8596069394164133,1.143887145466549,1.0345127180473064,0.2511423560218533,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.779000282287598,1.7714882205144122,1.490279004425551,0.9985124157839959,1.5360168883477843,0.21151697223131818,0.848874906509712,0.46288828888755523,0.8180288347290109,1.1092959771033244,1.0698317131257902,0.258886686934671,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.843000411987305,1.7780312940381195,0.8637062211976555,1.0356654389827495,0.9271833553907874,0.5898905046767858,0.8504021101882047,0.4650397541114557,0.7886609295244769,1.0661343963007055,1.0631758953599886,0.2567209085626186,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.9070000648498535,1.7843869703269897,1.392794308745296,1.0673691531149656,1.7746894418353036,0.828313808600937,0.9500522305761058,0.47364217785956125,0.9377968210085333,1.0364037351858542,1.0618800052119048,0.2304950636645436,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.9710001945495605,1.7905607085430049,1.1215286408007967,1.0260749317888633,1.5668010098964755,1.1587480123803922,0.9794429198411938,0.48250735728628313,1.0028472289396144,1.044943833968299,1.0725025558087125,0.22433031212070534,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.035000324249268,1.7965576715260125,0.8318002788631612,1.0588098362544232,0.995462103503791,0.4997483858270261,0.9780201086618138,0.482604615217629,0.9929704514072942,1.0376022180359474,1.0419392401389875,0.22918738747401363,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.098999977111816,1.8023828781812998,1.2751029021713869,1.0177649415645875,2.0374121512948236,1.142103445974744,0.9564757721852796,0.46509421920980465,0.9364192305923028,1.0216423488512554,1.0336425973608219,0.23260217914894576,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.163000106811523,1.8080413320278101,1.451259115647827,1.0189919906455465,2.775934288848286,1.1760130535289774,0.9512639791671943,0.5160289642298361,0.9598348974598345,1.0581851652784684,1.0272877408539243,0.2518275145139658,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.2270002365112305,1.8135377649945588,1.0547409833701045,0.9895226974383586,0.8764509833236329,1.1406487569200756,0.8761869799690256,0.5158047659290526,0.8988709350553861,1.1529078646870214,1.0097800467116964,0.2605989411494597,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.2910003662109375,1.818876816293279,0.9994297344834712,0.9964429116960608,1.4714529842345991,1.2208117823651825,0.8849290130555332,0.503367968635793,0.953344306646258,1.201278928848071,1.0337611531058721,0.267283642769933,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.355000019073486,1.8240629542178166,1.109528258184855,1.0284686306331172,1.3790165235427052,0.3167844937758465,0.8661797833896903,0.4944502844107921,0.9494166332559719,1.2427763766998696,1.0381888942797586,0.2824522504139283,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.419000148773193,1.8291006333636712,1.0455189799822067,1.012079664751161,1.2552627148203033,1.0905064012909966,0.8704372844256513,0.461694438532756,0.9363698292642594,1.215123095081492,1.0599042580845062,0.28334424366274225,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.4830002784729,1.8339940665318595,1.2791323293095214,1.0264827737270608,1.5058643301298502,0.6961444111171594,0.867575750769781,0.44480533523787713,0.9700876976402727,1.2662304492870362,1.054144379072007,0.277441277334048,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.547000408172607,1.838747383977896,0.9407727953326271,0.9743433455522473,1.4603575314085702,1.753553780590729,0.9263679795107792,0.45138960313430504,1.0815015989615575,1.253427118096874,1.0593121545195832,0.2670489397882687,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.611000061035156,1.8433645637903782,1.0655945912214182,0.9738154135200625,1.0855472928855878,0.731805955098066,0.9090432222395961,0.4538752501022716,1.0381798994179896,1.245935693810331,1.0599419341239862,0.26143430785530153,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.675000190734863,1.8478495718623675,1.38898180911007,0.9462720851162191,2.032655637580648,0.22628207600412226,0.9747752512443032,0.42031470491701706,1.172347932550654,1.2330228050714773,1.0445508316953225,0.25333712949521897,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.73900032043457,1.8522061588191063,0.9500287365760347,0.9564244753857748,1.3377068243567969,0.44762159744421515,0.9707346455208233,0.40501688493101484,1.1095644795386628,1.1764659710245884,1.0658865058007385,0.24951609446018205,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.802999973297119,1.8564379707223382,1.0681803713013711,0.9406441612410676,2.0104426039856307,1.6412190648621656,0.9921937142724161,0.41619950176418086,1.122095539532303,1.1397521690175239,1.0708872700148597,0.23136787800238567,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.867000102996826,1.8605486424561584,0.35914725817643306,0.9242253194333144,0.4687199034698478,0.4337522947020322,1.0078089292637709,0.3787422351772072,1.139108700926139,1.1214561102197314,1.0851130593990141,0.22343460693924846,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.931000232696533,1.8645416116039377,0.9002320200148991,0.9188175138091274,0.9700809967090133,0.022415968848555883,1.0045078739527407,0.3645210265896721,1.0867781285165246,1.0770239813465876,1.080198807990058,0.24791850458311748,92,128
development,EMU00069983,RF on,1,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,5.99500036239624,1.8684202483931376,0.9142455934580841,0.9232034043829794,1.1304303375542433,0.924159496068801,1.0267879120251928,0.36700765548650716,1.104667186123054,1.0470277709090277,1.0756620541195216,0.2598843269887888,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.2829999923706055,1.290480240652085,0.6729257455424712,1.164664421057336,0.46589276767956517,0.8348718553712704,0.6589090869574782,1.5023715667005957,0.5839569339803093,1.1885392890623523,0.7378750484973327,0.7741322028203382,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.3469998836517334,1.3107961426068178,1.0345329598468442,1.1207206636035962,0.7316046952875976,1.378721229901471,0.6985146448903555,1.4743462676939703,0.6355470215691624,1.1841629192837542,0.7362780551495789,0.7388986892009308,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.4110000133514404,1.3305304054176792,0.685618639050987,1.1514256328570818,0.3811806317793486,1.6517592676328068,0.7077821550725584,1.447225110335392,0.6451386672330588,1.1778478621939859,0.7703273950714568,0.704519615827268,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.4749999046325684,1.3496995384347905,0.937374729176918,1.0974918101489755,0.8957714220125688,1.336727873553757,0.7641661122062149,1.4216291803958847,0.7144127108531804,1.1553710951588605,0.8204997452904687,0.650020990303706,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.5390000343322754,1.3683198640131937,0.9373626036822441,1.1166139785301963,1.3042864061354833,0.3062732833320279,0.6873748331364582,1.3722907226646088,0.6136841943355922,1.171904002239429,0.8405959762014239,0.6057422106287025,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.6029999256134033,1.3864069596019823,0.4940387785564595,1.1264715998590789,0.3872631036060043,1.669661405718776,0.6518069296083738,1.358117166296343,0.5374539282369045,1.111666091275081,0.8356395982651611,0.5744285940754367,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.6670000553131104,1.4039762262104571,1.1851800543751787,1.1100233934851673,1.0884193887455456,0.10648963957827216,0.7148391108346488,1.3021102721302396,0.6320178037198795,1.136262062729882,0.8286750128595928,0.5374820547973498,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.7309999465942383,1.4210423619895745,1.1664767187562883,1.1091286116653294,1.5122565693558832,0.3135639083385893,0.7346606320138382,1.252080479238269,0.6521559927035482,1.123237881106922,0.8542147209247042,0.5105170688467898,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.7950000762939453,1.4376198986099702,0.7875053084820979,1.1172558918732143,0.4425688150777756,0.8293803226365593,0.759632243414191,1.215117174254195,0.7013334228732382,1.145174354945863,0.8783033769018997,0.48723425135147347,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.8589999675750732,1.4537227045580847,0.9088537626374323,1.0802144191789758,0.9609216470944271,1.7335097355778084,0.8110109262039775,1.1926760909923801,0.7623889714474965,1.1177064670096368,0.8559023491075461,0.46328773261507994,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.922999858856201,1.4693644338095633,1.1152715024262256,1.065815551799579,1.232721684266217,1.489870933676929,0.8433950285363611,1.1644832936436926,0.7895906321749165,1.0828193428878548,0.8402444082741232,0.44072830121767725,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,2.986999988555908,1.4845583443015913,1.1012044250232462,1.0974310667076927,1.2689911700797984,0.7428619319756814,0.8277493136509217,1.1286368714232153,0.7683306064288773,1.08810247967066,0.8259986348879986,0.4443864448725746,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.050999879837036,1.4993171470024178,1.286706803154977,1.100752564806915,1.5532853778597064,0.24485899111116818,0.8458717079867982,1.1014732647204495,0.7717207111325076,1.052954836816076,0.8393871124180645,0.4327959522939888,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.115000009536743,1.5136534089080294,1.2817835628602907,1.126715929112349,1.7797896709753194,0.4394624795745082,0.9044486422647248,1.0772684569406865,0.8228758325926582,0.9967428702055247,0.8636227432213075,0.41479672213182645,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.178999900817871,1.5275791234923892,1.0044164575561496,1.1077614796419244,1.6298185687997526,0.5778532560860227,0.9558589725283848,1.0565072072386057,0.8553088408683911,0.934304199235163,0.9001414207875866,0.4132549816242363,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.243000030517578,1.5411061483839812,1.1811875316560723,1.0943302047790755,1.7266954020711227,0.28957989799687067,1.0023922715191418,1.0432689261449015,0.854397672970811,0.8503195265661677,0.9776542125192227,0.4039794817826539,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.306999921798706,1.5542458000627855,1.220396409327235,1.0734906030549136,1.3041865794711944,1.0916847307765933,1.0159947104481626,1.0013405968476778,0.8508588070596864,0.8240688245701404,0.943755878377127,0.3860769764501325,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.371000051498413,1.5670092668313529,1.2471282961963186,1.0444158126901257,1.1673478688191197,0.3369945913986399,1.0296156687514495,0.9518329953400164,0.8284083211586916,0.7807519632088737,0.9433842100095308,0.3970549677877069,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.434999942779541,1.5794072263898669,0.975723727622241,1.008346824242379,1.0242069572432568,1.6795878690081263,1.0023297607277015,0.8841649961529321,0.7897253077026509,0.7860541186795457,0.9837211972994736,0.3661821407220313,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.499000072479248,1.5914502354962952,0.7746994002655035,1.0076562824511195,1.3019370517927853,0.9629381993830726,1.0095557279470015,0.8522539744560362,0.8556866863599629,0.8394880576832582,0.9719285216869538,0.35240203569996864,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.562999963760376,1.60314836912814,1.0374468789627491,0.9935374534235614,1.429793691496633,0.7679829118514732,0.970886784738491,0.8412392343079824,0.8158408756474385,0.8647688277119202,0.9863921184271429,0.32183092075014774,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.626999855041504,1.614511546428203,0.895388231588609,0.966360612288684,0.9605167659557354,0.6773957536925406,0.8778364997841944,0.8111121204362569,0.7579126208555014,0.9688613764476983,0.9355817953442453,0.30440290064448194,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.690999984741211,1.6255493988309917,1.0304308861360154,0.9822111070371964,1.468510397716891,1.062008121203383,0.8784636886642062,0.7988587878330429,0.7436729541478398,0.9494487166605928,0.9667875577971417,0.2883230204914338,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.754999876022339,1.6362711604169293,1.4682236596081364,0.9716750501364582,1.286320455406858,0.51755050129362,0.8488199736827496,0.7518536491357786,0.7109382438047672,0.964183138460169,1.0160754694851462,0.2770669915375634,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.819000005722046,1.6466859606755517,1.0443942594736288,0.9887005933832326,0.7995805294571003,0.5788330444259859,0.8466980330504386,0.6969922516502303,0.7372204307516771,1.004180640172413,1.011190048004039,0.2555238220973949,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.883000135421753,1.6568025495947836,1.5072960959439197,1.0046078487646979,1.1661204090338453,1.6852512670390105,0.8796578111465116,0.6791952025820186,0.8137256541173197,1.0363702440973315,1.033931573121741,0.2447128329655945,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,3.9469997882843018,1.666629393827122,1.050945934030527,1.0503486140189933,0.991942785496831,1.9332019086244945,0.9275230339217208,0.6329914588965696,1.0274280155900963,1.1879951664002437,1.034633499658253,0.25200481534524233,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.011000156402588,1.6761749691148449,0.9410578861378047,1.0475051173852332,1.1590898050125713,1.613485670088519,0.926128133924119,0.6386737692416413,0.9429500204266812,1.0933773210855255,1.0123175398368176,0.23782311489762442,92,128
development,EMU00069983,RF off,0,300.0,50.0,0.67745,1.4924223499999998,0.5776558707301577,4.075000286102295,1.6854471869001517,1.5650590884886098,0.9671359722357677,1.393498803846165,1.782878741878341,0.8690184679511065,0.604994086561115,0.8991575216967838,1.1702059150014867,1.064868226723676,0.22303504893704823,92,128
