polarization,seed,n,holdout_n,parent_mean_nll,joint_mean_nll,incremental_gain,gain_ci95_low,gain_ci95_high,additive_mean_nll,additive_incremental_gain,additive_gain_ci95_low,additive_gain_ci95_high,mean_parent,mean_x_nue,mean_cos_e_spin
1.0,396,1000000,300059,-0.06104562887077319,-0.0765520135630199,0.015506384692246702,0.014412248157009087,0.01664196616331892,-0.08193088404780693,0.02088525517703373,0.02012820818062417,0.02165296996521722,0.6998777893249053,0.5999766446222865,0.11027843922388511
0.85,1396,500000,150263,-0.05538954791669032,-0.05167138829593785,-0.0037181596207524785,-0.005184912607547491,-0.002215014577057448,-0.06891741764317723,0.013527869726486912,0.012467604061157793,0.014611607135754224,0.7003468481965608,0.5999293532847899,0.09463599591530875
0.5,2396,500000,150263,-0.05438873216472878,-0.03478414706232489,-0.019604585102403906,-0.020856246906634318,-0.01834977375598223,-0.05810817866562467,0.003719446500895879,0.0031415938141687904,0.004291154480349621,0.6999243678785427,0.6001361279348868,0.05653251549115986
0.0,3396,500000,150263,-0.05526741852730034,-0.027447471015228445,-0.027819947512071893,-0.028782174190344813,-0.02686840528405111,-0.0540226249367098,-0.0012447935905905427,-0.0014314988987391105,-0.0010513140083618366,0.7005857371095319,0.5999025859457149,-0.00015676359883928616
