parity,component,auc,positive_weighted_mean,negative_weighted_mean,mean_difference_positive_minus_negative,events,snapshots
no_flip,agreement,0.5097681617802913,0.5109660497079606,0.5062063421352492,0.00475970757271138,123,10206
no_flip,handover,0.5513751906149172,0.44846926207311766,0.40985683409456386,0.0386124279785538,123,10206
child_flip,agreement,0.5491209214181477,0.6892611322533772,0.6407203367856641,0.04854079546771306,123,10206
child_flip,handover,0.5641094603885969,0.4756415689591968,0.42948666001514413,0.046154908944052664,123,10206
grandchild_flip,agreement,0.6374325269337963,0.6442018313144647,0.5607198009099535,0.08348203040451119,123,10206
grandchild_flip,handover,0.5764170110730926,0.47724652791408567,0.4205383548865837,0.056708173027501974,123,10206
both_lower_flip,agreement,0.5098932076478937,0.5317518087287133,0.5240303712767687,0.007721437451944646,123,10206
both_lower_flip,handover,0.5648394346996913,0.4585522588031327,0.40943320622389473,0.04911905257923799,123,10206
