repetition,auc_grandchild_flip_minus_child_flip
542,0.01066371250453313
543,0.02232176369561345
544,0.010848881161898971
545,0.0069379201339320185
546,-0.0006281947230560858
547,0.0076810761576718845
548,0.02083018517199209
549,0.010206793373533363
550,0.011509868133741552
551,0.01242720874157277
552,0.0062501741087541696
553,0.008333880545908334
554,0.011014654704567972
555,0.01853593194462455
556,0.012622123166049937
557,0.019319931648812627
558,0.0024903241195055603
559,0.007569777628739671
560,0.00470101647634158
561,0.008009291009850594
562,0.01478946790610236
563,0.009666001140197
564,0.016190960181817537
565,0.008688823975144921
566,0.00744038736856234
567,0.015047853723129778
568,0.005100689674427006
569,0.007777250749598452
570,0.007508205365041931
571,0.015263546450052012
572,0.01577948740826607
573,0.025725139102467653
574,0.014776326034570353
575,0.02187907392613797
576,0.010856758386699972
577,0.02336140758132821
578,0.014479987030502128
579,0.005661747724587496
580,0.003853643225211978
581,0.011497907921855233
582,0.007324656540468433
583,0.009950287013212544
584,0.015566100664227034
585,0.0018304393267891683
586,0.010942766624282951
587,0.01566132696844902
588,0.011906666421101164
589,0.01240191938828017
590,0.012701256416476014
591,0.004353919537739781
592,0.026396480616532214
593,0.014782075570257236
594,0.011705604061042596
595,-0.0010337087014228308
596,0.0064996309874783
597,0.010343790461573965
598,0.01031396003380236
599,0.003239961689545101
600,0.01729754930098726
601,0.006519420041085466
602,0.005450953998329178
603,0.012688882667014068
604,0.002316756447713564
605,0.007025808778016285
606,0.016026989806731895
607,0.01857484049994995
608,0.014097722722913208
609,0.009421849040592623
610,0.012359482979547365
611,0.007623147767283012
612,0.009554051658910323
613,0.01377647153153927
614,0.015882283827696964
615,0.012077250572058551
616,0.008441450596536004
617,0.008587941323115578
618,0.014984345055678139
619,0.00579290496214635
620,0.005573489260588538
621,0.023575609696469324
622,0.0004146068503552147
623,0.01782160558171142
624,0.009569271682630442
625,0.024796958004273506
626,0.017218714162796078
627,0.0064433761892290775
628,0.024880013522500022
629,0.013546800775419143
630,0.009643247754650308
631,0.0028981039972116873
632,0.013177345546325214
633,0.007008535756472867
634,0.016710173363776115
635,0.005308069758334422
636,0.014133314331473135
637,0.011632091746485052
638,0.011328418996516154
639,0.0013968905952734811
640,0.0003116024260774175
641,0.002104025245658392
642,0.003791242147050289
643,0.01771245044471048
644,0.005898098367838389
645,0.009291917270795369
646,0.010753833586394368
647,0.004801263927353583
648,0.012954837949761266
649,0.018533260831510412
650,5.6471002636282464e-05
651,0.00908361455843154
652,0.022039850977856323
653,0.008423319226377846
654,0.003722585459266181
655,0.017988230493626634
656,0.012784760248729987
657,-0.0035567060809130746
658,0.005248526127784259
659,0.0066366928653330826
660,0.017982836372360977
661,0.006252569519461071
662,0.0007687720621869509
663,0.0086477321898204
664,0.006472483291812048
665,0.022387926341306263
666,0.0064166846844198044
667,0.005768632268008167
668,0.014237856361822954
669,0.003705563288612379
670,-0.002180914806887202
671,-0.0042260228770267805
672,0.019181751674663627
673,-0.0010505269877725265
674,0.01162662888782695
675,0.006868123071362087
676,0.01654721081872168
677,0.015041822857849163
678,0.01793437051146851
679,0.008367213540617535
680,-0.003837885146002473
681,0.006968288524639821
682,0.015459494107691985
683,0.013434672730375463
684,0.014869352133256797
685,0.025845125149065895
686,-0.0027008097785066187
687,-0.002399021800441825
688,0.005541822382949757
689,0.01653243940112792
690,0.013068134892078143
691,0.009723825372550232
692,0.018783588053425837
693,0.014048797060342455
694,0.007249273810422396
695,0.01821325683235875
696,0.017451137274742567
697,0.013344709868533533
698,0.005320439579929781
699,-0.004191689522423991
700,0.01886006297411913
701,0.016137083900212068
702,0.013124797441298908
703,0.01945293349980093
704,0.011768726545385633
705,0.008758552030638467
706,0.017988214202105057
707,0.014262455122244444
708,0.010564685592522993
709,0.009023376650141746
710,0.020667318605194107
711,0.011063258477756022
712,0.010924336023780623
713,0.013155174139465653
714,0.01557992954851628
715,0.015223098459921092
716,0.02462251826270645
717,0.014485595884552671
718,0.012106303691015952
719,0.003473312453523336
720,0.013700744442420976
721,0.010471574468196798
722,0.013149821522588923
723,0.015736692801636365
724,0.015255812482924846
725,0.011195849951124881
726,0.017651676154688656
