repetition,shifted_child_auc
0,0.5476504263582415
1,0.5292200622473985
2,0.560209083264377
3,0.5598354818351627
4,0.5438569767374437
5,0.5805590328827341
6,0.5530089023168366
7,0.5461112366088641
8,0.5560485848231699
9,0.5636013244933022
10,0.5426438849156793
11,0.5587707052222369
12,0.5476414986398112
13,0.5643536289097729
14,0.5605892904333295
15,0.558975127847416
16,0.55128579027483
17,0.5519218608179052
18,0.5540588693475346
19,0.5433843751035256
20,0.5587066106428128
21,0.5443709285815453
22,0.5392876103907019
23,0.5635814874136456
24,0.5286271287905466
25,0.5449557499818747
26,0.5485002803257448
27,0.5266434633655839
28,0.5628578074448686
29,0.5548565365685961
30,0.5563446581006595
31,0.5422078775298659
32,0.5515717618771303
33,0.5510309127689127
34,0.5356776019447765
35,0.5583441212161964
36,0.5485539239553817
37,0.5447294863446815
38,0.5445827289930533
39,0.555916039380199
40,0.5378750818996183
41,0.5472261361365393
42,0.5268680583540807
43,0.5510330208852422
44,0.5704465748905472
45,0.5570411007121465
46,0.5562321029356302
47,0.5433540343656154
48,0.5796170729145472
49,0.5557353450906809
50,0.5487584312368108
51,0.5673058781267655
52,0.5522604292130499
53,0.5506556441839522
54,0.535921452517328
55,0.557558917044643
56,0.5472550309961328
57,0.559549078482679
58,0.5625513104602743
59,0.582241239914897
60,0.5629632115561292
61,0.5615062533521749
62,0.5527644462854875
63,0.5565274925994304
64,0.5388646459179723
65,0.5730440368051811
66,0.5497122963085475
67,0.5509180021565389
68,0.5564582608943668
69,0.5542680318444295
70,0.5560306507954816
71,0.5554864391159324
72,0.566268093008405
73,0.5524367094749466
74,0.5481736445102371
75,0.545780820926252
76,0.5499121762088671
77,0.5310398717994168
78,0.5640418434748651
79,0.5462047178846188
80,0.5479742552752147
81,0.5571176949665856
82,0.5449923486226548
83,0.5735385917219823
84,0.5492733948081719
85,0.5483330176608662
86,0.5647842779781796
87,0.5359629436096142
88,0.5642015406605755
89,0.5598507699957886
90,0.563203162676954
91,0.5521387722916827
92,0.562327826857116
93,0.5472221630163396
94,0.5353794635912557
95,0.5779605314072779
96,0.5600090802646946
97,0.5707312825844261
98,0.5446689664910029
99,0.5624335249052493
100,0.5532576000592562
101,0.5465010118634023
102,0.5568559625770618
103,0.5436613341372869
104,0.5628175806880277
105,0.5321118056863277
106,0.5672455863891168
107,0.5412417852922412
108,0.560972712736892
109,0.5731432116583282
110,0.538903799806515
111,0.5653906946798475
112,0.5741823907549316
113,0.5440417842837948
114,0.5340858783694002
115,0.550567480371678
116,0.5672872852034112
117,0.5395923729182472
118,0.5667673624570342
119,0.5939558581527628
120,0.5605784295467081
121,0.559824966224929
122,0.5798561779388577
123,0.5591751350697901
124,0.5653326361303462
125,0.5352809092581927
126,0.5612633987506326
127,0.5700114858552766
128,0.5627334052328543
129,0.5553245268482824
130,0.556292495768709
131,0.5697181920347859
132,0.5637167316998651
133,0.5478616894131683
134,0.5637132227252235
135,0.5835671316084615
136,0.5478759661220164
137,0.5572145619522738
138,0.5411633615723124
139,0.5507864174930387
140,0.5512176180930068
141,0.5592316198748225
142,0.5494144523115742
143,0.5641721469314328
144,0.5463565823052713
145,0.5381917303291985
146,0.5361804764227887
147,0.5406290769584141
148,0.5525956023154888
149,0.5662134431086169
150,0.5560937982452034
151,0.5556986723948638
152,0.5367892092414482
153,0.5576186118687073
154,0.5538454301062479
155,0.5584947693067788
156,0.5484960836305783
157,0.548104892084623
158,0.5562618823505208
159,0.5577848685692814
160,0.5615521211125682
161,0.5453401282207104
162,0.5382574217014763
163,0.5545968561068361
164,0.5549200806748162
165,0.552803707817785
166,0.5532321270088333
167,0.5558513888868263
168,0.549950884623712
169,0.5571354289811349
170,0.5331989893588567
171,0.5563026874759397
172,0.5655688044243502
173,0.5249348002334127
174,0.5704177762463308
175,0.5459819519232328
176,0.5718748281852539
177,0.5541797073512099
178,0.5475266527586854
179,0.5701026979084163
180,0.546466925887085
181,0.5403774054227098
182,0.5469336537378615
183,0.5433859432822641
184,0.5771299011099075
185,0.540383268260369
186,0.5714957574061612
187,0.5708213573167422
188,0.5375834859509561
189,0.5348135448754702
190,0.5719462181662895
191,0.5632278490563865
192,0.5496464724078038
193,0.5373549577596874
194,0.5339420093197985
195,0.5395829148197033
196,0.5703704713468004
197,0.5571380504034997
198,0.5565435791239661
199,0.5454901406428692
200,0.5605147217558044
201,0.5690743479601742
202,0.5576885565460149
203,0.5581124238315653
204,0.5553545695913157
205,0.547332283347283
206,0.538833306150442
207,0.565957628739633
208,0.5507793679498925
209,0.5600042964922589
210,0.5419406505463784
211,0.5480023118047972
212,0.5613106293092285
213,0.5632850370081446
214,0.5605235658340029
215,0.5495591043155148
216,0.5451945607698173
217,0.5574297570108426
218,0.5396950564154559
219,0.5382588698547489
220,0.5670861684612173
221,0.5699424373824118
222,0.559866671513734
223,0.5574123458829511
224,0.5429476153166403
225,0.5487438037949367
226,0.5402424680960307
227,0.5624816558642697
228,0.5520871766043013
229,0.5607989350880566
230,0.5544973608955963
231,0.5511761360633098
232,0.5483040348587891
233,0.5681550325551088
234,0.5654015381215474
235,0.5735276696383077
236,0.5726037063227184
237,0.5487108432716792
238,0.5574873417369168
239,0.5509855706108983
240,0.5412426943382549
241,0.5490849852508811
242,0.5434313565313106
243,0.5511024979440113
244,0.5405278349309961
245,0.5433784404099701
246,0.5470602061294101
247,0.5556817532172005
248,0.5696938515299546
249,0.5572710276660184
250,0.5412074840671364
251,0.5566946847180004
252,0.5269626971046635
253,0.5353773572835295
254,0.5571221846599995
255,0.5401335830086882
256,0.5549474159987322
257,0.5458074381034541
258,0.5636085277889603
259,0.5623651997908118
260,0.569149947068164
261,0.5719053281006379
262,0.5746380813432515
263,0.545844822267463
264,0.5527037646464646
265,0.5450573143247744
266,0.5482145748273556
267,0.5624001659178258
268,0.5445943515490039
269,0.5738652304323842
270,0.5473962567429557
271,0.5512012015875605
272,0.5479091028253075
273,0.5624343788217308
274,0.550734875596893
275,0.5599384134454668
276,0.5544649473561607
277,0.578388735309847
278,0.5566946006888851
279,0.571436400730831
280,0.5680286260242041
281,0.5582634799039895
282,0.5699887201392623
283,0.5429981492818292
284,0.5687773308902755
285,0.5594359933942786
286,0.558094027972479
287,0.5460045705878268
288,0.5400352348815212
289,0.5533858843782654
290,0.5508452335433072
291,0.5477713811436479
292,0.5440498044472339
293,0.569770947950578
294,0.5511819943107986
295,0.5706107341212088
296,0.5623316091214327
297,0.5382520422229115
298,0.5554926021071414
299,0.5491861677435688
300,0.5472065723459589
301,0.5777915539786779
302,0.5392689223236057
303,0.5283663444511868
304,0.5646675564545671
305,0.5573653562537718
306,0.5486510244959424
307,0.5640745493360962
308,0.556955042551488
309,0.5496333402333846
310,0.549212286514391
311,0.5429329539088211
312,0.5589984403201866
313,0.5448884679043892
314,0.551198397187823
315,0.5530228463245174
316,0.5479285891736472
317,0.5484292751176858
318,0.5568650138107697
319,0.54491842843859
320,0.5350880526449796
321,0.5447260885909302
322,0.5581709320918153
323,0.5408573989206342
324,0.5484834460074596
325,0.5479343950595575
326,0.530863636872475
327,0.540526116778246
328,0.5625850285326403
329,0.5684987732163843
330,0.550987551503822
331,0.5698979008450179
332,0.5657842730986307
333,0.5548496683777512
334,0.5439658827600107
335,0.5483131384533975
336,0.5587199664941794
337,0.5497422938633901
338,0.5640793481791417
339,0.5652114814161953
340,0.5482365849046853
341,0.5481829984443582
342,0.5461719480661683
343,0.5596660447255124
344,0.5597662093587528
345,0.5439144782476382
346,0.5452198138506442
347,0.5507492072407907
348,0.5629094638819313
349,0.5684574643779857
350,0.560208697037905
351,0.5480408824024394
352,0.549032357437607
353,0.5496451650681503
354,0.5653267474380894
355,0.5490689229452538
356,0.550036457044324
357,0.5503805814789393
358,0.5556300436268206
359,0.5424752711903408
360,0.5408027959807287
361,0.5600220365320955
362,0.570482064168898
363,0.548289215917407
364,0.5791239431855466
365,0.572826367228571
366,0.5673835110866099
367,0.5590114070961193
368,0.5714785517911972
369,0.5539386745454451
370,0.5663017756944482
371,0.5655030432566718
372,0.5574262309707417
373,0.5636020233295336
374,0.5363037205409918
375,0.554491600085757
376,0.5498091485751846
377,0.5493758822194984
378,0.5497276284750968
379,0.5612500454339913
380,0.5542805325383613
381,0.5509564635867795
382,0.5713479319413158
383,0.5604822243024422
384,0.5764299549916179
385,0.5820936344795792
386,0.5446621240506756
387,0.5336434903744651
388,0.5659129874122732
389,0.575880030575808
390,0.5552585349450754
391,0.5607472124238588
392,0.5489842082560642
393,0.5574962408861855
394,0.5712117314277896
395,0.5443307049773795
396,0.5453785379789204
397,0.5712589039220779
398,0.5580120260554068
399,0.5334123121033925
400,0.545443466924138
401,0.5569727876810662
402,0.574468390156242
403,0.557239178611925
404,0.5482651859674101
405,0.564811878190224
406,0.5639129120883625
407,0.5489323041396381
408,0.5592021815050198
409,0.5430987249753925
410,0.5715063668318338
411,0.5552030322798389
412,0.5438509052083133
413,0.5580286199694162
414,0.5325196741092101
