repetition,shifted_bundle_auc
137,0.5860654188117472
138,0.6065812146120034
139,0.5673482413231927
140,0.5837310759141436
141,0.5887881328192653
142,0.6014454392239268
143,0.5759335550037179
144,0.5805861325228195
145,0.571985350237067
146,0.562095555940876
147,0.5935661281918121
148,0.5868890713343391
149,0.5709843693741778
150,0.5719357788491982
151,0.5647111723259707
152,0.5963881287839586
153,0.5900372189655262
154,0.5787390553698741
155,0.5623275163324267
156,0.5297308917186431
157,0.5725491635324768
158,0.6005384075130198
159,0.5668486773508501
160,0.5820127967811772
161,0.5890042619910428
162,0.5769634223638737
163,0.5872701193483721
164,0.5662758329563456
165,0.5867565552438734
166,0.5645786863219852
167,0.5840971919997618
168,0.5509665472404959
169,0.5740260467837841
170,0.5666046665965202
171,0.5719248777293124
172,0.5745073206589657
173,0.5762408331535532
174,0.6084629918037662
175,0.5772005324078939
176,0.5740868927398988
177,0.5719535029747463
178,0.5908214715919369
179,0.5827146037967523
180,0.5943665832867137
181,0.6152623855908053
182,0.5584551849951408
183,0.5861361947071918
184,0.5761366387509855
185,0.5638054426249797
186,0.5660134434497013
187,0.5784926914874503
188,0.5934928670118759
189,0.6288882091429914
190,0.5979032884741121
191,0.5500192761112785
192,0.5954562553323037
193,0.586748576416919
194,0.5550680600637357
195,0.5624309483763509
196,0.5621494080927587
197,0.5972488190312941
198,0.5542441512871887
199,0.5913692909074086
200,0.6008104130355587
201,0.608897718105404
202,0.5574098973114354
203,0.5953970101889184
204,0.5696482977969635
205,0.5940868585972074
206,0.5981470050616434
207,0.588241327379376
208,0.5664841959848759
209,0.5953642349275522
210,0.5629169640932091
211,0.5776894266457299
212,0.5464409425327349
213,0.6089628232794285
214,0.5942284760495278
215,0.5896086498755811
216,0.5965988064926654
217,0.5698529971752758
218,0.5815822197441777
219,0.5943441383148534
220,0.5869261222355334
221,0.5994961812015898
222,0.5947300262898826
223,0.6136552159083069
224,0.5878560475082009
225,0.5896571591491078
226,0.5642772511882331
227,0.6261737254805823
228,0.5653976871577087
229,0.5929914727108603
230,0.5637409378766445
231,0.576706003561732
232,0.5906479234226432
233,0.5754488983581688
234,0.6114988512147217
235,0.5751221491188049
236,0.589869667897749
237,0.6097466263104631
238,0.6003129704280639
239,0.5983362288726037
240,0.5582477243346372
241,0.5683092879667805
242,0.5975684965195376
243,0.5669255032379136
244,0.5832611823950014
245,0.6033401596691362
246,0.5895200275887615
247,0.6004205426988051
248,0.5859834062055332
249,0.587203802769038
250,0.6095431641736185
251,0.5801771985299563
252,0.5268498194871859
253,0.604003892994525
254,0.5675553064321687
255,0.6047935477953756
256,0.5883329670155601
257,0.5882868056160027
258,0.5710977771215933
259,0.5798357822466272
260,0.5699088181817717
261,0.5688901693565008
262,0.602426646817375
263,0.595530326917187
264,0.6180676931644165
265,0.5907367781965627
266,0.5892032694388621
267,0.6006630395780234
268,0.5733574160464731
269,0.6047014594539337
270,0.5690721588325561
271,0.5783404205455959
272,0.5672543464771242
273,0.601047915337755
274,0.5653654445939053
275,0.5830618905216812
276,0.5719624368198618
277,0.5727597770037101
278,0.5663704435058746
279,0.6249540086653349
280,0.589734102220529
281,0.595921918762497
282,0.5983669667646658
283,0.5922735834098497
284,0.5751474915080642
285,0.589338971703285
286,0.56542037152858
287,0.5922921182713459
288,0.6088553103858506
289,0.5561894718198177
290,0.5740885329715988
291,0.5682070181109956
292,0.5986244799396476
293,0.587616744093509
294,0.5699177601904696
295,0.5896519205900321
296,0.5966466663985193
297,0.5670546276563256
298,0.5866245836214877
299,0.5563442720223838
300,0.5889777047042054
301,0.5977277488793244
302,0.55817684175023
303,0.576070227833048
304,0.5773086060937465
305,0.5690360237497276
306,0.5732176537295197
307,0.590458644457348
308,0.5728460510352088
309,0.6171495183935346
310,0.5749938125862981
311,0.572801021628408
312,0.5699218369408177
313,0.6014686863527433
314,0.6183774990070249
315,0.5748343838584058
316,0.6044991259047684
317,0.5771830460216136
318,0.5979425607543657
319,0.5990562456098025
320,0.5425727204862363
321,0.6139720334753759
322,0.587383543660648
323,0.5901667497655844
324,0.5689110852586161
325,0.5839699111452121
326,0.5789584329125845
327,0.6250992548190077
328,0.6002035809868943
329,0.6200864702481256
330,0.6004157617274469
331,0.6089503967521374
332,0.5528346576410581
333,0.6051341613984634
334,0.5889685309825504
335,0.5998988812507104
336,0.5910249047867521
337,0.5657952254577164
338,0.5880132741933254
339,0.5817247938424213
340,0.5615833750495243
341,0.5457967014319699
342,0.5705452070704297
343,0.6111435044165653
344,0.5717043234863016
345,0.5917397342380686
346,0.5878968928561449
347,0.575385928189776
348,0.5714990879690193
349,0.5827263362957874
350,0.5570363569706455
351,0.5801432455754743
352,0.6171926157044849
353,0.5982505957065274
354,0.5935953804856188
355,0.5965692935414156
356,0.5868096812447687
357,0.5651401285701361
358,0.5919903390771226
359,0.593554958049083
360,0.563586548550004
361,0.6148753837993207
362,0.5588536410020097
363,0.575206563154075
364,0.6007625950637431
365,0.5493917471427137
366,0.5999737357643676
367,0.5884420579961769
368,0.5880281049214541
369,0.6023655303124069
370,0.5866075537645928
371,0.5295542835755718
372,0.623760306439349
373,0.5838609733980471
374,0.5789770595388317
375,0.5727930469047597
376,0.6088096801667241
377,0.5850075074471797
378,0.5936867894995121
379,0.5757054780784534
380,0.577383554821559
381,0.5947808001210123
382,0.5710980595067066
383,0.6039911543652371
384,0.6042132336610394
385,0.6015243059786588
386,0.594184643317917
387,0.573191952488098
388,0.5937322133494155
389,0.5793756969478933
390,0.5883812406825777
391,0.6090425560233572
392,0.6041054969411432
393,0.5953962990388717
394,0.5943018183061712
395,0.593757335895834
396,0.5700724323964559
397,0.5569491505040222
398,0.5921145087737858
399,0.5992923422177635
400,0.5762154133953139
401,0.6038729251655532
402,0.5835501063559573
403,0.5951351538582982
404,0.5266712471499461
405,0.5757025162067889
406,0.5777935801075774
407,0.6244971355482348
408,0.5895677900860159
409,0.5761751516577668
410,0.5731054564008056
411,0.5917527240141988
412,0.5879254034740522
413,0.5931369005409765
414,0.6175399230816442
415,0.6045839439221253
416,0.5938535879992242
417,0.5766447750393281
418,0.5896625242467175
419,0.6158676823181166
420,0.5630375677888856
421,0.5959078042539522
422,0.5574436051714069
423,0.6008228363095902
424,0.5980727696871587
425,0.5586557826671552
426,0.5922060968113747
427,0.5448408800040375
428,0.5721385397238686
429,0.6052643225128911
430,0.572564495496555
431,0.5671271186578812
432,0.5892741200487248
433,0.5797779613994208
434,0.5914769812767725
435,0.5887392086750887
436,0.5692486872432663
437,0.5938856325601254
438,0.5980388128799813
439,0.5903312926538287
440,0.5717323574814083
441,0.5925329520089876
442,0.5922566688706807
443,0.571734980056985
444,0.5945405105720848
445,0.5798181578853446
446,0.5868287462827947
447,0.597651957207173
448,0.5695475310764734
449,0.5920769959822679
450,0.586800344230698
451,0.5998026197897015
452,0.601784911608356
453,0.5638144324094915
454,0.5737891581952405
455,0.5822758112849548
456,0.5849948452213527
457,0.5915571513625035
458,0.5833305439497948
459,0.5811934642453587
460,0.5686202315453277
461,0.6073047794695925
462,0.5893718832752077
463,0.5823127526787155
464,0.5995248921501412
465,0.6083311453655029
466,0.5751331827497438
467,0.5669142674636817
468,0.5911257481889043
469,0.563985344816779
470,0.5713170346318176
471,0.5781749627113352
472,0.5646442390024667
473,0.5866171000528608
474,0.572668570572678
475,0.6211913863276707
476,0.5913383084752152
477,0.5818548799361936
478,0.5780320601684538
479,0.5762299276792087
480,0.5962933054001819
481,0.5676463719097006
482,0.570603380267431
483,0.6039666079336099
484,0.5846297800369836
485,0.5783280216268237
486,0.5638304292316869
487,0.5851553362677941
488,0.5874158547105702
489,0.5999467659272207
490,0.5866267977530667
491,0.5824103338077851
492,0.5875453852084342
493,0.5944782617692501
494,0.5821123759152143
495,0.5574949439934636
496,0.621835362444148
497,0.5674257546560416
498,0.5655239332611579
499,0.5788476293168158
500,0.6033160365168261
501,0.598960492727678
502,0.5865916429403383
503,0.5769664336215905
504,0.5656824591059274
505,0.5952443891533936
506,0.5660397566635198
507,0.6043847149145528
508,0.5722026626533815
509,0.5849478190565792
510,0.5949179933044061
511,0.6217676566117459
512,0.593958912743381
513,0.569149809580753
514,0.5915878665047039
515,0.60470139313923
516,0.5593151497943604
517,0.5881143487555238
518,0.5659267706177958
519,0.5717097070005164
520,0.5882703265009991
521,0.5687592226481997
522,0.5969250953166583
523,0.6013240104752143
524,0.5815454752285757
525,0.5669736764573345
526,0.5702767003261093
527,0.5678494349441868
528,0.584197262086513
529,0.5837628781044114
530,0.5661177818466097
531,0.5636040816071048
532,0.6125796986869707
533,0.5856013156410187
534,0.5602347444950118
535,0.5961980195017128
536,0.5828607851411918
537,0.6087329903209249
538,0.583059212855997
539,0.5773298087547569
540,0.5980328326797952
541,0.5682598890744834
542,0.5889036233356879
543,0.611377130986471
544,0.5743895620567291
545,0.5582116130323851
546,0.6347106532882708
547,0.5990873900618852
548,0.5755286939495008
549,0.5820893370853846
550,0.5790982878755118
551,0.5909336484439722
552,0.5998757523479541
553,0.5922634849157101
554,0.5780984850713358
555,0.6162572736816705
556,0.5823112126289569
557,0.5661693126666884
558,0.588940598626559
559,0.610418126720357
560,0.5996706120463233
561,0.5909560487291604
562,0.613600949598286
563,0.5892559836143935
564,0.591369029395619
565,0.6008955392872466
566,0.5813458455928859
567,0.6063181965444896
568,0.5888973288996127
569,0.5795826134709395
570,0.5737899144636951
571,0.572676650247904
572,0.5915145445038866
573,0.5851389074841132
574,0.6005162808562445
575,0.587915536262488
576,0.5857845876639197
577,0.5958837914064038
578,0.5820079900288637
579,0.5510831650755978
580,0.5970997166521287
581,0.5713072232096127
582,0.5657479369489461
583,0.5927224816065233
584,0.573856142263706
585,0.5608733098948915
586,0.5966105977277221
587,0.5880103581100755
588,0.575229054613679
589,0.5832431930803746
590,0.5591986756132656
591,0.5629744057427373
592,0.5823983117831841
593,0.6015822222065302
594,0.5890634916162416
595,0.5910430981353002
596,0.5696202090820749
597,0.570760977993335
598,0.5949230295459791
599,0.5795866176198401
600,0.5855652310761426
601,0.603714643071253
602,0.5873393140740396
603,0.5858246909359018
604,0.5737348865114407
605,0.586660330652818
606,0.6124085658290194
607,0.6081236730207505
608,0.5777565280931725
609,0.6098989183963043
610,0.5834124728229364
611,0.5860494942910883
612,0.594041287348704
613,0.5952063254818667
614,0.6006949915836453
615,0.5833699511393757
616,0.5455484943241038
617,0.5742797900952492
618,0.5955882211057921
619,0.6020788874076826
620,0.5634341867332048
621,0.6058746246083079
622,0.6031033519158643
623,0.5653494948976667
624,0.5749955149668609
625,0.6109513023266326
626,0.610127526098114
627,0.588694202569181
628,0.5666850654684129
629,0.5992148431341744
630,0.581094851317747
631,0.5884645768090511
632,0.5814106136989949
633,0.571402020390049
634,0.588599058620153
635,0.5486762863991893
636,0.5939187666074912
637,0.5872740251272414
638,0.568625615192736
639,0.6089627941930272
640,0.5937391201688363
641,0.5705569022513112
642,0.60800684308636
643,0.5784778153545094
644,0.5625375553988079
645,0.5776373476018133
646,0.5801631122450369
647,0.5822472085604598
648,0.5599212458830812
649,0.5865665589940524
650,0.6040231897796191
651,0.5991333960620804
652,0.5903521985823323
653,0.5982034911730674
654,0.5630510657323194
655,0.5998088873921885
656,0.5917031510179834
657,0.5478570888926387
658,0.5750578025823696
659,0.5825538629131052
660,0.5802269607593094
661,0.5782023038631569
662,0.5679463449855728
663,0.5690718825459832
664,0.5996973672524345
665,0.5812917973330509
666,0.588054023320044
667,0.5876678018589861
668,0.5853789516901547
669,0.5659501189373248
670,0.5952740023837795
671,0.5904946377723084
672,0.5946773668634809
673,0.6188508404460812
674,0.601147473242979
675,0.5602635955877964
676,0.5551928574977258
677,0.5791327783414232
678,0.5387100936217131
679,0.5901897071157541
680,0.5587775671317602
681,0.5786456809007092
682,0.5809066540743234
683,0.6028344080125262
684,0.5945730621821111
685,0.5537638299453397
686,0.5464734125818829
687,0.6017109480567793
688,0.5815356808260699
689,0.5873153339301187
690,0.573418184985234
691,0.55748457845841
692,0.5910171238199191
693,0.5514904504221034
694,0.5755401081645608
695,0.5659461954311558
696,0.5600901554537886
697,0.5945783651158126
698,0.5762022319880163
699,0.5903723268714706
700,0.5869395781572715
701,0.558375517828288
702,0.5856169196003405
703,0.5793099495550549
704,0.5840197826773764
705,0.573159833313355
706,0.582798526207627
707,0.5870236139335256
708,0.6118731118968989
709,0.5657314186454359
710,0.5804137424608679
711,0.5768505068714215
712,0.59003599116396
713,0.6019453752486205
714,0.5818489862350787
715,0.5721388359972678
716,0.5610695160661043
717,0.5726111003388428
718,0.6129291581397508
719,0.5697997810754515
720,0.5961459467291649
721,0.5718552683526834
722,0.5735373923617786
723,0.5737365444161855
724,0.5813128628426585
725,0.5853472408254236
726,0.60163695942306
727,0.5568308768260782
728,0.5996265573210138
729,0.5547454857676106
730,0.5985681295989391
731,0.556890520430305
732,0.5772725777941707
733,0.5577384100860815
734,0.5697495612698087
735,0.584206808414081
736,0.5972792130820559
737,0.5881227647753594
738,0.6009941879785531
739,0.5889111148745345
740,0.5804466774019413
741,0.5742590787474535
742,0.5714250199952537
743,0.57504125024644
744,0.5833834864049435
745,0.6125160141717926
746,0.5788482336483282
747,0.5729263585828483
748,0.5648238265524866
749,0.5820855508504993
750,0.5737445525096744
751,0.5709223891853039
752,0.5868629682461047
753,0.6000602831780276
754,0.5849533549382798
755,0.5853401973987665
756,0.563663183579615
757,0.5432120258329344
758,0.6005988794144692
759,0.5757965910808325
760,0.5936867795059964
761,0.5982089400722108
762,0.5965201658632925
763,0.5993266379677806
764,0.5849600971001087
765,0.5556030925736025
766,0.603991402079401
767,0.5886685444048767
768,0.5809704543681052
769,0.579706220391098
770,0.5719903935454156
771,0.5633387599059478
772,0.5744618562552516
773,0.5789794494128307
774,0.6050209922469639
775,0.5882487937079255
776,0.5849356019701853
777,0.5781739162550138
778,0.5795812843616266
779,0.5741186636563489
780,0.5820961400194546
781,0.5603455335679246
782,0.5818476598562955
783,0.600440999350893
784,0.5620015199131417
785,0.6011716271260488
786,0.5729925918947768
787,0.6092531954135652
788,0.5349218667290705
789,0.5889620405785747
790,0.5661760624436121
791,0.5856302719222892
792,0.5936354272475819
793,0.5669106930922373
794,0.5953790730691568
795,0.5913832968508285
796,0.6139148676735936
797,0.5796115567544671
798,0.5719853855248968
799,0.565804058338731
800,0.5997955053276692
801,0.5949341967090959
802,0.582576052139772
803,0.599393964825003
804,0.5960948424940534
805,0.6006830460452213
806,0.5923753118098628
807,0.5556625817797979
808,0.5682315148862103
809,0.5499339703097597
810,0.5700581567518797
811,0.5619492283044503
812,0.5958370772534125
813,0.5982655515768474
814,0.6026613295347129
815,0.6135494351149261
816,0.570996618958626
817,0.5729899524162959
818,0.6007482831841078
819,0.592399556568971
820,0.5691380151822493
821,0.5725736728590669
822,0.6112100297450848
823,0.5829806904330523
824,0.5753294872034839
825,0.6098928107819952
826,0.5734533413953316
827,0.5681200911077968
828,0.5988918497945833
829,0.5711179608943866
830,0.5914471791500381
831,0.5926667966303388
832,0.5824162128304582
833,0.6021326557310096
834,0.557496545000622
835,0.5943834553289397
836,0.6042829956868571
837,0.5810868076696079
838,0.58222395221067
839,0.5996791264716286
840,0.5865811842388693
841,0.5890078231997581
842,0.5672980486007191
843,0.5795865648879802
844,0.5940433447435043
845,0.5975772276099505
846,0.5630673672599114
847,0.5588218005654031
848,0.5716809198065121
849,0.5735659771987193
850,0.6035864881622318
851,0.5664746445686799
852,0.5941804967447792
853,0.6004247763286323
854,0.5758606190599824
855,0.5950819286602355
856,0.6206992295268763
857,0.5816685974279406
858,0.6195085807814166
859,0.5923902789218031
860,0.6186992670404762
861,0.604528083802889
862,0.5608693716671641
863,0.6002125327039699
864,0.6044423362287417
865,0.5905496164268965
866,0.5823502193130756
867,0.6109545325760023
868,0.5780590752736066
869,0.5856828920006926
870,0.6006194406669157
871,0.5978767524526559
872,0.574410842672473
873,0.607169811181432
874,0.6201974756191543
875,0.6004924712985275
876,0.589727600333356
877,0.5943737139978011
878,0.5593453183900315
879,0.5645900301280837
880,0.5809994691934395
881,0.5731661271437479
882,0.5765086904021117
883,0.6244973813707204
884,0.5814450609344483
885,0.6180485797968931
886,0.582004286106513
887,0.6128735073370617
888,0.5901356701513645
889,0.585011531789872
890,0.612536705920091
891,0.5864144039237659
892,0.5927864867753382
893,0.5844133278104551
894,0.5554198796200592
895,0.564475278886064
896,0.5697561405595498
897,0.575765047080959
898,0.6152850436026925
899,0.5974736698540787
900,0.5619375048574714
901,0.5955415316585814
902,0.5855022804485254
903,0.5825790039526155
904,0.5601475556212763
905,0.5537844766081728
906,0.590765810300582
907,0.578080792871249
908,0.5907337327236416
909,0.5539819024623658
910,0.5680345268969597
911,0.6027876588843063
912,0.5643890564728182
913,0.6196979709674284
914,0.5779341057483316
915,0.6083433013012738
916,0.5958361218882011
917,0.5909206196465004
918,0.5888510361600882
919,0.5664686100454265
920,0.5784451183812053
921,0.580991616997679
922,0.6014108417769571
923,0.5749184763515016
924,0.5911642441161994
925,0.5822624147202001
926,0.5862894133617691
927,0.6033140376552957
928,0.5938097745415629
929,0.606511724047992
930,0.5692634441962275
931,0.5684088807706599
932,0.5884948422015791
933,0.5711854344072556
934,0.61926631922306
935,0.5930344679611761
936,0.5897825903658918
937,0.6021911026012363
938,0.5761963268087631
939,0.588316738746103
940,0.5771137801066275
941,0.62581601490986
942,0.5767063226339654
943,0.6190623844773938
944,0.5765417231849149
945,0.5573943632949082
946,0.5757831302862135
947,0.5883386451966763
948,0.6238319937636694
949,0.5795720577791748
950,0.5738979410898174
951,0.5708711561231494
952,0.5883561508774652
953,0.5775888418293099
954,0.5942076938348151
955,0.6099342292066604
956,0.5946302277043009
957,0.5794657113433931
958,0.5810119253997539
959,0.6064327203077124
960,0.6010462913559882
961,0.5954051059751642
962,0.5941679064526783
963,0.5832995443352774
964,0.6051380300115969
965,0.6078884919263922
966,0.5872081196369429
967,0.5913417318383589
968,0.5904713708662461
969,0.5799732780529685
970,0.5984731968240935
971,0.6024609520022391
972,0.5933848252991176
973,0.5952177112745409
974,0.5862012391047834
975,0.5914951223498766
976,0.6044497124024779
977,0.5835935601741171
978,0.582263799073703
979,0.554180181039835
980,0.5449218672502124
981,0.5860857941627512
982,0.5901978195097267
983,0.6051982189843653
984,0.5921698475721804
985,0.5880142164021551
986,0.5836574985609799
987,0.6226035253152965
988,0.5647039146396073
989,0.6065753826615045
990,0.5891866184196947
991,0.6011600148246542
992,0.561745515733037
993,0.5645617328268588
994,0.5824521868744218
995,0.5926020309096043
996,0.6000663212405231
997,0.6123973372006973
998,0.5878066330423561
999,0.5691017607885307
