split,elevation_rank,path_type,n,n_contraction,n_expansion,s_minus,s_plus,product,implied_alpha,endpoint_loss,loss_rank
calibration,1,thalweg,10,5,5,0.9488516256177025,1.014066695611698,0.9621988326159315,1.033794237069256,0.059652812473304874,12.0
calibration,2,control,10,5,5,0.9473437951708534,1.0781611976980754,1.0213893208332476,1.066812366573803,0.028213466252892127,4.0
calibration,3,control,10,5,5,0.9629627118464612,1.02701198022446,0.9889742415757501,1.0327210267647287,0.06069147927610461,13.0
calibration,4,control,10,5,5,0.9318781492311802,1.1153357444134573,1.0393570092753932,1.09401492317211,0.019301130819720118,3.0
calibration,5,control,10,5,5,0.847566623420511,1.1892511881411214,1.0079696139316012,1.1845403905250906,0.0764662715291556,22.0
calibration,6,control,10,5,5,0.924787173926895,1.028886368532649,0.9515009170472143,1.0547822378019538,0.039554235769110435,6.0
calibration,7,control,10,4,6,0.9213079417943304,1.074455777346941,0.9899046407765375,1.079976997984713,0.015948828978322255,2.0
calibration,8,control,10,4,6,0.8235946145586648,1.1348238296641013,0.9346347945841934,1.1745866678697943,0.06802774195878382,17.0
calibration,9,control,10,4,6,0.9440402019227159,1.0590122977364902,0.9997501833937955,1.0591894389559047,0.03538463634869974,5.0
calibration,10,control,10,7,3,0.945079782597925,1.218776890147582,1.1518413983760518,1.1356064982548177,0.07068093888741779,18.0
calibration,11,control,10,4,6,0.9065948086746376,1.0743150747849173,0.9739684696809111,1.0898214602597867,0.014478947094805475,1.0
calibration,12,control,10,5,5,0.7797432676062714,1.1440347139869407,0.8920533661391833,1.2112778748282282,0.0987873255067779,25.0
calibration,13,control,10,5,5,0.6315651843394661,1.661907663827279,1.0496030200602469,1.622162489813256,0.39087155762681747,34.0
calibration,14,control,10,4,6,0.8050557802083043,1.1127034640976867,0.8957883554296461,1.1794116151882692,0.07212711119797674,19.0
calibration,15,control,10,6,4,0.9621032972161355,1.194770514268408,1.1494926511942531,1.1094733489704043,0.06473761231262773,15.0
calibration,16,control,10,4,6,0.8178242320651292,1.207875617384393,0.987829949217585,1.2125940092656224,0.09987330251354899,26.0
calibration,17,control,10,6,4,0.8361037752935312,1.4341888730559171,1.1991307312460273,1.3137289922333946,0.17998108066764598,27.0
