source_kind,elevation_rank,path_type,event_index,middle_angle_deg,split,scale_ratio_s,turn_delta_rad,x_radial_ara,y_turn_ara,sector
observed,1,thalweg,0,15,calibration,0.9036337163194131,-0.31286963421277814,0.949377717543842,0.9004105023433664,bA
observed,1,thalweg,1,20,calibration,0.9999656392989227,0.08648556804101731,0.9999828193542918,1.0275292113196768,Ba
observed,1,thalweg,2,25,calibration,1.014066695611698,-0.04141881996936084,1.006984225320019,0.9868159801296859,aB
observed,1,thalweg,3,30,calibration,1.0066422026533925,0.4024598831011322,1.00331010812222,1.1281069595834632,Ab
observed,1,thalweg,4,35,calibration,0.9746102766474224,-0.010849421249779624,0.9871419066066619,0.9965465219568227,bA
observed,1,thalweg,5,40,calibration,1.1180200358225652,-0.4382297058424463,1.055721869399942,0.8605071522109349,aB
observed,1,thalweg,6,45,calibration,0.9488516256177025,0.33670868389677794,0.9737546082472618,1.1071777028482774,Ba
observed,1,thalweg,7,50,calibration,1.002843275964858,0.48097514321967616,1.001419619797005,1.1530991430954876,Ab
observed,1,thalweg,8,55,calibration,1.023707843274579,0.2532798355103883,1.0117150523250515,1.080621475613961,Ab
observed,1,thalweg,9,60,calibration,0.9331328212922643,-0.43951311248725095,0.9654099408114978,0.8600986311878995,bA
observed,1,thalweg,10,65,evaluation,0.9940586763394738,0.3067720791585586,0.9970204870443268,1.0976485856013256,Ba
observed,1,thalweg,11,70,evaluation,1.1711185633624344,-0.49083749553261274,1.078815853841451,0.8437615726622771,aB
observed,1,thalweg,12,75,evaluation,0.9125319762393168,0.8582446669623588,0.954265850272122,1.2731877622586338,Ba
observed,1,thalweg,13,80,evaluation,1.1213386930058031,-0.678490832579087,1.0571991136567984,0.7840296603050054,aB
observed,1,thalweg,14,85,evaluation,0.9052474587399507,0.481631964865791,0.9502675934165977,1.1533082159189054,Ba
observed,1,thalweg,15,90,evaluation,1.0287681007357636,0.491635315516191,1.0141800833349708,1.1564923813258907,Ab
observed,1,thalweg,16,95,evaluation,0.9463753681641612,-0.09934037158265656,0.972448977359173,0.9683789776280691,bA
observed,1,thalweg,17,100,evaluation,1.1358469774170774,-0.4870609902505887,1.0636033287278661,0.8449636716287707,aB
observed,1,thalweg,18,105,evaluation,0.9116804819538962,0.655194916658868,0.9538000628871651,1.2085550193498824,Ba
observed,1,thalweg,19,110,evaluation,1.341597232471619,0.7740288605687466,1.1458821473371208,1.2463810385106069,Ab
observed,1,thalweg,20,115,holdout,0.8160192518410354,-1.2473021942675213,0.8986900893410411,0.6029713805059129,bA
observed,1,thalweg,21,120,holdout,1.0398800283731622,0.10920899881129117,1.0195501832551237,1.0347623039818679,Ab
observed,1,thalweg,22,125,holdout,0.9129292134005222,0.907739717807115,0.9544830064857988,1.2889425262596892,Ba
observed,1,thalweg,23,130,holdout,0.9450218790601246,-0.20497488097572888,0.9717339318741021,0.9347544689660797,bA
observed,1,thalweg,24,135,holdout,1.0,0.08726649144147926,1.0,1.027777786958396,boundary
observed,1,thalweg,25,140,holdout,1.0968175945491072,0.5563309062426945,1.0461735893483506,1.1770856274466373,Ab
observed,1,thalweg,26,145,holdout,1.0764165974658837,-0.9655580053011289,1.036802151147869,0.6926533412287497,aB
observed,1,thalweg,27,150,holdout,1.1147417748931292,1.4076092998668162,1.0542580546974478,1.4480559560318516,Ab
observed,1,thalweg,28,155,holdout,1.0859702456097438,-1.4629655575112501,1.0412135531610203,0.5343235998977881,aB
observed,1,thalweg,29,160,holdout,0.9152070458220084,1.6135973804850698,0.9557264817070478,1.5136239985286655,Ba
observed,1,thalweg,30,165,holdout,1.0980573594775827,-1.4285402831995706,1.0467372157556258,0.5452815050457845,aB
observed,2,control,0,15,calibration,0.9473437951708534,-0.39557183953529296,0.97295998530936,0.8740855727800082,bA
observed,2,control,1,20,calibration,0.9953589966277343,0.23666968621620835,0.9976741010614585,1.0753343008826348,Ba
observed,2,control,2,25,calibration,1.2155502264424636,0.7369756391318071,1.097289704322603,1.234586631812272,Ab
observed,2,control,3,30,calibration,0.8853480318227176,-1.0370058879668986,0.9391879025824006,0.6699107738293357,bA
observed,2,control,4,35,calibration,0.9188729320746631,0.4556278523893145,0.9577215006948776,1.1450308498362076,Ba
observed,2,control,5,40,calibration,1.0485791314896031,-0.0746251706970818,1.0237135733459704,0.9762460704089659,aB
observed,2,control,6,45,calibration,1.0195315835737693,0.6959289395861514,1.0096713434603513,1.221521061551674,Ab
observed,2,control,7,50,calibration,0.9685678595009031,-0.5033528651030048,0.9840329911171739,0.8397778067987776,bA
observed,2,control,8,55,calibration,1.0781611976980754,-0.05180078951984669,1.0376107482829784,0.9835112965837071,aB
observed,2,control,9,60,calibration,1.1166819369353564,1.0887281961399302,1.0551249268486198,1.346552948198385,Ab
observed,2,control,10,65,evaluation,0.7926523765928915,-0.45896392405572767,0.8843347287435657,0.8539072455713553,bA
