time_M,series,coordinate
3567.153766590609,state x_L,1.0000487514720608
3567.153766590609,state x_C,0.0
3673.3494412034856,state x_L,1.0004802891718727
3673.3494412034856,state x_C,0.0
3684.7488163355024,state x_L,1.0004987353317303
3684.7488163355024,state x_C,0.0
3696.147462464395,state x_L,0.9989381447668743
3696.147462464395,state x_C,0.0
3707.544417129707,state x_L,0.9940868766299266
3707.544417129707,state x_C,0.0
3718.9400193398474,state x_L,0.9938608505478732
3718.9400193398474,state x_C,0.0
3730.3359350151304,state x_L,0.996899853378894
3730.3359350151304,state x_C,0.0
3741.732708832812,state x_L,0.9993518227161882
3741.732708832812,state x_C,0.0
3753.2302888838253,state x_L,0.9999953229971196
3753.2302888838253,state x_C,0.0
3764.6285430814974,state x_L,1.000009494075314
3764.6285430814974,state x_C,0.0
3776.027206422338,state x_L,0.9999887870600579
3776.027206422338,state x_C,0.0
3787.4261187755687,state x_L,0.999998304981081
3787.4261187755687,state x_C,0.0
3798.825187931276,state x_L,1.0000002646328388
3798.825187931276,state x_C,0.0
