method,time_M,x_P,x_R
causal path/history,256.860780235259,1.8593067768177907,0.755235310637736
causal path/history,351.36596508202877,1.8170731800829516,0.7387026723789037
causal path/history,444.7325871928268,1.8421793564997233,0.7411278737063723
causal path/history,540.4275339946226,1.5405499757656589,0.7430042322643579
causal path/history,631.6231484223132,1.6102842772504846,0.7417766350969578
causal path/history,721.8957813417181,1.5680506805156451,0.7417111800623934
causal path/history,810.6204935276352,1.8421793564997233,0.7399394324367117
causal path/history,900.843509162097,1.8170731800829516,0.7408063150199365
causal path/history,987.0962011300768,1.7895724753329645,0.7424005103799511
causal path/history,1072.2693042209726,1.7451721264666986,0.7414160825727442
causal path/history,1156.2222338160343,1.8170731800829516,0.7438799430226957
causal path/history,1242.364990230541,1.8421793564997233,0.7429716463465607
causal path/history,1324.131414621401,1.5680506805156451,0.7380012991537224
causal path/history,1403.8874532080633,1.4961496268993926,0.7352969920445653
causal path/history,1482.265564781653,1.4961496268993926,0.7403457999674791
causal path/history,1562.5216935569479,1.4961496268993926,0.7395321635640244
causal path/history,1638.881930124916,1.4961496268993926,0.73698752830416
causal path/history,1714.0026278759738,1.4961496268993926,0.7388421006820479
causal path/history,1787.2357666290243,1.4961496268993926,0.7302967644727927
causal path/history,1861.8613337748425,1.7977790076334568,0.7397541431103245
causal path/history,1932.8645083049717,1.4961496268993926,0.7377930564594387
causal path/history,2002.6995393741713,1.4961496268993926,0.7399691482270436
causal path/history,2070.2658201541544,1.4961496268993926,0.7280887772217752
causal path/history,2138.6675408156625,1.4961496268993926,0.7373983105404947
causal path/history,2203.663942973454,1.449348119698628,0.73519252971621
causal path/history,2267.469706332841,1.720576881743684,0.7335021908707536
causal path/history,2328.520371062041,1.750977500432693,0.7296019609688168
causal path/history,2390.48419959101,1.750977500432693,0.7326034241014491
causal path/history,2449.070702003682,1.6710995856284994,0.7312545745935201
causal path/history,2505.1184757277774,1.720576881743684,0.7249629502514443
causal path/history,2559.6941628568175,1.6710995856284994,0.7276677104505072
causal path/history,2614.601554793328,1.6710995856284994,0.7266630419380281
causal path/history,2664.8957168201887,1.6710995856284994,0.7260627597664395
causal path/history,2713.7503946883025,1.6186218808782966,0.7253477406955199
causal path/history,2760.4419953660745,2.0,0.7173101179053272
causal path/history,2806.6221932588755,1.5287712379549447,0.7150347797333692
causal path/history,2848.3252794651075,1.5287712379549447,0.7019181961303472
causal path/history,2887.8603675038,1.4949064372133896,0.7142066602719432
causal path/history,2924.4787838606558,1.7817348152961758,0.6998970858271871
causal path/history,2959.4129144710423,1.4307573148634822,0.6885102808587683
causal path/history,2989.920886931601,1.3614709844115211,0.6817113819127665
causal path/history,3016.7584024346147,1.5931568569324175,0.6875250967535907
causal path/history,3039.4046299808906,1.5931568569324175,0.6716339488738179
causal path/history,3057.290700367128,1.8844129532345624,0.646089273066653
causal path/history,3070.0386496731912,0.9101493570766489,0.597379016039125
causal path/history,3078.3406910588833,1.316992500144231,0.6868531394635942
causal path/history,3089.540350708464,1.1509775004326936,0.7061410864910062
causal path/history,3100.740010175398,1.5101493570766484,0.7061854942403805
causal path/history,3112.3396573039863,0.9101493570766489,0.706238039791098
causal path/history,3123.539316439667,1.5101493570766484,0.7062976166223353
causal path/history,3134.7389754199157,0.9101493570766489,0.7063685667755925
causal path/history,3145.93863424202,1.5101493570766484,0.7064534777334069
causal path/history,3157.538280706596,0.9101493570766489,0.706547199948951
causal path/history,3168.7379391894374,1.5101493570766484,0.7066253106768203
causal path/history,3179.4218183171097,1.5101493570766484,0.674731275390776
causal path/history,3187.9533146268896,0.7169925001442312,0.8066885242136663
causal path/history,3199.5529604062426,1.5101493570766484,0.7067908692515068
causal path/history,3210.752618202384,0.9101493570766489,0.7068594549533143
causal path/history,3221.9522757877085,1.5101493570766484,0.7069358048519424
causal path/history,3233.151933140779,0.9101493570766489,0.7070249833493055
causal path/history,3244.7515779873297,1.5101493570766484,0.7071313617276557
causal path/history,3254.9825423308757,0.9101493570766489,0.6365487372353348
causal path/history,3263.937630274766,1.2,0.9736268754556411
causal path/history,3275.1372865924386,0.9101493570766489,0.7073601846628598
causal path/history,3286.7369303275677,1.7509775004326937,0.707440630606606
causal path/history,3297.9365860510416,1.1509775004326936,0.7075313458007327
causal path/history,3308.713347569722,1.7509775004326937,0.6832082217707373
causal path/history,3317.1327880787558,0.9101493570766489,0.755050475810884
causal path/history,3328.7324306766395,1.5101493570766484,0.7078718195196843
causal path/history,3339.9320853002732,1.1509775004326936,0.7080255546875425
causal path/history,3350.9011548979765,1.7509775004326937,0.6979434869733209
causal path/history,3359.118159999378,0.6000000000000001,0.6361570013221155
causal path/history,3370.7178015263135,1.7509775004326937,0.708407185101664
causal path/history,3381.914257507209,1.284412953234562,0.7084636117609729
causal path/history,3389.966617270651,1.5101493570766484,0.5433262565147031
causal path/history,3401.1421569573026,1.1509775004326936,0.7269836696515737
causal path/history,3412.3463586291127,1.6679700005769251,0.6864308165872246
causal path/history,3420.7545982560596,0.9101493570766489,0.7448150201580327
causal path/history,3431.951876586966,1.6679700005769251,0.7095121191457163
causal path/history,3440.1785361396164,0.9101493570766489,0.5454729055904958
causal path/history,3451.1102605764245,1.033985000288462,0.7382709918794228
causal path/history,3459.5397427796556,1.033985000288462,0.5592247468791564
causal path/history,3470.4237705095925,1.033985000288462,0.69606727856853
causal path/history,3478.725888681678,1.5101493570766484,0.6898812038831669
causal path/history,3487.772700191425,0.9101493570766489,0.5742147980730357
causal path/history,3497.7727539071643,1.6679700005769251,0.7664764240500398
causal path/history,3506.120996256388,0.9101493570766489,0.8010019402341901
causal path/history,3514.3243295647662,1.5101493570766484,0.614827709625002
causal path/history,3522.3889195992397,0.9101493570766489,0.5467304394564034
causal path/history,3530.7353779058412,1.5101493570766484,0.5569934657826467
causal path/history,3538.774046891673,1.1509775004326936,0.5614738146909407
causal path/history,3546.74745103633,1.7509775004326937,0.5747555323233791
causal path/history,3554.290493892229,1.1509775004326936,0.6384566758688068
causal path/history,3561.9603596472903,1.7509775004326937,0.8661677027509377
causal path/history,3568.983389026781,0.9101493570766489,0.6849398586629137
causal path/history,3575.8976424757884,1.7509775004326937,0.7297764478887537
causal path/history,3584.252599110388,1.284412953234562,0.9010491874742633
causal path/history,3595.852219340078,1.4493481196986289,0.7189537027731847
causal path/history,3607.051848710426,1.4493481196986289,0.7209001142345978
causal path/history,3618.251473068217,1.4493481196986289,0.7233365741311593
causal path/history,3629.4510908415,1.1591718566439546,0.7265059040813392
causal path/history,3641.050685360228,1.2416739708939157,0.7310950299175908
causal path/history,3652.2502800911952,1.6756589711823786,0.737599103136873
causal path/history,3663.44985302053,1.7124484848442143,0.7475534838365563
causal path/history,3674.6493822704065,1.4690498338243956,0.7643053583450338
causal path/history,3686.2487020345084,1.6710995856284994,0.7964423460100779
causal path/history,3697.4472123886503,1.7141371736342077,0.8469302168763592
causal path/history,3708.6440241886326,1.9725177862321248,0.8691506898971372
causal path/history,3719.8396706811545,1.8783975252439598,0.8624486110668433
causal path/history,3731.435585661539,1.9177150461561965,0.8583473858675245
causal path/history,3742.6324903967284,1.9177150461561965,0.8603736845783854
causal path/history,3753.830183042864,1.9177150461561965,0.8661748429973796
causal path/history,3765.0284904290224,1.9177150461561965,0.8810015036975724
causal path/history,3776.6271440779215,1.9177150461561965,0.9133087853374219
causal path/history,3787.8260838596243,1.8783975252439598,1.0206372135931476
causal path/history,3799.0251726352544,1.8540123345455526,1.3902145919599633
causal path/history,3810.2243593597977,1.1674204530903312,0.01678765647253767
causal path/history,3821.823587331654,1.1509775004326939,0.01615904681970338
causal path/history,3833.022889907116,1.1509775004326939,0.02343469131134042
causal path/history,3844.2222289545357,0.0,0.02536947357686777
reverse Rationality,148.85927454929885,1.8593067768177907,0.7316316876365242
reverse Rationality,244.119555514191,1.8170731800829516,0.7468957379878473
reverse Rationality,338.7787401284723,1.8421793564997233,0.745314868111422
reverse Rationality,435.6045998106294,1.5405499757656589,0.7424461767216439
reverse Rationality,528.1264171216029,1.6102842772504846,0.7436570362662728
reverse Rationality,619.4903116525595,1.5680506805156451,0.7437292311159354
reverse Rationality,709.9203426192953,1.8421793564997233,0.7445973480410631
reverse Rationality,801.9642141967462,1.8170731800829516,0.7424363788830634
reverse Rationality,889.2185640057368,1.7895724753329645,0.7405900754222098
reverse Rationality,975.5888344227245,1.7451721264666986,0.7415846596909422
reverse Rationality,1061.0008495613251,1.8170731800829516,0.7385695262832835
reverse Rationality,1147.990093209059,1.8421793564997233,0.7396775107252058
reverse Rationality,1231.2809543486485,1.5680506805156451,0.7440540980030363
reverse Rationality,1313.2868269183998,1.4961496268993926,0.7449521668422352
reverse Rationality,1393.3037701647659,1.4961496268993926,0.7390231596745163
reverse Rationality,1474.5993294482153,1.4961496268993926,0.7401251967136872
reverse Rationality,1552.2169500392117,1.4961496268993926,0.7424425273727256
reverse Rationality,1628.737119184293,1.4961496268993926,0.7396019437460037
reverse Rationality,1703.9905929676179,1.4961496268993926,0.7462956600204301
reverse Rationality,1780.136188977976,1.7977790076334568,0.7362365922607204
reverse Rationality,1852.2192408996393,1.4961496268993926,0.7379460392663615
reverse Rationality,1923.385709241561,1.4961496268993926,0.7360855155274528
reverse Rationality,1993.4053020484878,1.4961496268993926,0.7447124470620152
reverse Rationality,2063.743788140596,1.4961496268993926,0.7342960500814895
reverse Rationality,2129.8707233765767,1.449348119698628,0.7367920530467621
reverse Rationality,2194.9988053411384,1.720576881743684,0.7381570846604465
reverse Rationality,2259.0468708565118,1.750977500432693,0.7378502466756784
reverse Rationality,2322.578030034301,1.750977500432693,0.7345150364136741
reverse Rationality,2382.5603257767602,1.6710995856284994,0.7344280777164875
reverse Rationality,2441.268139123779,1.720576881743684,0.7389292710458722
reverse Rationality,2497.7085234233223,1.6710995856284994,0.733885354112423
reverse Rationality,2554.3822366151667,1.6710995856284994,0.7329336103672153
reverse Rationality,2607.7151633718336,1.6710995856284994,0.7303700194269479
