time_M,series,coordinate
148.85927454929885,reverse x_P,1.8593067768177907
148.85927454929885,reverse x_R,0.7316316876365242
148.85927454929885,reverse rho,0.9999929630577948
244.119555514191,reverse x_P,1.8170731800829516
244.119555514191,reverse x_R,0.7468957379878473
244.119555514191,reverse rho,0.999998421512394
338.7787401284723,reverse x_P,1.8421793564997233
338.7787401284723,reverse x_R,0.745314868111422
338.7787401284723,reverse rho,0.9999997160528087
435.6045998106294,reverse x_P,1.5405499757656589
435.6045998106294,reverse x_R,0.7424461767216439
435.6045998106294,reverse rho,0.999999961552894
528.1264171216029,reverse x_P,1.6102842772504846
528.1264171216029,reverse x_R,0.7436570362662728
528.1264171216029,reverse rho,0.999999968843285
619.4903116525595,reverse x_P,1.5680506805156451
619.4903116525595,reverse x_R,0.7437292311159354
619.4903116525595,reverse rho,0.9999998876688478
709.9203426192953,reverse x_P,1.8421793564997233
709.9203426192953,reverse x_R,0.7445973480410631
709.9203426192953,reverse rho,0.9999998476342773
801.9642141967462,reverse x_P,1.8170731800829516
801.9642141967462,reverse x_R,0.7424363788830634
801.9642141967462,reverse rho,0.9999999550339053
889.2185640057368,reverse x_P,1.7895724753329645
889.2185640057368,reverse x_R,0.7405900754222098
889.2185640057368,reverse rho,0.9999999567287925
975.5888344227245,reverse x_P,1.7451721264666986
975.5888344227245,reverse x_R,0.7415846596909422
975.5888344227245,reverse rho,0.9999999562157135
1061.0008495613251,reverse x_P,1.8170731800829516
1061.0008495613251,reverse x_R,0.7385695262832835
1061.0008495613251,reverse rho,0.9999997618930496
1147.990093209059,reverse x_P,1.8421793564997233
1147.990093209059,reverse x_R,0.7396775107252058
1147.990093209059,reverse rho,0.9999996273517004
1231.2809543486485,reverse x_P,1.5680506805156451
1231.2809543486485,reverse x_R,0.7440540980030363
1231.2809543486485,reverse rho,0.9999994493381401
1313.2868269183998,reverse x_P,1.4961496268993926
1313.2868269183998,reverse x_R,0.7449521668422352
1313.2868269183998,reverse rho,0.9999994334630851
1393.3037701647659,reverse x_P,1.4961496268993926
1393.3037701647659,reverse x_R,0.7390231596745163
1393.3037701647659,reverse rho,0.9999999668979787
1474.5993294482153,reverse x_P,1.4961496268993926
1474.5993294482153,reverse x_R,0.7401251967136872
1474.5993294482153,reverse rho,0.9999999708043197
1552.2169500392117,reverse x_P,1.4961496268993926
1552.2169500392117,reverse x_R,0.7424425273727256
1552.2169500392117,reverse rho,0.999999839230606
1628.737119184293,reverse x_P,1.4961496268993926
1628.737119184293,reverse x_R,0.7396019437460037
1628.737119184293,reverse rho,0.9999998599735782
1703.9905929676179,reverse x_P,1.4961496268993926
1703.9905929676179,reverse x_R,0.7462956600204301
1703.9905929676179,reverse rho,0.9999982361034849
1780.136188977976,reverse x_P,1.7977790076334568
1780.136188977976,reverse x_R,0.7362365922607204
1780.136188977976,reverse rho,0.9999998310528255
1852.2192408996393,reverse x_P,1.4961496268993926
1852.2192408996393,reverse x_R,0.7379460392663615
1852.2192408996393,reverse rho,0.9999999325836881
1923.385709241561,reverse x_P,1.4961496268993926
1923.385709241561,reverse x_R,0.7360855155274528
1923.385709241561,reverse rho,0.9999998196566393
1993.4053020484878,reverse x_P,1.4961496268993926
1993.4053020484878,reverse x_R,0.7447124470620152
1993.4053020484878,reverse rho,0.9999978948844102
2063.743788140596,reverse x_P,1.4961496268993926
2063.743788140596,reverse x_R,0.7342960500814895
2063.743788140596,reverse rho,0.9999999237610274
2129.8707233765767,reverse x_P,1.449348119698628
