split,outcome,baseline,candidate,cells,mean_mae_gain,ci_low,ci_high,probability_gain_positive
holdout,remaining_divisions,age_only,ara_2d,12,0.12722280223859173,-0.0994549082379616,0.34684562488380916,0.879
holdout,remaining_hours,age_only,ara_2d,12,0.14428285629390059,-0.06701280416463992,0.3594191928639355,0.9075
holdout,remaining_divisions,raw_polynomial,sphere4_candidate,12,0.2275922102758072,0.07224488861943745,0.41014279256610864,0.9995
holdout,remaining_hours,raw_polynomial,sphere4_candidate,12,0.5559030976501341,0.0944167570409185,1.1624872861968298,0.993
holdout,remaining_divisions,ara_2d,sphere4_candidate,12,0.0088028172103575,-0.3761976875983688,0.43689404205516275,0.515
holdout,remaining_hours,ara_2d,sphere4_candidate,12,0.5176562051285541,-0.7879242119063705,1.8947343671348529,0.76
external,remaining_divisions,age_only,ara_2d,119,0.43034596219805316,0.29898595056029115,0.567823411677617,1.0
external,remaining_hours,age_only,ara_2d,119,0.01921156468714787,-0.11927914762226026,0.1641582416502093,0.6105
