component,waveform_coordinate,horizon_coordinate
Time/Traversal,1.2249360976995172,1.2249360976995172
Space/Connection,1.1292246520874751,1.2147117296222665
Time/Traversal,1.2291962510650383,1.2291962510650383
Space/Connection,1.1127520590741267,1.2050553819937517
Time/Traversal,1.2337404146549276,1.2337404146549276
Space/Connection,1.069866515194547,1.1956830445896052
Time/Traversal,1.2382845782448169,1.2382845782448169
Space/Connection,1.033513206475433,1.187162737858563
Time/Traversal,1.242544731610338,1.242544731610338
Space/Connection,1.019028685032661,1.1777904004544164
Time/Traversal,1.2470888952002273,1.2470888952002273
Space/Connection,1.0048281738142573,1.1687020732746378
Time/Traversal,1.2516330587901165,1.2516330587901165
Space/Connection,0.9923317239420619,1.1758023288838397
Time/Traversal,1.2558932121556377,1.2558932121556377
Space/Connection,0.9840954274353877,1.1863107071854586
Time/Traversal,1.260437375745527,1.260437375745527
Space/Connection,0.9960238568588469,1.198523146833286
Time/Traversal,1.264981539335416,1.264981539335416
Space/Connection,1.007668276057938,1.2115876171542175
Time/Traversal,1.2692416927009373,1.2692416927009373
Space/Connection,1.0213007668276057,1.2289122408406703
Time/Traversal,1.2737858562908264,1.2737858562908264
Space/Connection,1.0366373189434819,1.2533371201363248
Time/Traversal,1.2783300198807157,1.2783300198807157
Space/Connection,1.0803748934961659,1.2825901732462368
Time/Traversal,1.2825901732462368,1.2825901732462368
Space/Connection,1.1243964782732179,1.287134336836126
Time/Traversal,1.287134336836126,1.287134336836126
Space/Connection,1.1573416642999148,1.2916785004260154
Time/Traversal,1.2916785004260154,1.2916785004260154
Space/Connection,1.1624538483385403,1.2959386537915365
Time/Traversal,1.2959386537915365,1.2959386537915365
Space/Connection,1.169270093723374,1.3004828173814258
Time/Traversal,1.3004828173814258,1.3004828173814258
Space/Connection,1.1746662879863674,1.3050269809713149
Time/Traversal,1.3050269809713149,1.3050269809713149
Space/Connection,1.179494461800625,1.3095711445612042
Time/Traversal,1.3095711445612042,1.3095711445612042
Space/Connection,1.184038625390514,1.3138312979267253
Time/Traversal,1.3138312979267253,1.3138312979267253
Space/Connection,1.1885827889804033,1.3183754615166146
Time/Traversal,1.3183754615166146,1.3183754615166146
Space/Connection,1.1931269525702926,1.3229196251065038
Time/Traversal,1.3229196251065038,1.3229196251065038
Space/Connection,1.1979551263845498,1.327179778472025
Time/Traversal,1.327179778472025,1.327179778472025
Space/Connection,1.2030673104231753,1.3317239420619142
Time/Traversal,1.3317239420619142,1.3317239420619142
Space/Connection,1.2084635046861687,1.3362681056518035
Time/Traversal,1.3362681056518035,1.3362681056518035
Space/Connection,1.2161317807441068,1.3405282590173246
Time/Traversal,1.3405282590173246,1.3405282590173246
Space/Connection,1.2238000568020448,1.345072422607214
Time/Traversal,1.345072422607214,1.345072422607214
Space/Connection,1.2306163021868788,1.349616586197103
Time/Traversal,1.349616586197103,1.349616586197103
Space/Connection,1.2368645271229763,1.3538767395626243
Time/Traversal,1.3538767395626243,1.3538767395626243
Space/Connection,1.2507810281170122,1.3584209031525134
Time/Traversal,1.3584209031525134,1.3584209031525134
Space/Connection,1.287418347060494,1.3629650667424027
Time/Traversal,1.3629650667424027,1.3629650667424027
Space/Connection,1.3112752059074126,1.3672252201079238
Time/Traversal,1.3672252201079238,1.3672252201079238
Space/Connection,1.3285998295938655,1.371769383697813
Time/Traversal,1.371769383697813,1.371769383697813
Space/Connection,1.3325759727350184,1.3763135472877024
Time/Traversal,1.3763135472877024,1.3763135472877024
Space/Connection,1.319795512638455,1.3805737006532235
Time/Traversal,1.3805737006532235,1.3805737006532235
Space/Connection,1.3007668276057938,1.3851178642431128
Time/Traversal,1.3851178642431128,1.3851178642431128
Space/Connection,1.2774779892076116,1.389662027833002
Time/Traversal,1.389662027833002,1.389662027833002
Space/Connection,1.2567452428287418,1.3942061914228912
Time/Traversal,1.3942061914228912,1.3942061914228912
Space/Connection,1.246520874751491,1.3984663447884125
Time/Traversal,1.3984663447884125,1.3984663447884125
Space/Connection,1.246804884975859,1.4030105083783015
Time/Traversal,1.4030105083783015,1.4030105083783015
Space/Connection,1.257881283726214,1.4075546719681908
Time/Traversal,1.4075546719681908,1.4075546719681908
Space/Connection,1.2777619994319795,1.411814825333712
Time/Traversal,1.411814825333712,1.411814825333712
Space/Connection,1.301902868503266,1.4163589889236012
Time/Traversal,1.4163589889236012,1.4163589889236012
Space/Connection,1.3280318091451293,1.4209031525134905
Time/Traversal,1.4209031525134905,1.4209031525134905
Space/Connection,1.34564044305595,1.4251633058790116
Time/Traversal,1.4251633058790116,1.4251633058790116
Space/Connection,1.3581368929281454,1.429707469468901
Time/Traversal,1.429707469468901,1.429707469468901
Space/Connection,1.3686452712297643,1.4342516330587902
Time/Traversal,1.4342516330587902,1.4342516330587902
Space/Connection,1.36779324055666,1.4385117864243113
Time/Traversal,1.4385117864243113,1.4385117864243113
Space/Connection,1.356432831581937,1.4430559500142006
Time/Traversal,1.4430559500142006,1.4430559500142006
Space/Connection,1.341948310139165,1.4476001136040897
Time/Traversal,1.4476001136040897,1.4476001136040897
Space/Connection,1.3155353592729337,1.451860266969611
Time/Traversal,1.451860266969611,1.451860266969611
Space/Connection,1.2911104799772792,1.4564044305595
Time/Traversal,1.4564044305595,1.4564044305595
Space/Connection,1.27179778472025,1.4609485941493894
Time/Traversal,1.4609485941493894,1.4609485941493894
Space/Connection,1.2678216415790968,1.4652087475149105
Time/Traversal,1.4652087475149105,1.4652087475149105
Space/Connection,1.28656631638739,1.4697529111047998
Time/Traversal,1.4697529111047998,1.4697529111047998
Space/Connection,1.3209315535359274,1.474297074694689
Time/Traversal,1.474297074694689,1.474297074694689
Space/Connection,1.3666571996591876,1.4788412382845781
Time/Traversal,1.4788412382845781,1.4788412382845781
Space/Connection,1.3797216699801194,1.4831013916500995
Time/Traversal,1.4831013916500995,1.4831013916500995
Space/Connection,1.3879579664867936,1.4876455552399885
Time/Traversal,1.4876455552399885,1.4876455552399885
Space/Connection,1.3939221811985232,1.4921897188298778
Time/Traversal,1.4921897188298778,1.4921897188298778
Space/Connection,1.401022436807725,1.496449872195399
Time/Traversal,1.496449872195399,1.496449872195399
Space/Connection,1.4067026412950867,1.5009940357852882
Time/Traversal,1.5009940357852882,1.5009940357852882
Space/Connection,1.4126668560068163,1.5055381993751775
Time/Traversal,1.5055381993751775,1.5055381993751775
Space/Connection,1.4177790400454415,1.5097983527406986
Time/Traversal,1.5097983527406986,1.5097983527406986
Space/Connection,1.422607213859699,1.514342516330588
Time/Traversal,1.514342516330588,1.514342516330588
Space/Connection,1.4274353876739563,1.5188866799204772
Time/Traversal,1.5188866799204772,1.5188866799204772
Space/Connection,1.4319795512638456,1.5231468332859983
Time/Traversal,1.5231468332859983,1.5231468332859983
Space/Connection,1.4365237148537346,1.5276909968758876
Time/Traversal,1.5276909968758876,1.5276909968758876
Space/Connection,1.4422039193410963,1.5322351604657767
Time/Traversal,1.5322351604657767,1.5322351604657767
Space/Connection,1.4478841238284579,1.536495313831298
Time/Traversal,1.536495313831298,1.536495313831298
Space/Connection,1.4535643283158193,1.541039477421187
Time/Traversal,1.541039477421187,1.541039477421187
Space/Connection,1.459528543027549,1.5455836410110764
Time/Traversal,1.5455836410110764,1.5455836410110764
Space/Connection,1.4643567168418063,1.5498437943765975
Time/Traversal,1.5498437943765975,1.5498437943765975
Space/Connection,1.4700369213291677,1.5543879579664868
Time/Traversal,1.5543879579664868,1.5543879579664868
Space/Connection,1.4760011360408976,1.558932121556376
Time/Traversal,1.558932121556376,1.558932121556376
Space/Connection,1.4990059642147118,1.5631922749218972
Time/Traversal,1.5631922749218972,1.5631922749218972
Space/Connection,1.5123544447600115,1.5677364385117865
Time/Traversal,1.5677364385117865,1.5677364385117865
Space/Connection,1.518602669696109,1.5722806021016758
Time/Traversal,1.5722806021016758,1.5722806021016758
Space/Connection,1.507526270945754,1.5768247656915648
Time/Traversal,1.5768247656915648,1.5768247656915648
Space/Connection,1.4975859130928713,1.5810849190570861
Time/Traversal,1.5810849190570861,1.5810849190570861
Space/Connection,1.4862255041181482,1.5856290826469752
Time/Traversal,1.5856290826469752,1.5856290826469752
Space/Connection,1.4774211871627378,1.5901732462368645
Time/Traversal,1.5901732462368645,1.5901732462368645
Space/Connection,1.4873615450156206,1.5944333996023856
Time/Traversal,1.5944333996023856,1.5944333996023856
Space/Connection,1.502982107355865,1.598977563192275
Time/Traversal,1.598977563192275,1.598977563192275
Space/Connection,1.5234308435103663,1.6035217267821642
Time/Traversal,1.6035217267821642,1.6035217267821642
Space/Connection,1.5299630786708323,1.6077818801476853
Time/Traversal,1.6077818801476853,1.6077818801476853
Space/Connection,1.5376313547287703,1.6123260437375746
Time/Traversal,1.6123260437375746,1.6123260437375746
Space/Connection,1.5430275489917638,1.616870207327464
Time/Traversal,1.616870207327464,1.616870207327464
Space/Connection,1.548139733030389,1.621130360692985
Time/Traversal,1.621130360692985,1.621130360692985
Space/Connection,1.5580800908832717,1.6256745242828743
Time/Traversal,1.6256745242828743,1.6256745242828743
Space/Connection,1.5722806021016758,1.6302186878727634
Time/Traversal,1.6302186878727634,1.6302186878727634
Space/Connection,1.5711445612042034,1.6344788412382847
Time/Traversal,1.6344788412382847,1.6344788412382847
Space/Connection,1.5612042033513207,1.6390230048281738
Time/Traversal,1.6390230048281738,1.6390230048281738
Space/Connection,1.5532519170690144,1.643567168418063
Time/Traversal,1.643567168418063,1.643567168418063
Space/Connection,1.5666003976143141,1.6478273217835842
Time/Traversal,1.6478273217835842,1.6478273217835842
Space/Connection,1.58051689860835,1.6523714853734734
Time/Traversal,1.6523714853734734,1.6523714853734734
Space/Connection,1.5870491337688157,1.6569156489633627
Time/Traversal,1.6569156489633627,1.6569156489633627
Space/Connection,1.596137460948594,1.6614598125532518
Time/Traversal,1.6614598125532518,1.6614598125532518
Space/Connection,1.6009656347628514,1.6657199659187731
Time/Traversal,1.6657199659187731,1.6657199659187731
Space/Connection,1.606361829025845,1.6702641295086622
Time/Traversal,1.6702641295086622,1.6702641295086622
Space/Connection,1.6117580232888384,1.6748082930985515
Time/Traversal,1.6748082930985515,1.6748082930985515
Space/Connection,1.6163021868787277,1.6790684464640726
Time/Traversal,1.6790684464640726,1.6790684464640726
Space/Connection,1.621130360692985,1.683612610053962
Time/Traversal,1.683612610053962,1.683612610053962
Space/Connection,1.6259585345072423,1.6881567736438512
Time/Traversal,1.6881567736438512,1.6881567736438512
Space/Connection,1.6305026980971316,1.6924169270093723
Time/Traversal,1.6924169270093723,1.6924169270093723
Space/Connection,1.6350468616870206,1.6969610905992616
Time/Traversal,1.6969610905992616,1.6969610905992616
Space/Connection,1.63959102527691,1.7015052541891509
Time/Traversal,1.7015052541891509,1.7015052541891509
Space/Connection,1.643851178642431,1.705765407554672
Time/Traversal,1.705765407554672,1.705765407554672
Space/Connection,1.6486793524566885,1.7103095711445613
Time/Traversal,1.7103095711445613,1.7103095711445613
Space/Connection,1.6537915364953137,1.7148537347344504
Time/Traversal,1.7148537347344504,1.7148537347344504
Space/Connection,1.658335700085203,1.7191138880999717
Time/Traversal,1.7191138880999717,1.7191138880999717
Space/Connection,1.6634478841238285,1.7236580516898607
Time/Traversal,1.7236580516898607,1.7236580516898607
Space/Connection,1.668560068162454,1.72820221527975
Time/Traversal,1.72820221527975,1.72820221527975
Space/Connection,1.673104231752343,1.7324623686452711
Time/Traversal,1.7324623686452711,1.7324623686452711
Space/Connection,1.6793524566884408,1.7370065322351604
Time/Traversal,1.7370065322351604,1.7370065322351604
Space/Connection,1.6844646407270663,1.7415506958250497
Time/Traversal,1.7415506958250497,1.7415506958250497
Space/Connection,1.6898608349900597,1.746094859414939
Time/Traversal,1.746094859414939,1.746094859414939
Space/Connection,1.6949730190286851,1.7503550127804601
Time/Traversal,1.7503550127804601,1.7503550127804601
Space/Connection,1.6998011928429424,1.7548991763703494
Time/Traversal,1.7548991763703494,1.7548991763703494
Space/Connection,1.7049133768815676,1.7594433399602385
Time/Traversal,1.7594433399602385,1.7594433399602385
Space/Connection,1.7097415506958251,1.7637034933257598
Time/Traversal,1.7637034933257598,1.7637034933257598
Space/Connection,1.7148537347344504,1.768247656915649
Time/Traversal,1.768247656915649,1.768247656915649
Space/Connection,1.720533939221812,1.7727918205055382
Time/Traversal,1.7727918205055382,1.7727918205055382
Space/Connection,1.7253621130360692,1.7770519738710593
Time/Traversal,1.7770519738710593,1.7770519738710593
Space/Connection,1.7310423175234309,1.7815961374609486
Time/Traversal,1.7815961374609486,1.7815961374609486
Space/Connection,1.7367225220107925,1.7861403010508379
Time/Traversal,1.7861403010508379,1.7861403010508379
Space/Connection,1.7415506958250497,1.790400454416359
Time/Traversal,1.790400454416359,1.790400454416359
Space/Connection,1.7466628798636752,1.7949446180062483
Time/Traversal,1.7949446180062483,1.7949446180062483
Space/Connection,1.7526270945754048,1.7994887815961376
Time/Traversal,1.7994887815961376,1.7994887815961376
Space/Connection,1.757455268389662,1.8037489349616587
Time/Traversal,1.8037489349616587,1.8037489349616587
Space/Connection,1.7631354728770237,1.808293098551548
Time/Traversal,1.808293098551548,1.808293098551548
Space/Connection,1.768815677364385,1.812837262141437
Time/Traversal,1.812837262141437,1.812837262141437
Space/Connection,1.7739278614030105,1.8170974155069584
Time/Traversal,1.8170974155069584,1.8170974155069584
Space/Connection,1.7815961374609486,1.8216415790968474
Time/Traversal,1.8216415790968474,1.8216415790968474
Space/Connection,1.7889804032945187,1.8261857426867367
Time/Traversal,1.8261857426867367,1.8261857426867367
Space/Connection,1.801476853166714,1.830729906276626
Time/Traversal,1.830729906276626,1.830729906276626
Space/Connection,1.8099971598977562,1.8349900596421471
Time/Traversal,1.8349900596421471,1.8349900596421471
Space/Connection,1.819937517750639,1.8395342232320364
Time/Traversal,1.8395342232320364,1.8395342232320364
Space/Connection,1.8284578244816814,1.8440783868219255
Time/Traversal,1.8440783868219255,1.8440783868219255
Space/Connection,1.8349900596421471,1.8483385401874468
Time/Traversal,1.8483385401874468,1.8483385401874468
Space/Connection,1.8423743254757172,1.8528827037773359
Time/Traversal,1.8528827037773359,1.8528827037773359
Space/Connection,1.8480545299630786,1.8574268673672252
Time/Traversal,1.8574268673672252,1.8574268673672252
Space/Connection,1.8543027548991764,1.8616870207327463
Time/Traversal,1.8616870207327463,1.8616870207327463
Space/Connection,1.8608349900596421,1.8662311843226356
Time/Traversal,1.8662311843226356,1.8662311843226356
Space/Connection,1.867367225220108,1.8707753479125249
Time/Traversal,1.8707753479125249,1.8707753479125249
Space/Connection,1.8733314399318375,1.875035501278046
Time/Traversal,1.875035501278046,1.875035501278046
Space/Connection,1.878159613746095,1.8795796648679353
Time/Traversal,1.8795796648679353,1.8795796648679353
Space/Connection,1.8832717977847202,1.8841238284578246
Time/Traversal,1.8841238284578246,1.8841238284578246
Space/Connection,1.8883839818233457,1.8883839818233457
Time/Traversal,1.8883839818233457,1.8883839818233457
Space/Connection,1.892928145413235,1.892928145413235
Time/Traversal,1.892928145413235,1.892928145413235
Space/Connection,1.897472309003124,1.897472309003124
Time/Traversal,1.897472309003124,1.897472309003124
Space/Connection,1.9017324623686453,1.9017324623686453
Time/Traversal,1.9017324623686453,1.9017324623686453
Space/Connection,1.9062766259585344,1.9062766259585344
Time/Traversal,1.9062766259585344,1.9062766259585344
Space/Connection,1.9108207895484237,1.9108207895484237
Time/Traversal,1.9108207895484237,1.9108207895484237
Space/Connection,1.915364953138313,1.915364953138313
Time/Traversal,1.915364953138313,1.915364953138313
Space/Connection,1.9196251065038341,1.9196251065038341
Time/Traversal,1.9196251065038341,1.9196251065038341
Space/Connection,1.9241692700937234,1.9241692700937234
Time/Traversal,1.9241692700937234,1.9241692700937234
Space/Connection,1.9287134336836127,1.9287134336836127
Time/Traversal,1.9287134336836127,1.9287134336836127
Space/Connection,1.9329735870491338,1.9329735870491338
Time/Traversal,1.9329735870491338,1.9329735870491338
Space/Connection,1.937517750639023,1.937517750639023
Time/Traversal,1.937517750639023,1.937517750639023
Space/Connection,1.9420619142289122,1.9420619142289122
Time/Traversal,1.9420619142289122,1.9420619142289122
Space/Connection,1.9463220675944335,1.9463220675944335
Time/Traversal,1.9463220675944335,1.9463220675944335
Space/Connection,1.9508662311843226,1.9508662311843226
Time/Traversal,1.9508662311843226,1.9508662311843226
Space/Connection,1.9554103947742119,1.9554103947742119
Time/Traversal,1.9554103947742119,1.9554103947742119
Space/Connection,1.959670548139733,1.959670548139733
Time/Traversal,1.959670548139733,1.959670548139733
Space/Connection,1.9642147117296223,1.9642147117296223
Time/Traversal,1.9642147117296223,1.9642147117296223
Space/Connection,1.9687588753195115,1.9687588753195115
Time/Traversal,1.9687588753195115,1.9687588753195115
Space/Connection,1.9730190286850326,1.9730190286850326
Time/Traversal,1.9730190286850326,1.9730190286850326
Space/Connection,1.977563192274922,1.977563192274922
Time/Traversal,1.977563192274922,1.977563192274922
Space/Connection,1.9821073558648112,1.9821073558648112
Time/Traversal,1.9821073558648112,1.9821073558648112
Space/Connection,1.9863675092303323,1.9863675092303323
Time/Traversal,1.9863675092303323,1.9863675092303323
Space/Connection,1.9909116728202216,1.9909116728202216
Time/Traversal,1.9909116728202216,1.9909116728202216
Space/Connection,1.9954558364101107,1.9954558364101107
Time/Traversal,1.9954558364101107,1.9954558364101107
Space/Connection,2.0,2.0
Time/Traversal,2.0,2.0
