time_to_horizon_M,series,ara_coordinate
-3450.996267868691,waveform Space/Connection,1.6594717409826754
-3450.996267868691,horizon radial closure,0.2033513206475433
-3450.996267868691,waveform Time/Traversal,0.1385969894916217
-3450.996267868691,horizon angular traversal,0.04430559500142005
-3442.996267868691,waveform Space/Connection,1.7509230332291963
-3442.996267868691,horizon radial closure,0.18091451292246521
-3442.996267868691,waveform Time/Traversal,0.0985515478557228
-3442.996267868691,horizon angular traversal,0.048849758591309286
-3434.996267868691,waveform Space/Connection,1.804884975859131
-3434.996267868691,horizon radial closure,0.14569724510082363
-3434.996267868691,waveform Time/Traversal,0.08917921045157626
-3434.996267868691,horizon angular traversal,0.053393922181198525
-3427.496267868691,waveform Space/Connection,1.835274069866515
-3427.496267868691,horizon radial closure,0.13660891792104515
-3427.496267868691,waveform Time/Traversal,0.07412666856006817
-3427.496267868691,horizon angular traversal,0.05765407554671968
-3419.496267868691,waveform Space/Connection,1.8327179778472025
-3419.496267868691,horizon radial closure,0.12638454984379438
-3419.496267868691,waveform Time/Traversal,0.061346208463504685
-3419.496267868691,horizon angular traversal,0.06219823913660892
-3411.496267868691,waveform Space/Connection,1.7952286282306162
-3411.496267868691,horizon radial closure,0.11672820221527976
-3411.496267868691,waveform Time/Traversal,0.04430559500142005
-3411.496267868691,horizon angular traversal,0.06674240272649816
-3403.996267868691,waveform Space/Connection,1.7529111047997727
-3403.996267868691,horizon radial closure,0.10792388525986936
-3403.996267868691,waveform Time/Traversal,0.03578528827037773
-3403.996267868691,horizon angular traversal,0.07100255609201932
-3395.996267868691,waveform Space/Connection,1.6776483953422323
-3395.996267868691,horizon radial closure,0.09798352740698665
-3395.996267868691,waveform Time/Traversal,0.027548991763703495
-3395.996267868691,horizon angular traversal,0.07554671968190854
-3387.996267868691,waveform Space/Connection,1.5867651235444475
-3387.996267868691,horizon radial closure,0.08832717977847203
-3387.996267868691,waveform Time/Traversal,0.014768531667140017
-3387.996267868691,horizon angular traversal,0.08009088327179778
-3380.496267868691,waveform Space/Connection,1.2081794944618007
-3380.496267868691,horizon radial closure,0.07923885259869355
-3380.496267868691,waveform Time/Traversal,0.012496449872195399
-3380.496267868691,horizon angular traversal,0.08435103663731894
-3372.496267868691,waveform Space/Connection,0.04458960522578813
-3372.496267868691,horizon radial closure,0.06958250497017893
-3372.496267868691,waveform Time/Traversal,0.019312695257029253
-3372.496267868691,horizon angular traversal,0.08889520022720818
-3364.496267868691,waveform Space/Connection,0.6427151377449588
-3364.496267868691,horizon radial closure,0.060210167566032376
-3364.496267868691,waveform Time/Traversal,0.03521726782164158
-3364.496267868691,horizon angular traversal,0.09343936381709742
-3356.496267868691,waveform Space/Connection,1.2405566600397615
-3356.496267868691,horizon radial closure,0.05055381993751775
-3356.496267868691,waveform Time/Traversal,0.04629366657199659
-3356.496267868691,horizon angular traversal,0.09798352740698665
-3348.996267868691,waveform Space/Connection,1.4103947742118716
-3348.996267868691,horizon radial closure,0.041749502982107355
-3348.996267868691,waveform Time/Traversal,0.05765407554671968
-3348.996267868691,horizon angular traversal,0.10224368077250781
-3340.996267868691,waveform Space/Connection,1.4731610337972167
-3340.996267868691,horizon radial closure,0.03209315535359273
-3340.996267868691,waveform Time/Traversal,0.06844646407270662
