time_to_horizon_M,connection_ara,traversal_ara,stage
-3528.996267868691,1.8219255893212156,0.0,inspiral
-3521.496267868691,1.8020448736154502,0.002272081794944618,inspiral
-3513.496267868691,1.860266969610906,0.008804316955410394,inspiral
-3505.496267868691,1.8687872763419484,0.031241124680488497,inspiral
-3497.996267868691,1.8287418347060493,0.059074126668560066,inspiral
-3489.996267868691,1.8139733030389094,0.0823629650667424,inspiral
-3481.996267868691,1.7597273501846067,0.09741550695825049,inspiral
-3474.496267868691,1.6035217267821642,0.17040613462084636,inspiral
-3466.496267868691,0.11701221243964782,0.1996591877307583,inspiral
-3458.496267868691,1.3811417211019597,0.1962510650383414,inspiral
-3450.996267868691,1.6594717409826754,0.1385969894916217,inspiral
-3442.996267868691,1.7509230332291963,0.0985515478557228,inspiral
-3434.996267868691,1.804884975859131,0.08917921045157626,inspiral
-3427.496267868691,1.835274069866515,0.07412666856006817,inspiral
-3419.496267868691,1.8327179778472025,0.061346208463504685,inspiral
-3411.496267868691,1.7952286282306162,0.04430559500142005,inspiral
-3403.996267868691,1.7529111047997727,0.03578528827037773,inspiral
-3395.996267868691,1.6776483953422323,0.027548991763703495,inspiral
-3387.996267868691,1.5867651235444475,0.014768531667140017,inspiral
-3380.496267868691,1.2081794944618007,0.012496449872195399,inspiral
-3372.496267868691,0.04458960522578813,0.019312695257029253,inspiral
-3364.496267868691,0.6427151377449588,0.03521726782164158,inspiral
-3356.496267868691,1.2405566600397615,0.04629366657199659,inspiral
-3348.996267868691,1.4103947742118716,0.05765407554671968,inspiral
-3340.996267868691,1.4731610337972167,0.06844646407270662,inspiral
-3332.996267868691,1.5416074978699232,0.07895484237432547,inspiral
-3325.496267868691,1.4762851462652655,0.08690712865663164,inspiral
-3317.496267868691,1.3842658335700084,0.09571144561204203,inspiral
-3309.496267868691,1.0712865663163873,0.10621982391366089,inspiral
-3301.996267868691,0.7926725362113036,0.15109343936381708,inspiral
-3293.996267868691,0.08633910820789549,0.17551831865947173,inspiral
-3285.996267868691,0.0948594149389378,0.18034649247372905,inspiral
-3278.496267868691,0.6674240272649815,0.1797784720249929,inspiral
-3270.496267868691,1.0161885827889805,0.1661459812553252,inspiral
-3262.496267868691,1.2249360976995172,0.16018176654359556,inspiral
-3254.996267868691,1.3731894348196536,0.1488213575688725,inspiral
-3246.996267868691,1.4001704061346207,0.13547287702357286,inspiral
-3238.996267868691,1.3393922181198523,0.11758023288838398,inspiral
-3231.496267868691,1.2115876171542175,0.10905992615734167,inspiral
-3223.496267868691,1.073558648111332,0.11502414086907128,inspiral
-3215.496267868691,0.8943481965350752,0.1198523146833286,inspiral
-3207.496267868691,0.6256745242828742,0.12894064186310708,inspiral
-3199.996267868691,0.17807441067878443,0.14030105083783015,inspiral
-3191.996267868691,0.09627946606077818,0.17125816529395058,inspiral
-3183.996267868691,0.08719113888099972,0.19170690144845215,inspiral
-3176.496267868691,0.0761147401306447,0.19909116728202214,inspiral
-3168.496267868691,0.040897472309003126,0.2047713717693837,inspiral
-3160.496267868691,0.02811701221243965,0.20931553535927294,inspiral
-3152.996267868691,0.08832717977847203,0.2135756887247941,inspiral
-3144.996267868691,0.18687872763419483,0.21811985231468334,inspiral
-3136.996267868691,0.14030105083783015,0.22266401590457258,inspiral
-3129.496267868691,0.2908264697529111,0.22806021016756603,inspiral
-3121.496267868691,0.4995739846634479,0.2334564044305595,inspiral
-3113.496267868691,0.5012780460096563,0.23913660891792105,inspiral
-3105.996267868691,0.35756887247940927,0.24197671116160183,inspiral
-3097.996267868691,0.22436807725078103,0.24680488497585912,inspiral
-3089.996267868691,0.1820505538199375,0.25276909968758876,inspiral
-3082.496267868691,0.09997159897756319,0.2561772223800057,inspiral
-3074.496267868691,0.07270661743822777,0.25816529395058224,inspiral
-3066.496267868691,0.08917921045157626,0.26185742686736724,inspiral
-3058.496267868691,0.053109911956830444,0.26498153933541607,inspiral
-3050.996267868691,0.052257881283726215,0.27378585629082647,inspiral
-3042.996267868691,0.08406702641295087,0.2760579380857711,inspiral
-3034.996267868691,0.10281170122124396,0.2806021016756603,inspiral
-3027.496267868691,0.12382845782448168,0.28486225504118146,inspiral
-3019.496267868691,0.2612894064186311,0.2894064186310707,inspiral
-3011.496267868691,0.5387673956262425,0.29139449020164726,inspiral
-3003.996267868691,0.8463504686168702,0.294234592445328,inspiral
-2995.996267868691,0.9650667424027265,0.297642715137745,inspiral
-2987.996267868691,0.981539335416075,0.30360692984947457,inspiral
-2980.496267868691,0.996307867083215,0.3146833285998296,inspiral
-2972.496267868691,0.9798352740698665,0.32007952286282304,inspiral
-2964.496267868691,0.8974723090031241,0.3203635330871911,inspiral
-2956.996267868691,0.797784720249929,0.3220675944333996,inspiral
-2948.996267868691,0.5268389662027833,0.32632774779892076,inspiral
-2940.996267868691,0.23146833285998297,0.33001988071570576,inspiral
-2933.496267868691,0.14058506106219823,0.3325759727350185,inspiral
-2925.496267868691,0.10195967054813973,0.33825617722238,inspiral
-2917.496267868691,0.03351320647543311,0.3445044021584777,inspiral
-2909.496267868691,0.0062482249360976995,0.3518886679920477,inspiral
-2901.996267868691,0.007952286282306162,0.35614882135756887,inspiral
-2893.996267868691,0.004544163589889236,0.3606929849474581,inspiral
-2885.996267868691,0.00823629650667424,0.36523714853734734,inspiral
-2878.496267868691,0.013064470320931554,0.3694973019028685,inspiral
-2870.496267868691,0.0028401022436807723,0.37404146549275774,inspiral
-2862.496267868691,0.050837830161885825,0.3805737006532235,inspiral
-2854.996267868691,0.12070434535643283,0.3854018744674808,inspiral
-2846.996267868691,0.23771655779608067,0.3905140585061062,inspiral
-2838.996267868691,0.32490769667708036,0.39477421187162737,inspiral
-2831.496267868691,0.5950014200511219,0.40045441635898893,inspiral
-2823.496267868691,0.5683044589605226,0.404430559500142,inspiral
-2815.496267868691,0.6131780744106787,0.40727066174382276,inspiral
-2807.996267868691,0.6225504118148253,0.4095427435387674,inspiral
-2799.996267868691,0.562624254473161,0.4129508662311843,inspiral
-2791.996267868691,0.42771939789832436,0.4180630502698097,inspiral
-2784.496267868691,0.36182902584493043,0.42289122408406704,inspiral
-2776.496267868691,0.36495313831297926,0.4274353876739563,inspiral
-2768.496267868691,0.28401022436807727,0.42999147969326895,inspiral
-2760.496267868691,0.17523430843510365,0.43652371485373476,inspiral
-2752.996267868691,0.13433683612610053,0.4407838682192559,inspiral
-2744.996267868691,0.14314115308151093,0.44532803180914515,inspiral
-2736.996267868691,0.17182618574268674,0.4498721953990344,inspiral
-2729.496267868691,0.1297926725362113,0.45413234876455555,inspiral
-2721.496267868691,0.12042033513206475,0.4586765123544448,inspiral
-2713.496267868691,0.15137744958818516,0.46322067594433397,inspiral
-2705.996267868691,0.23658051689860835,0.46748082930985513,inspiral
